paper_id,pmid,pmcid,doi,title,queue_reason,preferred_source,notes
pmid-39214424,39214424,,10.1016/j.micpath.2024.106894,Exploring antiviral activity of Betanin and Glycine Betaine against dengue virus type-2 in transfected Hela cells.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39142626,39142626,,10.1016/j.nbt.2024.08.499,Production and characterization of novel Anti-HIV Fc-fusion proteins in plant-based systems: Nicotiana benthamiana & tobacco BY-2 cell suspension.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39132695,39132695,,10.1021/acs.jproteome.3c00751,Differential Proteomic Profiling at Different Phases of Dengue Infection: An Intricate Insight from Proteins to Pathogenesis.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39128851,39128851,PMC11587837,10.1080/15548627.2024.2390814,AP3B1 facilitates PDIA3/ERP57 function to regulate rabies virus glycoprotein selective degradation and viral entry.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-39084787,39084787,,10.1016/j.pestbp.2024.105982,Virulence and proteomic responses of Metarhizium anisopliae against Aedes albopictus larvae.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39082875,39082875,PMC11334468,10.1128/jvi.00035-24,ORC1 enhances repressive epigenetic modifications on HIV-1 LTR to promote HIV-1 latency.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-39079180,39079180,,10.1097/QCO.0000000000001040,Immune responses and severe dengue: what have we learned?,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39051073,39051073,PMC11270663,10.12122/j.issn.1673-4254.2024.07.07,[Baicalin suppresses type 2 dengue virus-induced autophagy of human umbilical vein endothelial cells by inhibiting the PI3K/AKT pathway].,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-39049185,39049185,,10.1080/14789450.2024.2383580,Proteomic investigations of dengue virus infection: key discoveries over the last 10 years.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39018747,39018747,,10.1016/j.jinorgbio.2024.112664,TAR RNA selective targeting ruthenium(II) complexes as HIV-1 reverse transcriptase inhibitors: On exploring structure-activity relationships of multiple positions.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39012937,39012937,,10.1126/scisignal.adg4124,K(v)1.3-induced hyperpolarization is required for efficient Kaposi's sarcoma-associated herpesvirus lytic replication.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38949184,38949184,,10.1002/jmv.29775,Integrated serum proteomic and N-glycoproteomic characterization of dengue patients.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38948800,38948800,PMC11212919,10.1101/2024.06.15.599180,Cyclophilin A Facilitates HIV-1 DNA Integration.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-38925223,38925223,,10.1016/j.lfs.2024.122859,Computational and biological approaches in repurposing ribavirin for lung cancer treatment: Unveiling antitumorigenic strategies.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38904364,38904364,PMC11265424,10.1128/jvi.00813-24,Enterovirus 3A protein disrupts endoplasmic reticulum homeostasis through interaction with GBF1.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-38899899,38899899,PMC11265288,10.1128/jvi.00522-24,Involvement of ribosomal protein L17 and Y-box binding protein 1 in the assembly of hepatitis C virus potentially via their interaction with the 3' untranslated region of the viral genome.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-38888347,38888347,PMC11265353,10.1128/jvi.00556-24,Transcription factor EB (TFEB) interaction with RagC is disrupted during enterovirus D68 infection.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
