paper_id,pmid,pmcid,doi,title,queue_reason,preferred_source,notes
pmid-42024964,42024964,,10.1016/j.ejmech.2026.118879,"Benzothiophene-based, orally active PIK3CA H1047R mutant-selective inhibitors for the treatment of HR+/HER2- breast cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41967638,41967638,,10.1016/j.annonc.2026.04.003,Genomic determinants of response to alpelisib plus fulvestrant in the SOLAR-1 trial.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41948974,41948974,,10.1111/cas.70365,Molecular and Cell Biological Characterization of Patient-Derived Head and Neck Squamous Carcinoma Cell Lines.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41851057,41851057,PMC13339675,10.1002/cpt.70265,Model-Based Patient Selection and Dosing Strategies for HRAS and PIK3CA Dysregulated HNSCC: A QSP Model for Alpelisib and Tipifarnib Combination.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-41794592,41794592,,10.1016/j.bulcan.2026.01.016,"[Inavolisib plus fulvestrant-palbociclib - advanced or metastatic breast cancers hormone receptor-positive, HER2-negative, PIK3CA-mutated, endocrine-resistant, in the first-line setting].",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41773730,41773730,,10.1158/1535-7163.MCT-25-0675,Targeting Semaphorin 7a signaling in preclinical models of endocrine therapy-resistant breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41764610,41764610,,10.2174/0113895575418114251210151424,Inavolisib-based Combination Therapy for the Treatment of PIK3CAMutated HR+/HER2- Breast Cancer: An Overview.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41552909,41552909,,10.1093/brain/awag017,Angiogenic switching in cerebral cavernous malformations driven by MAP3K3-PIK3CA synergy.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41468825,41468825,,10.1016/j.lungcan.2025.108890,Inavolisib for PIK3CA-mutant non-small cell lung cancer: A case report.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41249630,41249630,,10.1007/s00216-025-06233-z,Surfactant-enhanced emulsification liquid-liquid microextraction combined with sweeping micellar electrokinetic chromatography-tandem mass spectrometry for therapeutic drug monitoring of alpelisib and fulvestrant in human plasma.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40829787,40829787,,10.1146/annurev-pharmtox-082924-022724,Structural Insights into the Development of Inhibitors Against Cancer-Specific Mutations of PI3Kα.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41406241,41406241,,10.1126/scitranslmed.adp5088,Dual PI3K/mTOR inhibition is required to combat resistance to CDK4/6 inhibitor and endocrine therapy in PIK3CA-mutant breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40845250,40845250,,10.1200/JCO-25-00663,"US Food and Drug Administration Approval Summary: Inavolisib With Palbociclib and Fulvestrant for Endocrine-Resistant, PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative, Locally Advanced or Metastatic Breast Cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40642892,40642892,,10.1097/COC.0000000000001209,"Inavolisib for HR-Positive, HER2-Negative Advanced Breast Cancer: Clinical Trials and Patient Access Implication.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40475484,40475484,PMC12139868,10.1101/2025.05.21.655360,Targeting Semaphorin 7a signaling in preclinical models of estrogen receptor-positive breast cancer.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-40382983,40382983,,10.1016/j.drup.2025.101251,MicroRNA-mediated PTEN downregulation as a novel non-genetic mechanism of acquired resistance to PI3Kα inhibitors of head & neck squamous cell carcinoma.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40346819,40346819,,10.1080/08880018.2025.2498660,"Alpelisib in pediatric PIK3CA- and TIE-2-mutant vascular anomalies: a case series on safety, efficacy, and drug exposure.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40307580,40307580,,10.1208/s12249-025-03109-4,Predicting and Confirming Bioequivalence of Alpelisib Oral Granules and Tablets for Patients With PIK3CA-Related Disorders.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40295072,40295072,,10.21873/anticanres.17567,Development of Acquired Resistance in Alpelisib-treated Gastric Cancer Cells With PIK3CA Mutations and Overcoming Strategies.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40203765,40203765,,10.1016/j.ejca.2025.115397,"Inavolisib plus letrozole or fulvestrant in PIK3CA-mutated, hormone receptor-positive, HER2-negative advanced or metastatic breast cancer (GO39374): An open-label, multicentre, dose-escalation and dose-expansion phase 1/1b study.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40163189,40163189,,10.1007/s11864-025-01310-y,Novel Estrogen Receptor - Targeted Therapies in Hormone-Receptor Positive Breast Cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40121890,40121890,,10.1016/j.ctrv.2025.102924,"Post-progression treatment options after CDK4/6 inhibitors in hormone receptor-positive, HER2-negative metastatic breast cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-40020984,40020984,,10.1016/j.ejphar.2025.177432,Targeting PI3K in cancer treatment: A comprehensive review with insights from clinical outcomes.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39883146,39883146,,10.14423/SMJ.0000000000001791,Alpelisib-Induced Hyperglycemia in PIK3CA(+) Breast Cancer Patients.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39873916,39873916,,10.1007/s40265-024-02136-y,Inavolisib: First Approval.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39302579,39302579,,10.1007/s10549-024-07495-4,Genomic and transcriptomic landscape of HER2-low breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39171586,39171586,,10.2174/0109298673327425240815065221,A Perspective of PI3K/AKT/mTOR Pathway Inhibitors to Overcome Drug-resistance in Breast Cancer Therapy.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-41030973,41030973,PMC12478396,10.1101/2024.10.12.618044,"mTOR variants activation discovers PI3K-like cryptic pocket, expanding allosteric, mutant-selective inhibitor designs.",PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-39476340,39476340,,10.1056/NEJMoa2404625,Inavolisib-Based Therapy in PIK3CA-Mutated Advanced Breast Cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-39326108,39326108,,10.1016/j.biopha.2024.117500,Enhancing targeted therapy by combining PI3K and AKT inhibitors with or without cisplatin or vincristine in medulloblastoma cell lines in vitro.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38986734,38986734,,10.1016/j.canlet.2024.217112,PI3K PROTAC overcomes the lapatinib resistance in PIK3CA-mutant HER2 positive breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38889643,38889643,,10.1016/j.biopha.2024.116993,"Combined targeted therapy with PI3K and CDK4/6, or FGFR inhibitors show synergistic effects in a neuroblastoma spheroid culture model.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38815877,38815877,,10.1016/j.critrevonc.2024.104404,Navigating the complexity of PI3K/AKT pathway in HER-2 negative breast cancer: biomarkers and beyond.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38797265,38797265,,10.1016/j.taap.2024.116979,"PI3K inhibitor ""alpelisib"" alleviates methotrexate induced liver injury in mice and potentiates its cytotoxic effect against MDA-MB-231 triple negative breast cancer cell line.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38677772,38677772,,10.21873/anticanres.16988,Curcumin Alone and Combined With PI3K Inhibitors Elicits Positive Effects on Oropharyngeal Cancer Cell Lines Regardless of HPV Status.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38547898,38547898,,10.1016/S1470-2045(23)00676-9,Optimal targeting of PI3K-AKT and mTOR in advanced oestrogen receptor-positive breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38518529,38518529,,10.1016/j.ygyno.2024.02.029,Alpelisib for PIK3CA-mutated advanced gynecological cancers: First clues of clinical activity.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38373112,38373112,,10.1021/acs.jpcb.3c06766,Dissecting the Interaction Fingerprints and Binding Affinity of BYL719 Analogs Targeting PI3Kα.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37943630,37943630,,10.1530/ERC-23-0041,Impact of the PI3K-alpha inhibitor alpelisib on everolimus resistance and somatostatin receptor expression in an orthotopic pancreatic NEC xenograft mouse model.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37704834,37704834,,10.1007/s10549-023-07110-y,Sodium-glucose cotransporter-2 inhibitors for hypergycemia in phosphoinositide 3-kinase pathway inhibition.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37699162,37699162,,10.1200/JCO.22.02786,Personalized Biomarker-Based Umbrella Trial for Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma: KCSG HN 15-16 TRIUMPH Trial.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37466805,37466805,,10.1007/s11030-023-10695-7,Structure-based pharmacophore modeling and DFT studies of Indian Ocean-derived red algal compounds as PI3Kα inhibitors.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-38025143,38025143,PMC10681085,10.5863/1551-6776-28.7.590,Alpelisib: A Novel Agent for PIK3CA-Related Overgrowth Spectrum.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-37975961,37975961,,10.1007/s40261-023-01325-z,"Is Alpelisib Plus Fulvestrant Cost-Effective for Treating PIK3CA-Mutation, HR+/HER2- Advanced Breast Cancer in the USA?",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37530184,37530184,,10.17116/patol2023850415,[Characteristics of PIK3CA gene mutations in Her2-low breast cancer].,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37178682,37178682,,10.1016/j.medj.2023.04.003,Patient-derived head and neck cancer organoids allow treatment stratification and serve as a tool for biomarker validation and identification.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-37086897,37086897,,10.1016/j.lfs.2023.121708,Synergistic actions of Alpelisib and Melatonin in breast cancer cell lines with PIK3CA gene mutation.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-36914722,36914722,PMC10241926,10.1038/s41416-023-02221-1,The emerging role of PI3K inhibitors for solid tumour treatment and beyond.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-36905114,36905114,,10.1002/jmv.28656,Genomic analysis of cervical carcinoma identifies Alpelisib as a therapeutic option for PIK3CA-mutant cervical carcinoma via the PI3K/AKT pathway.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-36646410,36646410,,10.1016/j.canlet.2023.216064,The PIK3CA-E545K-SIRT4 signaling axis reduces radiosensitivity by promoting glutamine metabolism in cervical cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-36641927,36641927,,10.1016/j.biopha.2022.114183,Synergistic therapeutic potential of alpelisib in cancers (excluding breast cancer): Preclinical and clinical evidences.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-36633813,36633813,,10.1007/s40262-022-01195-2,Pharmacokinetics and Pharmacodynamic of Alpelisib.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-36521557,36521557,,10.1016/j.bcp.2022.115380,Upregulation of PIK3IP1 monitors the anti-cancer activity of PI3Kα inhibitors in gastric cancer cells.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-36481616,36481616,,10.1159/000528578,Genomic Landscape of Circulating-Tumor DNA in a Diverse Cohort of Metastatic Breast Cancer Patients.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-36409396,36409396,,10.1007/s10549-022-06798-8,"Evaluation of alpelisib-induced hyperglycemia prophylaxis and associated risk factors in PIK3CA-mutated hormone-receptor positive, human epidermal growth factor-2 negative advanced breast cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-36319849,36319849,PMC9814377,10.1038/s41416-022-02032-w,PAK and PI3K pathway activation confers resistance to KRAS(G12C) inhibitor sotorasib.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-35311394,35311394,,10.1177/03008916211073621,"BYL719 (alpelisib) for the treatment of PIK3CA-mutated, recurrent/advanced cervical cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-35968355,35968355,PMC9360227,,PI3K inhibitors in trastuzumab-resistant HER2-positive breast cancer cells with PI3K pathway alterations.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-35880333,35880333,,10.3760/cma.j.cn112152-20220412-00251,[Expert consensus on the clinical application of PI3K/AKT/mTOR inhibitors in the treatment of advanced breast cancer].,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-35771551,35771551,,10.1158/2159-8290.CD-21-1696,"Alpelisib Monotherapy for PI3K-Altered, Pretreated Advanced Breast Cancer: A Phase II Study.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-35759724,35759724,,10.1200/JCO.22.01063,Biomarkers for Systemic Therapy in Metastatic Breast Cancer: ASCO Guideline Update.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-35530641,35530641,PMC9066532,10.21873/cdp.10122,ZAP70 Activation Compensates for Loss of Class IA PI3K Isoforms Through Activation of the JAK-STAT3 Pathway.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-35465733,35465733,,10.2217/fon-2022-0045,A phase III trial of alpelisib + trastuzumab ± fulvestrant versus trastuzumab + chemotherapy in HER2+ PIK3CA-mutated breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-35133871,35133871,PMC9084438,10.1200/JCO.21.01648,Phase II Study of Copanlisib in Patients With Tumors With PIK3CA Mutations: Results From the NCI-MATCH ECOG-ACRIN Trial (EAY131) Subprotocol Z1F.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34754095,34754095,PMC8810831,10.1038/s41416-021-01601-9,Sensitive and robust liquid biopsy-based detection of PIK3CA mutations in hormone-receptor-positive metastatic breast cancer patients.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-33356909,33356909,,10.1080/07391102.2020.1861980,In-silico prediction of potential inhibitors against phosphatidylinositol 3-kinase catalytic subunit alpha involved in head and neck squamous cell carcinomas.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34986950,34986950,,10.1691/ph.2021.1820,Recent clinical advances in PI3K inhibitors on colorectal cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34904814,34904814,,10.1097/PPO.0000000000000565,Poly(ADP-Ribose) Polymerase Inhibitor Combination Therapy.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34765318,34765318,PMC8569340,,Chemoresistance in breast cancer: PI3K/Akt pathway inhibitors vs the current chemotherapy.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34552006,34552006,,10.1158/1535-7163.MCT-20-0981,Phosphoproteomics Identifies PI3K Inhibitor-selective Adaptive Responses in Pancreatic Cancer Cell Therapy and Resistance.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34498152,34498152,,10.1007/s10549-021-06376-4,"Effects of PI3K inhibition in AI-resistant breast cancer cell lines: autophagy, apoptosis, and cell cycle progression.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34324367,34324367,PMC8659999,10.1200/JCO.21.01392,"Endocrine Treatment and Targeted Therapy for Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Metastatic Breast Cancer: ASCO Guideline Update.",PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34173298,34173298,PMC8262312,10.1002/onco.13873,Potential for Long-Term Disease Control with Alpelisib Plus Fulvestrant Spans Patient Subgroups in HR+ PIK3CA-Mutated Advanced Breast Cancer.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34012367,34012367,PMC8114069,10.1159/000514794,First Experiences with Alpelisib in Clinical Routine: Case Reports from a German Breast Center.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-33972086,33972086,,10.1016/j.ygyno.2021.04.028,Establishment and preclinical application of a patient-derived xenograft model for uterine cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33964572,33964572,,10.1016/j.ejca.2021.03.042,"Alpelisib in combination with everolimus ± exemestane in solid tumours: Phase Ib randomised, open-label, multicentre study.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33865994,33865994,,10.1016/j.critrevonc.2021.103334,PI3K inhibition in breast cancer: Identifying and overcoming different flavors of resistance.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33822253,33822253,,10.1007/s00292-021-00929-6,[Relevant mutations in predictive breast cancer pathology].,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33774181,33774181,,10.1016/j.phrs.2021.105579,Properties of FDA-approved small molecule phosphatidylinositol 3-kinase inhibitors prescribed for the treatment of malignancies.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33622114,33622114,,10.1080/14656566.2021.1873952,"Alpelisib for the treatment of PIK3CA-mutated, hormone receptor-positive, HER2-negative metastatic breast cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33246021,33246021,,10.1016/j.annonc.2020.11.011,"Alpelisib plus fulvestrant for PIK3CA-mutated, hormone receptor-positive, human epidermal growth factor receptor-2-negative advanced breast cancer: final overall survival results from SOLAR-1.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33213227,33213227,,10.1080/17425255.2021.1844662,"A pharmacokinetic evaluation of alpelisib for the treatment of HR+, HER2-negative, PIK3CA-mutated advanced or metastatic breast cancer.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33148674,33148674,,10.1158/1078-0432.CCR-20-2657,"Phase I Basket Study of Taselisib, an Isoform-Selective PI3K Inhibitor, in Patients with PIK3CA-Mutant Cancers.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-32964734,32964734,,10.2217/fon-2020-0464,Alpelisib in the treatment of metastatic HR+ breast cancer with PIK3CA mutations.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-32887722,32887722,,10.1158/1078-0432.CCR-20-0645,Phase Ib Study of Ribociclib plus Fulvestrant and Ribociclib plus Fulvestrant plus PI3K Inhibitor (Alpelisib or Buparlisib) for HR(+) Advanced Breast Cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-35663259,35663259,PMC9165573,10.36401/JIPO-20-5,"Case Report: Sustained Complete Response to PI3K Inhibition in a Patient with Metastatic Breast Cancer Harboring PIK3CA, NF1, and CDH1 Mutations.",PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-32958261,32958261,,10.1053/j.seminoncol.2020.07.005,Management of ER positive metastatic breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-32929011,32929011,PMC7533832,10.1073/pnas.2000060117,PIK3CA C-terminal frameshift mutations are novel oncogenic events that sensitize tumors to PI3K-α inhibition.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-32869930,32869930,PMC7648336,10.1634/theoncologist.2020-0449,Biomarkers in Breast Cancer: An Integrated Analysis of Comprehensive Genomic Profiling and PD-L1 Immunohistochemistry Biomarkers in 312 Patients with Breast Cancer.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-32525134,32525134,,10.1358/dot.2020.56.6.3137526,Alpelisib to treat breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-32416251,32416251,,10.1016/j.annonc.2020.05.001,Time course and management of key adverse events during the randomized phase III SOLAR-1 study of PI3K inhibitor alpelisib plus fulvestrant in patients with HR-positive advanced breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-32274666,32274666,,10.1007/s10549-020-05618-1,Mechanistic basis for PI3K inhibitor antitumor activity and adverse reactions in advanced breast cancer.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-32169477,32169477,,10.1016/j.jtho.2020.01.027,Alterations in the PI3K Pathway Drive Resistance to MET Inhibitors in NSCLC Harboring MET Exon 14 Skipping Mutations.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
