paper_id,pmid,pmcid,doi,title,year,publication_types,final_decision,final_rationale,selection_basis,fulltext_access_status,normalized_source_type,normalized_path,review_confidence
pmid-39709507,39709507,PMC11839470,10.1038/s41417-024-00867-4,PIK3CA mutation fortifies molecular determinants for immune signaling in vascular cancers.,2025,Journal Article,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11839470.json,high
pmid-39652577,39652577,PMC11831106,10.1158/0008-5472.CAN-24-2608,"Imlunestrant Is an Oral, Brain-Penetrant Selective Estrogen Receptor Degrader with Potent Antitumor Activity in ESR1 Wild-Type and Mutant Breast Cancer.",2025,"Journal Article;Research Support, Non-U.S. Gov't",selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11831106.json,high
pmid-39555098,39555098,PMC11565213,10.3389/fphar.2024.1494802,The role of PIK3CA gene mutations in colorectal cancer and the selection of treatment strategies.,2024,Journal Article;Review,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11565213.json,high
pmid-39469631,39469631,PMC11514072,10.3389/fphar.2024.1443422,Effects of BYL-719 (alpelisib) on human breast cancer stem cells to overcome drug resistance in human breast cancer.,2024,Journal Article,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11514072.json,high
pmid-39409880,39409880,PMC11476299,10.3390/cancers16193259,PLK1 Inhibitor Onvansertib Enhances the Efficacy of Alpelisib in PIK3CA-Mutated HR-Positive Breast Cancer Resistant to Palbociclib and Endocrine Therapy: Preclinical Insights.,2024,Journal Article,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11476299.json,high
pmid-39386783,39386783,PMC11462463,10.1016/j.heliyon.2024.e37873,Development and validation of a multi-marker liquid bead array assay for the simultaneous detection of PIK3CA and ESR1 hotspot mutations in single circulating tumor cells (CTCs).,2024,Journal Article,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11462463.json,high
pmid-39118880,39118880,PMC11304159,10.21037/tlcr-23-769,Intracranial response to capmatinib after progression on crizotinib in a patient with MET exon 14 skipping non-small cell lung cancer-a case report.,2024,Case Reports;Journal Article,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11304159.json,high
pmid-39020533,39020533,PMC11384855,10.47162/RJME.65.2.05,"NGS mutational status on first diagnostic tissue, liquid biopsy and mastectomy in G2-G3 breast cancer.",2024,Journal Article,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11384855.json,high
pmid-38975874,38975874,PMC11528210,10.1158/2159-8290.CD-24-0177,Mechanisms of Resistance to Oncogenic KRAS Inhibition in Pancreatic Cancer.,2024,Journal Article,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11528210.json,high
pmid-38927964,38927964,PMC11201395,10.3390/cancers16122259,Resistance to Targeted Inhibitors of the PI3K/AKT/mTOR Pathway in Advanced Oestrogen-Receptor-Positive Breast Cancer.,2024,Journal Article;Review,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11201395.json,high
pmid-38920692,38920692,PMC11201409,10.3390/cells13121064,Combination Therapy Approach to Overcome the Resistance to PI3K Pathway Inhibitors in Gynecological Cancers.,2024,"Journal Article;Review;Research Support, N.I.H., Intramural",selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11201409.json,high
pmid-38741375,38741375,PMC11194449,10.1002/cac2.12547,Long-term survival outcomes and immune checkpoint inhibitor retreatment in patients with advanced cervical cancer treated with camrelizumab plus apatinib in the phase II CLAP study.,2024,"Journal Article;Clinical Trial, Phase II;Research Support, Non-U.S. Gov't",selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11194449.json,high
pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,2024,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural",selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC10850944.json,high
pmid-38751483,38751483,PMC11093013,10.21037/tbcr-23-9,Efficacy and safety of abemaciclib-based therapy versus tucidinostat-based therapy after progression on palbociclib in patients with HR(+)HER2(-) metastatic breast cancer.,2023,Journal Article,selected_for_reading,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11093013.json,high
