paper_id,pmid,doi,title,abstract,publication_types,year,source_query,review_decision,review_rationale,review_confidence,topic_match_type,reviewer_type,review_frame_role,prescreen_hint,prescreen_rationale,prescreen_overlap_terms
pmid-32067679,32067679,10.1016/j.annonc.2019.11.006,Outcome and molecular landscape of patients with PIK3CA-mutated metastatic breast cancer.,"BACKGROUND: α-Selective phosphatidylinositol 3-kinase (PI3K) inhibitors improve outcome in patients with PIK3CA-mutated, hormone receptor-positive (HR+)/Her2- metastatic breast cancer (mBC). Nevertheless, it is still unclear how to integrate this new drug family in the treatment landscape. PATIENTS AND METHODS: A total of 649 patients with mBC from the SAFIR02 trial (NCT02299999), with available mutational profiles were selected for outcome analysis. PIK3CA mutations were prospectively determined by next-generation sequencing on metastatic samples. The mutational landscape of PIK3CA-mutated mBC was assessed by whole-exome sequencing (n = 617). Finally, the prognostic value of PIK3CA mutations during chemotherapy was assessed in plasma samples (n = 44) by next-generation sequencing and digital PCR. RESULTS: Some 28% (104/364) of HR+/Her2- tumors and 10% (27/255) of triple-negative breast cancer (TNBC) presented a PIK3CA mutation (P < 0.001). PIK3CA-mutated HR+/Her2- mBC was less sensitive to chemotherapy [adjusted odds ratio: 0.40; 95% confidence interval (0.22-0.71); P = 0.002], and presented a worse overall survival (OS) compared with PIK3CA wild-type [adjusted hazard ratio: 1.44; 95% confidence interval (1.02-2.03); P = 0.04]. PIK3CA-mutated HR+/Her2- mBC was enriched in MAP3K1 mutations (15% versus 5%, P = 0.0005). In metastatic TNBC (mTNBC), the median OS in patients with PIK3CA mutation was 24 versus 14 months for PIK3CA wild-type (P = 0.03). We further looked at the distribution of PIK3CA mutation in mTNBC according to HR expression on the primary tumor. Some 6% (9/138) of patients without HR expression on the primary and 36% (14/39) of patients with HR+ on the primary presented PIK3CA mutation (P < 0.001). The level of residual PIK3CA mutations in plasma after one to three cycles of chemotherapy was associated with a poor OS [continuous variable, hazard ratio: 1.03, 95% confidence interval (1.01-1.05), P = 0.007]. CONCLUSION: PIK3CA-mutated HR+/Her2- mBC patients present a poor outcome and resistance to chemotherapy. Patients with PIK3CA-mutated TNBC present a better OS. This could be explained by an enrichment of PIK3CA mutations in luminal BC which lost HR expression in the metastatic setting. TRIAL REGISTRATION: SAFIR02 trial: NCT02299999.","Journal Article;Research Support, Non-U.S. Gov't",2020,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-32066410,32066410,10.1186/s12885-020-6586-0,BRAF mutant colorectal cancer: ErbB2 expression levels as predictive factor for the response to combined BRAF/ErbB inhibitors.,"BACKGROUND: Colorectal cancer (CRC) is a heterogeneous disease with a complex biology and a wide number of altered genes such as BRAF, KRAS and PIK3CA. Advances with new-targeted therapies have been achieved and available treating options have prolonged patient's survival. However, BRAF-mutated CRC patients remain unresponsive to available therapies with RAF inhibitors (RAFi) alone or combined with ErbB inhibitors (ErbBi). These unmet needs require further exploitation of oncogenic signaling in order to set up individualized treatments. METHODS: To this end, we tested the efficacy of single agent or combined treatments using the BRAFi, vemurafenib and two different ErbBi: panitumumab and afatinib in CRC cells characterized by different molecular phenotypes. RESULTS: Combination strategies with BRAFi and ErbBi achieved a better response in BRAFV600E mutated cells expressing high levels of ErbB2. CONCLUSIONS: Our findings support the importance of ErbB2 evaluation in BRAF-mutated CRC patients and its role as a positive predictor factor of response to BRAFi/ErbBi combination.",Journal Article,2020,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract]) AND (combination[Title/Abstract] OR combined[Title/Abstract] OR ""dual inhibition""[Title/Abstract] OR ""overcome resistance""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR rechallenge[Title/Abstract]) AND (resistan*[Title/Abstract] OR progression[Title/Abstract] OR response[Title/Abstract] OR sensitivity[Title/Abstract] OR adaptive[Title/Abstract] OR bypass[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-32046997,32046997,10.1158/1078-0432.CCR-19-2612,What Is the Real Impact of Estrogen Receptor Status on the Prognosis and Treatment of HER2-Positive Early Breast Cancer?,"HER2+ early breast cancer is a heterogeneous disease, comprising all the intrinsic breast cancer subtypes. The only biomarker available nowadays for anti-HER2 treatment selection is HER2 status itself, but estrogen receptor (ER) status is emerging as a robust predictive marker within HER2+ disease. In this Perspective, we discuss the biological and clinical differences between patients with HER2+/ER-positive (ER+) disease versus those with HER2+/ER-negative (ER-neg) tumors, namely, short-term and long-term (>5 years after diagnosis) prognosis, response to neoadjuvant treatment and benefit from adjuvant anti-HER2-targeted therapies. We also address other possible biomarkers to be used for patient selection in future clinical trials, such as gene signatures, PAM50 subtypes, tumor-infiltrating lymphocytes, PIK3CA mutations, and changes in Ki67 score during treatment and discuss their limitations. Finally, we suggest new clinical trial designs that can have an impact on clinical practice, aiming to test treatment deescalation separately for patients with HER2+/ER+ and HER2+/ER-neg tumors. We also propose an integrated classification of HER2+ disease, comprising DNA, RNA, protein expression, and microenvironment characteristics, in order to identify those tumors that are truly ""HER2-addicted"" and may benefit the most from anti-HER2 treatment.","Journal Article;Research Support, Non-U.S. Gov't",2020,"((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""clinical trial""[Publication Type] OR trial[Title/Abstract] OR phase[Title/Abstract] OR randomized[Title/Abstract] OR cohort[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR ""objective response""[Title/Abstract] OR benefit[Title/Abstract] OR failure[Title/Abstract] OR biomarker*[Title/Abstract] OR combination[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-32042320,32042320,10.7150/thno.36182,Response to mTOR and PI3K inhibitors in enzalutamide-resistant luminal androgen receptor triple-negative breast cancer patient-derived xenografts.,"Luminal androgen receptor (LAR) breast cancer accounts for 10% of all triple-negative breast cancers (TNBC). Anti-androgen therapy for this subtype is in development, but yields only partial clinical benefits. In this study, we aimed to characterize the genomic alterations of LAR TNBC, to analyze activation of the PI3K signaling pathway and to compare the response to PI3K pathway inhibitors with that to anti-androgen therapy in patient-derived xenografts (PDX) of LAR TNBC. Methods: Four LAR PDX models were identified, on the basis of their transcriptomic profiles, in a cohort of 57 PDX models of TNBC. The expression of AR-related genes, basal and luminal cytokeratins and EMT genes was analyzed by RT-PCR and IHC. AKT1 and PIK3CA mutations were identified by targeted NGS, and activation of the PI3K pathway was analyzed with a reverse-phase protein array. Three LAR PDXs with a PIK3CA or AKT1 mutation were treated with the AR inhibitor enzalutamide, a PI3K inhibitor, a dual PI3K-mTOR inhibitor and a mTORC1-mTORC2 inhibitor. Finally, we screened a clinical cohort of 329 TNBC for PIK3CA and AKT1 hotspot mutations. Results: LAR TNBC PDXs were significantly enriched in PIK3CA and AKT1 mutations, and had higher levels of luminal-androgen-like gene expression and a higher PI3K pathway protein activation score than other TNBC subtypes. Immunohistochemistry analysis revealed strong expression of the luminal cytokeratin CK18 and AR in three LAR PDX models. We found that mTOR and PI3K inhibitors had marked antitumor activity in vivo in PDX harboring genomic alterations of PIK3CA and AKT1 genes that did not respond to the AR antagonist enzalutamide. PIK3CA mutations were detected in more than one third of AR+ TNBC from patients (38%), and only 10% of AR-negative TNBC. Conclusion: Our results for PDX models of LAR TNBC resistant to enzalutamide indicate that PIK3CA and AKT1 are potential therapeutic targets.","Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",2020,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract])); ((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""clinical trial""[Publication Type] OR trial[Title/Abstract] OR phase[Title/Abstract] OR randomized[Title/Abstract] OR cohort[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR ""objective response""[Title/Abstract] OR benefit[Title/Abstract] OR failure[Title/Abstract] OR biomarker*[Title/Abstract] OR combination[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-32042115,32042115,10.1038/s41388-020-1202-y,"Preclinical evaluation of a novel triple-acting PIM/PI3K/mTOR inhibitor, IBL-302, in breast cancer.","The proviral integration of Moloney virus (PIM) family of protein kinases are overexpressed in many haematological and solid tumours. PIM kinase expression is elevated in PI3K inhibitor-treated breast cancer samples, suggesting a major resistance pathway for PI3K inhibitors in breast cancer, potentially limiting their clinical utility. IBL-302 is a novel molecule that inhibits both PIM and PI3K/AKT/mTOR signalling. We thus evaluated the preclinical activity of IBL-302, in a range of breast cancer models. Our results demonstrate in vitro efficacy of IBL-302 in a range of breast cancer cell lines, including lines with acquired resistance to trastuzumab and lapatinib. IBL-302 demonstrated single-agent, anti-tumour efficacy in suppression of pAKT, pmTOR and pBAD in the SKBR-3, BT-474 and HCC-1954 HER2+/PIK3CA-mutated cell lines. We have also shown the in vivo single-agent efficacy of IBL-302 in the subcutaneous BT-474 and HCC-1954 xenograft model in BALB/c nude mice. The combination of trastuzumab and IBL-302 significantly increased the anti-proliferative effect in HER2+ breast cancer cell line, and matched trastuzumab-resistant line, relative to testing either drug alone. We thus believe that the novel PIM and PI3K/mTOR inhibitor, IBL-302, represents an exciting new potential treatment option for breast cancer, and that it should be considered for clinical investigation.","Journal Article;Research Support, Non-U.S. Gov't",2020,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract])); ((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract]) AND (combination[Title/Abstract] OR combined[Title/Abstract] OR ""dual inhibition""[Title/Abstract] OR ""overcome resistance""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR rechallenge[Title/Abstract]) AND (resistan*[Title/Abstract] OR progression[Title/Abstract] OR response[Title/Abstract] OR sensitivity[Title/Abstract] OR adaptive[Title/Abstract] OR bypass[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-32035020,32035020,10.1016/S1470-2045(19)30817-4,"Fulvestrant plus capivasertib versus placebo after relapse or progression on an aromatase inhibitor in metastatic, oestrogen receptor-positive breast cancer (FAKTION): a multicentre, randomised, controlled, phase 2 trial.","BACKGROUND: Capivasertib (AZD5363) is a potent selective oral inhibitor of all three isoforms of the serine/threonine kinase AKT. The FAKTION trial investigated whether the addition of capivasertib to fulvestrant improved progression-free survival in patients with aromatase inhibitor-resistant advanced breast cancer. METHODS: In this randomised, double-blind, placebo-controlled, phase 2 trial, postmenopausal women aged at least 18 years with an Eastern Cooperative Oncology Group performance status of 0-2 and oestrogen receptor-positive, HER2-negative, metastatic or locally advanced inoperable breast cancer who had relapsed or progressed on an aromatase inhibitor were recruited from 19 hospitals in the UK. Enrolled participants were randomly assigned (1:1) to receive intramuscular fulvestrant 500 mg (day 1) every 28 days (plus a loading dose on day 15 of cycle 1) with either capivasertib 400 mg or matching placebo, orally twice daily on an intermittent weekly schedule of 4 days on and 3 days off (starting on cycle 1 day 15) until disease progression, unacceptable toxicity, loss to follow-up, or withdrawal of consent. Treatment allocation was done using an interactive web-response system using a minimisation method (with a 20% random element) and the following minimisation factors: measurable or non-measurable disease, primary or secondary aromatase inhibitor resistance, PIK3CA status, and PTEN status. The primary endpoint was progression-free survival with a one-sided alpha of 0·20. Analyses were done by intention to treat. Recruitment is complete, and the trial is in follow-up. This trial is registered with ClinicalTrials.gov, number NCT01992952. FINDINGS: Between March 16, 2015, and March 6, 2018, 183 patients were screened for eligibility, of whom 140 (76%) were eligible and were randomly assigned to receive fulvestrant plus capivasertib (n=69) or fulvestrant plus placebo (n=71). Median follow-up for progression-free survival was 4·9 months (IQR 1·6-11·6). At the time of primary analysis for progression-free survival (Jan 30, 2019), 112 progression-free survival events had occurred, 49 (71%) in 69 patients in the capivasertib group compared with 63 (89%) of 71 in the placebo group. Median progression-free survival was 10·3 months (95% CI 5·0-13·2) in the capivasertib group versus 4·8 months (3·1-7·7) in the placebo group, giving an unadjusted hazard ratio (HR) of 0·58 (95% CI 0·39-0·84) in favour of the capivasertib group (two-sided p=0·0044; one-sided log rank test p=0·0018). The most common grade 3-4 adverse events were hypertension (22 [32%] of 69 patients in the capivasertib group vs 17 [24%] of 71 in the placebo group), diarrhoea (ten [14%] vs three [4%]), rash (14 [20%] vs 0), infection (four [6%] vs two [3%]), and fatigue (one [1%] vs three [4%]). Serious adverse reactions occurred only in the capivasertib group, and were acute kidney injury (two), diarrhoea (three), rash (two), hyperglycaemia (one), loss of consciousness (one), sepsis (one), and vomiting (one). One death, due to atypical pulmonary infection, was assessed as possibly related to capivasertib treatment. One further death in the capivasertib group had an unknown cause; all remaining deaths in both groups (19 in the capivasertib group and 31 in the placebo group) were disease related. INTERPRETATION: Progression-free survival was significantly longer in participants who received capivasertib than in those who received placebo. The combination of capivasertib and fulvestrant warrants further investigation in phase 3 trials. FUNDING: AstraZeneca and Cancer Research UK.","Clinical Trial, Phase II;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",2020,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract])); ((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""clinical trial""[Publication Type] OR trial[Title/Abstract] OR phase[Title/Abstract] OR randomized[Title/Abstract] OR cohort[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR ""objective response""[Title/Abstract] OR benefit[Title/Abstract] OR failure[Title/Abstract] OR biomarker*[Title/Abstract] OR combination[Title/Abstract])); ((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract]) AND (combination[Title/Abstract] OR combined[Title/Abstract] OR ""dual inhibition""[Title/Abstract] OR ""overcome resistance""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR rechallenge[Title/Abstract]) AND (resistan*[Title/Abstract] OR progression[Title/Abstract] OR response[Title/Abstract] OR sensitivity[Title/Abstract] OR adaptive[Title/Abstract] OR bypass[Title/Abstract]))",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
pmid-32034076,32034076,10.1158/1078-0432.CCR-19-2933,"Routine Plasma-Based Genotyping to Comprehensively Detect Germline, Somatic, and Reversion BRCA Mutations among Patients with Advanced Solid Tumors.","PURPOSE: PARP inhibitors (PARPi) are efficacious in multiple cancers harboring germline (and possibly somatic) BRCA1/2 mutations. Acquired reversions can restore BRCA1/2 function, causing resistance to PARPi and/or platinum-based chemotherapy. The optimal method of identifying patients with germline, somatic, and/or reversion mutations in BRCA1/2 has not been established. Next-generation sequencing (NGS) of cell-free DNA (cfDNA) provides a platform to identify these three types of BRCA1/2 mutations. EXPERIMENTAL DESIGN: Patients with advanced breast, ovarian, prostate, or pancreatic cancer were tested using a clinically validated 73-gene cfDNA assay that evaluates single-nucleotide variants and insertion-deletion mutations (indels) in BRCA1/2, and distinguishes somatic/reversion from germline mutations with high accuracy. RESULTS: Among 828 patients, one or more deleterious BRCA1/2 mutations were detected in 60 (7.2%) patients, including germline (n = 42) and somatic (n = 18) mutations. Common coexisting mutations included TP53 (61.6%), MYC (30%), PIK3CA (26.6%), BRAF (15%), and ESR1 (11.5%). Polyclonal reversion mutations (median, 5) were detected in 9 of 42 (21.4%) germline BRCA1/2-mutant patients, the majority (77.7%) of whom had prior PARPi exposure (median duration, 10 months). Serial cfDNA demonstrated emergence of reversion BRCA mutations under therapeutic pressure from initial PARPi exposure, which contributed to subsequent resistance to PARPi and platinum therapy. CONCLUSIONS: cfDNA NGS identified high rates of therapeutically relevant mutations without foreknowledge of germline or tissue-based testing results, including deleterious somatic BRCA1/2 mutations missed by germline testing and reversion mutations that can have important treatment implications. Further research is needed to confirm clinical utility of these findings to guide precision medicine approaches for patients with advanced malignancies.",Journal Article,2020,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-32020432,32020432,10.1007/s10549-019-05512-5,Clinical significance of gene mutation in ctDNA analysis for hormone receptor-positive metastatic breast cancer.,"PURPOSE: In this study, we aim to investigate the mutation spectrum of circulating tumor DNA among hormone receptor-positive metastatic breast cancer (HR-MBC) patients using ultradeep targeted resequencing. In addition, we also evaluate the correlation of mutations detected from this study with progression-free survival (PFS). MATERIALS AND METHODS: A total of 56 HR-MBC patients were enrolled. Cell-free DNA (cfDNA) was extracted from plasma and sequenced by using Oncomine Breast cancer cfDNA assay in this study. RESULT: Concentration of cfDNA is correlated with a number of metastatic organs and serum CEA levels (Spearman's rank correlation p = 0.0018, p = 0.0015 respectively). Cases with high cfDNA levels (≥ 2.6 ng/μl of plasma) showed worse progression-free survival (PFS) and overall survival compared with cases with low cfDNA levels (p = 0.043 and 0.046, respectively). Among these patients, 29 patients (51.7%) have TP53 mutations, 12 patients (30.3%) have PIK3CA mutations, and 9 patients (16.0%) have ESR1 mutations. Acquisition of ESR1 mutation increased according to the lines of hormone therapy. In addition, patients with ESR1 mutation showed shorter PFS than those without mutation (log-rank p = 0.047). In the multivariate analysis, ESR1 mutation and cfDNA concentration were significant for PFS (p = 0.027 and 0.006, respectively). In conclusion, assessment of ESR1 mutation and cfDNA concentration could be useful in predicting prognosis for HR-MBCs.",Journal Article,2020,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-32019278,32019278,10.4143/crt.2019.497,PIK3CA H1047R Mutation Associated with a Lower Pathological Complete Response Rate in Triple-Negative Breast Cancer Patients Treated with Anthracycline-Taxane-Based Neoadjuvant Chemotherapy.,"PURPOSE: PIK3CA, encoding for subunit p110a of phosphatidylinositol 3 kinase, is frequently mutated in breast cancer. PIK3CA mutation was predictive for pathological complete response (pCR) in human epidermal growth factor 2 positive breast cancer. This study explores the association of PIK3CA mutation and pCR in triple-negative breast cancer (TNBC) treated with neoadjuvant chemotherapy. MATERIALS AND METHODS: A total of 92 patients with TNBC derived from a prospectively randomized phase II trial GeparSixto study (NCT01426880). Exon 9 and exon 20 of PIK3CA mutations were evaluated by using classical Sanger method with formalin-fixed paraffin-embedded tumor tissues. RESULTS: Seven of 90 tumors (7.8%) were detectable with a PIK3CA H1047R mutation. Overall, PIK3CA H1047R mutation was significantly associated with a lower pCR rate (14.3% vs. 56.6%; odds ratio, 0.128; 95% confidence interval [CI], 0.015 to 1.108; p=0.047). In carboplatin- containing treatment patients, H1047R mutation trended to predict a lower pCR rate (20% vs. 62.5%; p=0.146). In a multivariable analysis, H1047R mutation trended to predict a lower pCR rate (hazard ratio, 0.1; 95% CI, 0.01 to 1; p=0.056). CONCLUSION: TNBC with a PIK3CA H1047R mutation was less likely to achieve pCR after anthracycline-based neoadjuvant chemotherapy. Development of H1047R mutant selective inhibitors might be helpful to conquer this subtype of breast cancer.","Clinical Trial, Phase II;Journal Article;Multicenter Study;Randomized Controlled Trial",2020,"((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""clinical trial""[Publication Type] OR trial[Title/Abstract] OR phase[Title/Abstract] OR randomized[Title/Abstract] OR cohort[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR ""objective response""[Title/Abstract] OR benefit[Title/Abstract] OR failure[Title/Abstract] OR biomarker*[Title/Abstract] OR combination[Title/Abstract]))",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-32016810,32016810,10.1007/s12253-020-00796-1,mTOR in Lung Neoplasms.,"With the discovery of rapamycin 45 years ago, studies in the mechanistic target of rapamycin (mTOR) field started 2 decades before the identification of the mTOR kinase. Over the years, studies revealed that the mTOR signaling is a master regulator of homeostasis and integrates a variety of environmental signals to regulate cell growth, proliferation, and metabolism. Deregulation of mTOR signaling, particularly hyperactivation, frequently occurs in human tumors. Recent advances in molecular profiling have identified mutations or amplification of certain genes coding proteins involved in the mTOR pathway (eg, PIK3CA, PTEN, STK11, and RICTOR) as the most common reasons contributing to mTOR hyperactivation. These genetic alterations of the mTOR pathway are frequently observed in lung neoplasms and may serve as a target for personalized therapy. mTOR inhibitor monotherapy has met limited clinical success so far; however, rational drug combinations are promising to improve efficacy and overcome acquired resistance. A better understanding of mTOR signaling may have the potential to help translation of mTOR pathway inhibitors into the clinical setting.",Journal Article;Review,2020,"((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (inhibitor*[Title/Abstract] OR inhibition[Title/Abstract] OR targeted[Title/Abstract] OR therapy[Title/Abstract]) AND (resistan*[Title/Abstract] OR refractory[Title/Abstract] OR ""non-response""[Title/Abstract] OR nonresponse[Title/Abstract] OR progression[Title/Abstract] OR relapse[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract] OR bypass[Title/Abstract] OR adaptive[Title/Abstract]) AND (cancer[Title/Abstract] OR tumor[Title/Abstract] OR tumour[Title/Abstract] OR carcinoma[Title/Abstract] OR neoplasm*[Title/Abstract]))",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
