paper_id,pmid,doi,title,year,priority,shortlist_decision,evidence_category,learned_criteria_matched,shortlist_rationale,source_query,abstract_reviewer2_decision,promotion_decision
pmid-15208447,15208447,10.1261/rna.5263904,A novel function for Sam68: enhancement of HIV-1 RNA 3' end processing.,2004,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viral; proteins; not,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15064363,15064363,10.1093/nar/gkh519,"Ded1p, a conserved DExD/H-box translation factor, can promote yeast L-A virus negative-strand RNA synthesis in vitro.",2004,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; replication complex; host; virus; viruses; viral,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15057887,15057887,10.1002/hep.20139,Host factors and failure of interferon-alpha treatment in hepatitis C virus.,2004,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; replication complex; host; virus; viral; evidence,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15141007,15141007,10.1128/JVI.78.11.6073-6076.2004,Human APOBEC3F is another host factor that blocks human immunodeficiency virus type 1 replication.,2004,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viruses; viral; not,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15479848,15479848,10.1128/JVI.78.21.12066-12070.2004,Selection for loss of Ref1 activity in human cells releases human immunodeficiency virus type 1 from cyclophilin A dependence during infection.,2004,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viruses; viral; interaction,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-14963118,14963118,10.1128/jvi.78.5.2222-2231.2004,Specificity of interaction of INI1/hSNF5 with retroviral integrases and its functional significance.,2004,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viruses; viral; interaction,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15013426,15013426,10.1016/j.bbrc.2004.01.023,The Vif protein of human immunodeficiency virus type 1 is posttranslationally modified by ubiquitin.,2004,high,request_pdf,strong_learned_match,viral protein-host protein binding; viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viral; proteins,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15249687,15249687,10.1073/pnas.0402474101,The human and African green monkey TRIM5alpha genes encode Ref1 and Lv1 retroviral restriction factor activities.,2004,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viruses; viral; when,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15249690,15249690,10.1073/pnas.0402876101,Trim5alpha protein restricts both HIV-1 and murine leukemia virus.,2004,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viruses; viral; proteins,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15581898,15581898,10.1016/j.jmb.2004.10.067,APOBEC3G ubiquitination by Nedd4-1 favors its packaging into HIV-1 particles.,2005,high,request_pdf,strong_learned_match,viral protein-host protein binding; viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; er-phagy; reticulophagy; nuclear import; replication complex,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab])); ((KSHV[ti] OR ""Kaposi sarcoma-associated herpesvirus""[ti] OR dengue[ti] OR DENV[ti] OR ""hepatitis C virus""[ti] OR HCV[ti] OR coxsackievirus[ti] OR HIV[ti] OR Ebola[ti] OR EBOV[ti]) AND (""ubiquitin ligase""[tiab] OR proteasome[tiab] OR autophagy[tiab] OR ""ER-phagy""[tiab] OR reticulophagy[tiab] OR ""nuclear import""[tiab] OR ""RNA-binding protein""[tiab] OR ""replication complex""[tiab] OR trafficking[tiab]) AND (""host factor""[tiab] OR ""host protein""[tiab] OR ""viral protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR restricts[tiab] OR promotes[tiab]) NOT (patient*[tiab] OR plasma[tiab] OR serum[tiab] OR biomarker*[tiab] OR metabolomic*[tiab] OR ""network pharmacology""[tiab] OR docking[tiab] OR vaccine*[tiab] OR diagnostic*[tiab] OR epidemiolog*[tiab]))",confirm_include,advance_to_import
pmid-15829920,15829920,10.1038/nature03493,Cellular APOBEC3G restricts HIV-1 infection in resting CD4+ T cells.,2005,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; replication complex; host; virus; viral; when,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15596813,15596813,10.1128/JVI.79.1.176-183.2005,Cyclophilin interactions with incoming human immunodeficiency virus type 1 capsids with opposing effects on infectivity in human cells.,2005,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viral; interaction; proteins,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15994766,15994766,10.1128/JVI.79.14.8724-8731.2005,Foamy virus Bet proteins function as novel inhibitors of the APOBEC3 family of innate antiretroviral defense factors.,2005,high,request_pdf,strong_learned_match,viral protein-host protein binding; viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; replication complex; host; virus; viruses,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15778371,15778371,10.4049/jimmunol.174.7.4120,Galectin-1 acts as a soluble host factor that promotes HIV-1 infectivity through stabilization of virus attachment to host cells.,2005,high,request_pdf,strong_learned_match,viral protein-host protein binding; viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viral; interaction,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-15713840,15713840,10.1101/gad.1267905,Genome-wide RNAi screen reveals a specific sensitivity of IRES-containing RNA viruses to host translation inhibition.,2005,high,request_pdf,strong_learned_match,crispr screen; rnai screen; restriction factor; dependency factor; entry factor; host; virus; viruses; viral; when,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((KSHV[tiab] OR ""Kaposi sarcoma-associated herpesvirus""[tiab] OR dengue[tiab] OR DENV[tiab] OR ""hepatitis C virus""[tiab] OR HCV[tiab] OR coxsackievirus[tiab] OR HIV[tiab] OR Ebola[tiab] OR EBOV[tiab]) AND (""CRISPR screen""[tiab] OR ""RNAi screen""[tiab] OR ""functional genomics""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""dependency factor""[tiab] OR ""restriction factor""[tiab]))",confirm_include,advance_to_import
pmid-16227268,16227268,10.1128/JVI.79.21.13473-13482.2005,Human VAP-B is involved in hepatitis C virus replication through interaction with NS5A and NS5B.,2005,high,request_pdf,strong_learned_match,viral protein-host protein binding; viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; replication complex; host; virus; viral,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-16306627,16306627,10.1128/JVI.79.24.15567-15572.2005,"Restriction of human immunodeficiency virus type 1 by TRIM-CypA occurs with rapid kinetics and independently of cytoplasmic bodies, ubiquitin, and proteasome activity.",2005,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viral; proteins; for,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-16081321,16081321,10.1016/j.ymthe.2005.07.291,TRIM5alpharh expression restricts HIV-1 infection in lentiviral vector-transduced CD34+-cell-derived macrophages.,2005,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viral; not; for,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-16643975,16643975,10.1016/j.virol.2006.03.015,Cyclophilin A: an auxiliary but not necessary cofactor for TRIM5alpha restriction of HIV-1.,2006,high,request_pdf,strong_learned_match,viral protein-host protein binding; viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viral; when,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-16474153,16474153,10.1128/JVI.80.5.2463-2471.2006,Genetic association of the antiviral restriction factor TRIM5alpha with human immunodeficiency virus type 1 infection.,2006,high,request_pdf,strong_learned_match,viral protein-host protein; restriction factor; dependency factor; entry factor; ubiquitin ligase; host; virus; viruses; viral; interaction,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",confirm_include,advance_to_import
pmid-16339411,16339411,10.1126/science.1116804,Herpesviral protein networks and their interaction with the human proteome.,2006,high,request_pdf,strong_learned_match,proximity proteomics; protein interaction mapping; host; virus; viruses; viral; interaction; proteins; ap-ms; proteomics,Request PDF: title/abstract matches multiple PMC-learned criteria plus run-objective terms.,"((KSHV[tiab] OR ""Kaposi sarcoma-associated herpesvirus""[tiab] OR ""human herpesvirus 8""[tiab] OR HHV-8[tiab]) AND (interactome[tiab] OR AP-MS[tiab] OR ""affinity purification mass spectrometry""[tiab] OR ""proximity proteomics""[tiab] OR ""proximity labeling""[tiab] OR BioID[tiab] OR ""protein interaction mapping""[tiab] OR (""viral protein""[tiab] AND (""host protein""[tiab] OR ""cellular protein""[tiab]))))",confirm_include,advance_to_import
