paper_id,pmid,pmcid,doi,title,normalized_source_type,normalized_path,fulltext_decision,fulltext_rationale,mechanistic_relevance,objective_relevance,topic_centrality,review_confidence
pmid-38657865,38657865,PMC11130726,10.1016/j.jbc.2024.107312,PTIP UFMylation promotes replication fork degradation in BRCA1-deficient cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11130726.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-38500398,38500398,PMC11296109,10.1111/acel.14144,"Stem cell secretome treatment improves whole-body metabolism, reduces adiposity, and promotes skeletal muscle function in aged mice.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11296109.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-37147738,37147738,PMC10161651,10.1186/s40659-023-00432-7,NEDD4-1 deficiency impairs satellite cell function during skeletal muscle regeneration.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC10161651.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-37028762,37028762,PMC10164895,10.1016/j.jbc.2023.104680,The ups and downs of Pax6 in neural stem cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC10164895.json,keep,Review/commentary summarizes Kat2a acetylation of Pax6 leading to RNF8 ubiquitination and proteasomal degradation.,high,medium,central,high
pmid-36791914,36791914,PMC10011063,10.1016/j.jbc.2023.103020,Histone acetyltransferase KAT2A modulates neural stem cell differentiation and proliferation by inducing degradation of the transcription factor PAX6.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC10011063.json,keep,"KAT2A acetylates PAX6 and facilitates RNF8-mediated ubiquitination and degradation, influencing neural stem cell differentiation.",high,medium,central,high
pmid-36395771,36395771,PMC9731406,10.1016/j.molcel.2022.10.025,"PAX3-FOXO1 coordinates enhancer architecture, eRNA transcription, and RNA polymerase pause release at select gene targets.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC9731406.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-36064939,36064939,PMC9445070,10.1038/s41419-022-05219-4,The MBNL1/circNTRK2/PAX5 pathway regulates aerobic glycolysis in glioblastoma cells by encoding a novel protein NTRK2-243aa.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC9445070.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-35920196,35920196,PMC9827955,10.3724/abbs.2022043,PHD3 inhibits cell proliferation through hydroxylation of PAX2 at proline 9.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC9827955.json,keep,PHD3 hydroxylates PAX2 at proline 9 and links this post-translational modification to growth inhibition.,high,medium,central,high
pmid-35273362,35273362,PMC9433428,10.1038/s41418-022-00956-7,Genome-wide screening for deubiquitinase subfamily identifies ubiquitin-specific protease 49 as a novel regulator of odontogenesis.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC9433428.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-35224872,35224872,PMC8883148,10.14814/phy2.15188,Does the early aldosterone-induced SGK1 play a role in early Kaliuresis?,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC8883148.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-35145023,35145023,PMC8851542,10.1073/pnas.2101848119,A distinct role of STING in regulating glucose homeostasis through insulin sensitivity and insulin secretion.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC8851542.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-34301800,34301800,PMC7611449,10.1126/sciimmunol.abg5003,Pax5 regulates B cell immunity by promoting PI3K signaling via PTEN down-regulation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC7611449.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-33777928,33777928,PMC7990767,10.3389/fcell.2021.606403,c-Abl Kinase Is Required for Satellite Cell Function Through Pax7 Regulation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC7990767.json,keep,c-Abl interacts with and phosphorylates Pax7; the paper places Pax7 in a post-translational regulation framework including ubiquitin-proteasome turnover.,medium,medium,supporting,medium
pmid-33490904,33490904,PMC7811140,10.1016/j.isci.2020.101996,17-DMAG dually inhibits Hsp90 and histone lysine demethylases in alveolar rhabdomyosarcoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC7811140.json,keep,PAX3-FOXO1 behaves as an Hsp90 client and is destabilized/degraded by geldanamycin and 17-DMAG.,high,medium,central,high
pmid-33355664,33355664,PMC8097303,10.1093/molbev/msaa331,Folding Stability of Pax9 Intronic G-Quadruplex Correlates with Relative Molar Size in Eutherians.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC8097303.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-32826860,32826860,PMC7442823,10.1038/s41419-020-02848-5,"PAX6, modified by SUMOylation, plays a protective role in corneal endothelial injury.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC7442823.json,keep,PAX6 SUMOylation is tested in corneal endothelial cells; useful comparator for PAX-family SUMO modification but less directly tied to degradation.,medium,medium,supporting,medium
pmid-32010341,32010341,PMC6966193,10.3892/etm.2019.8392,Regulation of immune response by S-1-propenylcysteine through autophagy-mediated protein degradation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC6966193.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-31189662,31189662,PMC6602337,10.1242/bio.044974,Ubiquitin-mediated proteasome degradation regulates optic fissure fusion.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC6602337.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-30720061,30720061,PMC6414167,10.3892/ijmm.2019.4086,Bioinformatic analysis of next‑generation sequencing data to identify dysregulated genes in fibroblasts of idiopathic pulmonary fibrosis.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC6414167.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-29910119,29910119,PMC6034064,10.1016/j.molmet.2018.05.019,Secretagogin protects Pdx1 from proteasomal degradation to control a transcriptional program required for β cell specification.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC6034064.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-29357389,29357389,PMC5794192,10.1371/journal.ppat.1006868,Interferon regulatory factor 8 regulates caspase-1 expression to facilitate Epstein-Barr virus reactivation in response to B cell receptor stimulation and chemical induction.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC5794192.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-27144531,27144531,PMC4856311,10.1371/journal.pone.0154919,Ck2-Dependent Phosphorylation Is Required to Maintain Pax7 Protein Levels in Proliferating Muscle Progenitors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4856311.json,keep,CK2-dependent Pax7 phosphorylation maintains Pax7 protein levels by preventing ubiquitin-proteasome downregulation.,high,medium,central,high
pmid-27144473,27144473,PMC5019118,10.1002/stem.2396,Barx2 and Pax7 Regulate Axin2 Expression in Myoblasts by Interaction with β-Catenin and Chromatin Remodelling.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC5019118.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-26372689,26372689,PMC5473615,10.1002/stem.2190,Retinoic Acid Induces Ubiquitination-Resistant RIP140/LSD1 Complex to Fine-Tune Pax6 Gene in Neuronal Differentiation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC5473615.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-26304770,26304770,PMC4579044,10.1002/stem.2125,NEDD4 Regulates PAX7 Levels Promoting Activation of the Differentiation Program in Skeletal Muscle Precursors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4579044.json,keep,NEDD4 ubiquitin ligase regulates Pax7 levels; proteasome inhibition and ubiquitination assays support turnover control.,high,medium,central,high
pmid-25880082,25880082,PMC4399949,10.1371/journal.pone.0124154,Mechanisms contributing to differential regulation of PAX3 downstream target genes in normal human epidermal melanocytes versus melanoma cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4399949.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-24613379,24613379,PMC4493911,10.1016/j.freeradbiomed.2014.02.023,Nrf2 deficiency promotes apoptosis and impairs PAX7/MyoD expression in aging skeletal muscle cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4493911.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-24107448,24107448,PMC3858449,10.1158/1535-7163.MCT-13-0277,Small molecule inhibition of PAX3-FOXO1 through AKT activation suppresses malignant phenotypes of alveolar rhabdomyosarcoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3858449.json,keep,"Thapsigargin activates AKT, phosphorylates PAX3-FOXO1, inhibits transcriptional activity, and promotes proteasomal degradation.",high,medium,central,high
pmid-23967157,23967157,PMC3742784,10.1371/journal.pone.0071117,Increased corneal epithelial turnover contributes to abnormal homeostasis in the Pax6(+/-) mouse model of aniridia.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3742784.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-22355320,22355320,PMC3280250,10.1371/journal.pone.0030614,Functional redundancy of two Pax-like proteins in transcriptional activation of cyst wall protein genes in Giardia lamblia.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3280250.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-22216266,22216266,PMC3247257,10.1371/journal.pone.0029379,Pax3 stimulates p53 ubiquitination and degradation independent of transcription.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3247257.json,drop,"Readable full text does not show a PAX8/PAX-family protein-level control mechanism in the requested folding, stability, localization, retention, accumulation, or degradation classes.",low,low,incidental,medium
pmid-21145483,21145483,PMC3023311,10.1016/j.molcel.2010.09.029,Taf1 regulates Pax3 protein by monoubiquitination in skeletal muscle progenitors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3023311.json,keep,"Taf1 mediates Pax3 monoubiquitination, enabling proteasomal degradation during skeletal muscle progenitor differentiation.",high,medium,central,high
pmid-20685816,20685816,PMC2995082,10.1093/nar/gkq683,Using protein design algorithms to understand the molecular basis of disease caused by protein-DNA interactions: the Pax6 example.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC2995082.json,keep,Protein design analysis predicts many PAX6 paired-domain mutations impair protein stability or protein-DNA binding energy.,medium,medium,supporting,medium
pmid-20221250,20221250,PMC2832668,10.1371/journal.pgen.1000870,Papillorenal syndrome-causing missense mutations in PAX2/Pax2 result in hypomorphic alleles in mouse and human.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC2832668.json,keep,PAX2 missense variants are hypomorphic and include functional defects relevant to PAX-family protein localization/activity interpretation.,medium,medium,supporting,medium
