paper_id,pmid,pmcid,doi,title,year,final_decision,final_rationale,selection_basis,fulltext_access_status,normalized_source_type,normalized_path,review_confidence
pmid-42231329,42231329,PMC13450505,10.1186/s12967-026-08348-y,CircRNA profiles of extracellular vesicle-enriched fractions from ART suppressed pregnant women living with HIV identifies interactome networks key to inflammation and viral latency.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13450505.json,high
pmid-42230819,42230819,PMC13470021,10.1038/s41598-026-53209-9,BST-2 inhibits SARS-CoV-2 egress at intracellular membranes and is neutralized by ORF7a.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13470021.json,medium
pmid-42149692,42149692,PMC13182571,10.1093/bfgp/elag001,An integrative meta-analysis of SARS-CoV-2 RNA-protein interactomes identifies conserved host factors shared with other RNA viruses.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13182571.json,medium
pmid-42148122,42148122,PMC13171569,10.3389/fimmu.2026.1682740,Transcriptomic and bioinformatics analysis reveals the host response feature and potential treatment strategy of patients with dengue fever.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13171569.json,medium
pmid-42146390,42146390,PMC13174526,10.64898/2026.05.07.723526,MX2 Mediates Collapse of the HIV-1 Capsid.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13174526.json,medium
pmid-42139316,42139316,PMC13215601,10.1371/journal.ppat.1014217,Characterization of the virus-host RNA-RNA interactome across important human pathogenic RNA viruses.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13215601.json,medium
pmid-42095660,42095660,PMC13288819,10.1128/jvi.00314-26,Replication-competent SIVcpz CRISPR screen identifies barriers to successful cross-species transmission.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13288819.json,medium
pmid-42094387,42094387,PMC13142392,10.64898/2026.04.26.720894,Bloom syndrome helicase is required for efficient HIV-1 reverse transcription in macrophages.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13142392.json,high
pmid-41955099,41955099,PMC13124994,10.1016/j.celrep.2026.117090,Incorporation of genome-bound cellular proteins into HIV-1 particles regulates viral infection.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13124994.json,high
pmid-41953939,41953939,PMC13054541,10.64898/2026.04.01.715898,FAM134B isoform 2/RETREG1-2 defines a calnexin-TOLLIP-coupled ER-phagy pathway that restricts Ebola virus glycoprotein and is antagonized by VP40 through macro-autophagy.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13054541.json,high
pmid-41938780,41938780,PMC13047328,10.3934/microbiol.2026004,Host restriction factors and p17-Driven inflammaging in HIV-1: From molecular pathogenesis to functional cure.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13047328.json,high
pmid-41931620,41931620,PMC13048264,10.1126/sciadv.aeb8863,Phospholipid-driven conformational switching of HCV NS5A links protein folding to replication membrane remodeling.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13048264.json,medium
pmid-41931390,41931390,PMC13222652,10.1016/j.celrep.2026.117160,Host microRNA-31-5p regulates KHDRBS3 expression and modulates viral gene expression during KSHV lytic reactivation.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13222652.json,medium
pmid-41891723,41891723,PMC13098217,10.1128/jvi.00179-26,Galectin-9 is a restrictor of infection with multiple enteroviruses.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13098217.json,medium
pmid-41805193,41805193,PMC13098232,10.1128/jvi.01793-25,Repression of EEF1D by KSHV RTA promotes viral lytic reactivation.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13098232.json,high
pmid-41772600,41772600,PMC13154899,10.1186/s12964-026-02762-x,TARDBP as a regulator of HIV-1 assembly and infection: a review of targeting the viral capsid precursor Pr55Gag and limiting viral core entry.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13154899.json,medium
pmid-41717286,41717286,PMC12914541,10.1016/j.omtn.2026.102844,microRNA-422a promotes HIV replication and innate immune evasion by targeting MECP2.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12914541.json,medium
pmid-41617468,41617468,PMC13085917,10.1261/rna.080931.125,RK-33 inhibits the OC43 coronavirus and induces stress granules via DDX3X-independent mechanisms.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC13085917.json,medium
pmid-41565204,41565204,PMC12927048,10.1016/j.mcpro.2026.101512,Multiomics Analysis of Arboviral Capsid Targets in Mosquitoes Reveals a Proviral Function of the Chromatin-Remodeling Brahma Complex.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12927048.json,medium
pmid-41420694,41420694,PMC12881183,10.1007/s11262-025-02210-x,The role of homologous recombination in human retrovirus-associated diseases.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12881183.json,medium
pmid-40466758,40466758,PMC12957789,10.1016/j.jare.2025.05.053,Voxtalisib inhibits enterovirus 71 replication by downregulating host RAN and restoring IFN-STAT signaling.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12957789.json,medium
pmid-41600775,41600775,PMC12846463,10.3390/v18010011,Arf GTPases Define BST-2-Independent Pathways for HIV-1 Assembly and Release.,2025,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12846463.json,medium
pmid-41414674,41414674,PMC12714564,10.1093/nar/gkaf1323,The human chromatin remodeling complex p400 restricts HIV-1 transcription in a Tat-dependent manner.,2025,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12714564.json,high
pmid-41404188,41404188,PMC12703047,10.1002/jex2.70102,Immune-Related Protein and Non-Coding RNA Cargo of Extracellular Vesicles Participate in the Chronic Inflammation Induced by HIV Infection.,2025,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12703047.json,high
pmid-41359666,41359666,PMC12698002,10.1371/journal.ppat.1013773,SAMD9L inhibits flavivirus translation independently of its capacity to trigger innate immune response.,2025,selected_for_reading,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12698002.json,low
pmid-41332748,41332748,PMC12668011,10.1101/2025.11.19.689067,Dengue Virus NS1 Binds Ephrin B1 to Trigger Endothelial Dysfunction.,2025,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12668011.json,high
pmid-41301405,41301405,PMC12650339,10.3390/biom15111487,Non-Vesicular Extracellular Particle (NVEP) Proteomes from Diverse Biological Sources Reveal Specific Marker Composition with Varying Enrichment Levels.,2025,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12650339.json,medium
pmid-41292925,41292925,PMC12642633,10.1101/2025.11.13.688349,"Mechanism of Phosphatidylserine Lipid Scrambling by Human SERINC3, an HIV-1 Restriction Factor.",2025,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12642633.json,medium
pmid-41283654,41283654,PMC12724348,10.1128/jvi.01663-25,HIV-2 glycoproteins upregulate microRNAs 25 and 93 to counter the MARCH1 antiviral effect in macrophages.,2025,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12724348.json,medium
pmid-41252368,41252368,PMC12626292,10.1371/journal.ppat.1013685,Disrupted glycosylphosphatidylinositol anchoring induces ER stress and restricts enterovirus infection.,2025,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12626292.json,medium
pmid-41196352,41196352,PMC12626010,10.1073/pnas.2511502122,HIV-1 Vif and Vpr cooperatively modulate the cell cycle to maximize per-cell virion production.,2025,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12626010.json,medium
pmid-41066524,41066524,PMC12530543,10.1371/journal.ppat.1013023,Murine leukemia virus glycoGag antagonizes SERINC5 via ER-phagy receptor RETREG1.,2025,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12530543.json,medium
pmid-41031002,41031002,PMC12478404,10.1101/2025.06.23.661195,IFN-inducible Human Phospholipid Scramblase 1 (PLSCR1) Protein Restricts HIV-1 Infection by Inhibiting Membrane Fusion.,2025,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12478404.json,medium
pmid-41006235,41006235,PMC12475165,10.1038/s41467-025-63392-4,A protein-proximity screen reveals Ebola virus co-opts the mRNA decapping complex through the scaffold protein EDC4.,2025,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12475165.json,high
pmid-41004226,41004226,PMC12501134,10.1073/pnas.2516527122,IFN-inducible human phospholipid scramblase 1 (PLSCR1) protein restricts HIV-1 infection by inhibiting membrane fusion.,2025,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12501134.json,medium
pmid-40982696,40982696,PMC12501117,10.1073/pnas.2411961122,Ebola virus VP35 NNLNS motif modulates viral RNA synthesis and MIB2-mediated signaling.,2025,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12501117.json,high
pmid-40878534,40878534,PMC12515838,10.1021/jacs.5c09436,Exploring the Structural Divergence of HIV and SRLV Lentiviral Capsids.,2025,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12515838.json,medium
pmid-40839751,40839751,PMC12372519,10.1080/13510002.2025.2546496,"Involvement of endolysosome iron in HIV-1 gp120-, morphine-, and iron supplementation-induced disruption of the reactive species interactome and induction of neurotoxicity.",2025,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12372519.json,high
pmid-40809086,40809086,PMC12344494,10.1093/pnasnexus/pgaf225,RNA-interactome capture identifies SRSF3 as a key protein for herpesviral gene expression.,2025,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12344494.json,medium
pmid-40791341,40791341,PMC12338668,10.1101/2025.07.15.664966,Human RPL7 and DDX21 interact with HTLV-1 Gag and enhance tRNA(Pro) primer annealing to genomic RNA.,2025,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC12338668.json,medium
