paper_id,pmid,pmcid,doi,title,normalized_source_type,normalized_path,fulltext_decision,fulltext_rationale,mechanistic_relevance,objective_relevance,topic_centrality,review_confidence
pmid-32826860,32826860,PMC7442823,10.1038/s41419-020-02848-5,"PAX6, modified by SUMOylation, plays a protective role in corneal endothelial injury.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7442823.json,keep,PAX6 SUMOylation is experimentally evaluated in corneal endothelial injury; useful comparator evidence for PAX-family SUMO modification.,medium,medium,supporting,medium
pmid-27144531,27144531,PMC4856311,10.1371/journal.pone.0154919,Ck2-Dependent Phosphorylation Is Required to Maintain Pax7 Protein Levels in Proliferating Muscle Progenitors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4856311.json,keep,CK2 phosphorylation maintains Pax7 protein levels by preventing ubiquitin-proteasome downregulation.,high,medium,central,high
pmid-26372689,26372689,PMC5473615,10.1002/stem.2190,Retinoic Acid Induces Ubiquitination-Resistant RIP140/LSD1 Complex to Fine-Tune Pax6 Gene in Neuronal Differentiation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC5473615.json,drop,Readable full text is incidental or describes PAX as an upstream transcriptional/context factor rather than a regulated PAX-family protein mechanism relevant to PAX8 targetability.,low,low,incidental,medium
pmid-26304770,26304770,PMC4579044,10.1002/stem.2125,NEDD4 Regulates PAX7 Levels Promoting Activation of the Differentiation Program in Skeletal Muscle Precursors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4579044.json,keep,NEDD4 regulates Pax7 levels through ubiquitination and proteasome-sensitive turnover during muscle precursor differentiation.,high,medium,central,high
pmid-24903325,24903325,PMC4150824,10.1111/pcmr.12277,"Phosphorylation of PAX3 contributes to melanoma phenotypes by affecting proliferation, invasion, and transformation.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4150824.json,keep,PAX3 phosphorylation contributes to melanoma phenotypes; useful kinase/PTM comparator but less directly tied to degradation.,medium,medium,supporting,medium
pmid-24107448,24107448,PMC3858449,10.1158/1535-7163.MCT-13-0277,Small molecule inhibition of PAX3-FOXO1 through AKT activation suppresses malignant phenotypes of alveolar rhabdomyosarcoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC3858449.json,keep,"AKT activation phosphorylates PAX3-FOXO1, inhibits transcriptional activity, and promotes proteasomal degradation.",high,medium,central,high
pmid-23058914,23058914,PMC3500634,10.1016/j.bbrc.2012.09.141,Identification of CK2 as the kinase that phosphorylates Pax3 at Ser209 in early myogenic differentiation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC3500634.json,keep,"CK2 phosphorylates Pax3 at Ser209 during myogenic differentiation, supporting conserved kinase control of PAX proteins.",medium,medium,supporting,medium
pmid-22216266,22216266,PMC3247257,10.1371/journal.pone.0029379,Pax3 stimulates p53 ubiquitination and degradation independent of transcription.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC3247257.json,drop,Readable full text is incidental or describes PAX as an upstream transcriptional/context factor rather than a regulated PAX-family protein mechanism relevant to PAX8 targetability.,low,low,incidental,medium
pmid-21440083,21440083,PMC3095663,10.1016/j.biocel.2011.03.010,Identification of serines 201 and 209 as sites of Pax3 phosphorylation and the altered phosphorylation status of Pax3-FOXO1 during early myogenic differentiation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC3095663.json,keep,"Identifies Pax3 phosphorylation sites and altered phosphorylation of PAX3-FOXO1, supporting PTM mapping for PAX-family regulation.",medium,medium,supporting,medium
pmid-21169561,21169561,PMC3038648,10.1091/mbc.E10-06-0541,Role of Pax3 acetylation in the regulation of Hes1 and Neurog2.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC3038648.json,keep,"Pax3 acetylation regulates neurogenic transcriptional outcomes, adding comparator evidence for PAX-family acetylation control.",medium,medium,supporting,medium
pmid-21145483,21145483,PMC3023311,10.1016/j.molcel.2010.09.029,Taf1 regulates Pax3 protein by monoubiquitination in skeletal muscle progenitors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC3023311.json,keep,"Taf1 mediates Pax3 monoubiquitination, enabling proteasomal degradation during skeletal muscle progenitor differentiation.",high,medium,central,high
pmid-20685816,20685816,PMC2995082,10.1093/nar/gkq683,Using protein design algorithms to understand the molecular basis of disease caused by protein-DNA interactions: the Pax6 example.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC2995082.json,keep,Protein design analysis predicts many PAX6 paired-domain mutations impair protein stability or DNA-binding energy.,medium,medium,supporting,medium
pmid-20221250,20221250,PMC2832668,10.1371/journal.pgen.1000870,Papillorenal syndrome-causing missense mutations in PAX2/Pax2 result in hypomorphic alleles in mouse and human.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC2832668.json,keep,"PAX2 missense variants produce hypomorphic functional defects relevant to PAX-family localization/activity, though not direct PAX8 regulation.",medium,medium,supporting,medium
pmid-19904978,19904978,PMC2790557,10.1021/bi9012947,"Phosphorylation of serine 205 by the protein kinase CK2 persists on Pax3-FOXO1, but not Pax3, throughout early myogenic differentiation.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC2790557.json,keep,CK2 phosphorylation at Pax3/PAX3-FOXO1 sites supports conserved phosphorylation control of PAX-family proteins.,medium,medium,supporting,medium
pmid-16914058,16914058,PMC1563477,10.1186/1741-7007-4-27,The roles of calcium signaling and ERK1/2 phosphorylation in a Pax6+/- mouse model of epithelial wound-healing delay.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC1563477.json,drop,Readable full text is incidental or describes PAX as an upstream transcriptional/context factor rather than a regulated PAX-family protein mechanism relevant to PAX8 targetability.,low,low,incidental,medium
