paper_id,pmid,doi,title,abstract,publication_types,year,source_query,review_decision,review_rationale,review_confidence,topic_match_type,reviewer_type,review_frame_role,prescreen_hint,prescreen_rationale,prescreen_overlap_terms
pmid-40948392,40948392,10.1080/0886022X.2025.2552911,Genotype-phenotype correlations and functional characterization of novel PAX2 variants in a 10-patient pediatric cohort.,"BACKGROUND: PAX2 is a key developmental gene, and its mutations are primarily associated with kidney and ocular anomalies, predominantly affecting children. This study aims to analyze the clinical manifestations and genetic characteristics of children with PAX2 mutations and to assess the functional impact of novel variants. METHODS: Clinical data were retrospectively reviewed in 10 children diagnosed with PAX2 mutations through whole-exome sequencing from a pediatric hereditary disease cohort database. AlphaFold 3 (AF3) was used for protein structural modeling. Novel variants were functionally assessed via HK-2 cell proliferation assays. RESULTS: The median age at initial presentation was 4.2 years (IQR 0-6.5). All 10 patients presented with proteinuria or microscopic hematuria. Nine had kidney dysplasia, and five progressed to stage 5 chronic kidney disease. Five patients had PAX2-related ocular abnormalities. Hepatic dysfunction and spermatic cord hydrocele were reported as potential novel phenotypes. A total of nine distinct PAX2 mutations were identified, including five novel variants. AF3 modeling revealed significant conformational disruptions in the novel variants, with root mean square deviation (RMSD) values ranging from 1.1 to 43.6 Å. Functional assays demonstrated that four novel variants significantly impaired the proliferative capacity of HK-2 cells. CONCLUSIONS: This study characterizes five novel PAX2 variants with confirmed structural (RMSD 1.1-43.6 Å) and functional (HK-2 proliferation impairment) impacts, expanding both the mutational and phenotypic spectra in Chinese children. The findings highlight the association between PAX2 mutations and early-onset kidney disease with potential extrarenal involvement. Early genetic diagnosis and timely kidney-protective interventions are essential to improve outcomes.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (fold*[Title/Abstract] OR chaperon*[Title/Abstract] OR conformational[Title/Abstract]) AND (stability[Title/Abstract] OR protein[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract])) NOT (immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40923318,40923318,10.1172/jci.insight.191837,Thyroidal expression of ER molecular chaperone GRP170 is required for efficient TSH-mediated thyroid hormone synthesis.,"Intracellular trafficking of secretory and membrane proteins from the endoplasmic reticulum (ER) to the cell surface, via the secretory pathway, is crucial to the differentiated function of epithelial tissues. In the thyroid gland, a prerequisite for such trafficking is proper protein folding in the ER, assisted by an array of ER molecular chaperones. One of the most abundant of these chaperones, Glucose-Regulated-Protein-170 (GRP170, encoded by Hyou1), is a noncanonical hsp70-like family member. Thyroid follicular epithelial cells abundantly express GRP170, but the role of this abundant ER chaperone in thyrocytes remains unknown. Here, we have examined the effect of inducible Pax8-specific (thyroid and kidney) deficiency of GRP170 in mice, in parallel with siRNA-treated PCCL3 (rat) thyrocytes for knockdown of GRP170. Thyrocyte-specific loss of GRP170 in vivo triggers primary hypothyroidism with a deficient thyroidal response to Thyroid-Stimulating Hormone (TSH). In addition, knockdown of GRP170 in PCCL3 thyrocytes inhibits the folding and forward trafficking of TSH receptors to the cell surface. Taken together, our findings suggest that GRP170 contributes to the conformational maturation of TSH receptors and thyroid gland responsiveness to TSH, which is required for proper regulation of thyroid hormone synthesis.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (fold*[Title/Abstract] OR chaperon*[Title/Abstract] OR conformational[Title/Abstract]) AND (stability[Title/Abstract] OR protein[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract])) NOT (immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40777370,40777370,10.1101/2025.07.21.665972,RUNX2 inhibition disrupts a PAX3::FOXO1-RUNX2 feed-forward loop and dismantles oncogenic gene programs in fusion-positive rhabdomyosarcoma.,"Fusion-positive rhabdomyosarcoma is an aggressive pediatric cancer of skeletal muscle lineage, with a 5-year overall survival of <30% for high-risk disease, and <8% when metastatic. The PAX3::FOXO1 fusion gene, resulting from t(2:13), is a signature driver of fusion-positive rhabdomyosarcoma, but similar to other transcription-factor based fusion genes in other cancers, not currently pharmacologically tractable. To identify novel druggable proteins in fusion-positive rhabdomyosarcoma tumor tissue and cell lines, we performed mRNA-seq of RMS patient tumors and utilizing the human FP-RMS cell lines Rh30 and Rh4, found that the RUNX2 transcription factor was the top druggable dependency. In vitro loss of function studies using genetic (RNAi) or pharmacologic (small molecule CADD522) inhibition showed that RUNX2 suppression inhibited FP-RMS cell growth, induced myogenic differentiation and apoptosis, and phenocopied PAX3::FOXO1 suppression. In vivo loss of function studies using conditional (dox-inducible) or pharmacologic (small molecule CADD522) blockade of tumor growth in a xenograft model system showed that RUNX2 suppression inhibited tumor growth. Mechanistically, we identify a PAX3::FOXO1 feed-forward loop whereby PAX3::FOXO1 binds a RUNX2 enhancer to upregulate gene expression alongside MYOD1, while RUNX2 expression supports the expression of PAX3::FOXO1 at the mRNA and protein level.",Journal Article;Preprint,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40691464,40691464,10.1038/s41467-025-62003-6,Determination of trunk neural crest cell fate and susceptibility to splicing perturbation by the DLC1-SF3B1-PHF5A splicing complex.,"How the ubiquitously expressed splicing factors specifically regulate neural crest (NC) development and enhance their vulnerability to splicing perturbations remain poorly understood. Here, we show that NC-specific DLC1, partnering with SF3B1-PHF5A splicing complex, are crucial for determining avian trunk NC cell fate by regulating the splicing of NC specifiers SOX9 and SNAI2 pre-mRNAs rather than their upstream regulators BMP4, WNT1, and PAX7. Mechanistically, SF3B1-PHF5A binds to the intronic branch site (BS) sequences of all factors, while DLC1 interacts with a specific motif near the BS sequences of SOX9 and SNAI2, thereby determining their functional specificity in NC specification. Moreover, DLC1 increases NC cells' vulnerability to splicing modulator pladienolide B (PB) by reducing the binding capacity of the SF3B1-PHF5A splicing complex to the shorter length of both SOX9 intron 2 and SNAI2 intron 1, which possess weaker polypyrimidine tract 3' of the BS sequence, resulting in intron retention and loss of NC progenitors. Conversely, somite specific SLU7-SF3B1-PHF5A splicing complex regulates SOX9 and SNAI2 expression and imparts resistance to PB. Our data reveal the cell-type specific splicing complexes with distinct vulnerabilities to PB, highlighting the critical role of the DLC1-SF3B1-PHF5A in determining trunk NC cell fate and enhancing its susceptibility to splicing perturbation.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40679038,40679038,10.1242/dev.204848,Mutual repression between Pax2 and Snail factors regulates the epithelial/mesenchymal state during intermediate mesoderm differentiation.,"The pronephros is the first renal structure in the embryo, arising by mesenchymal-to-epithelial transition of the intermediate mesoderm, where Pax2 induces epithelialization and differentiation of this mesenchyme. Here, we show in chick embryos that Snail1 is sufficient to keep the intermediate mesoderm in an undifferentiated state by directly repressing Pax2 transcription. Reciprocally, Pax2 is sufficient and necessary to induce mesenchymal-to-epithelial transition by directly repressing Snail1 expression. We also show that BMP7 acts as an epithelialization signal by downregulating Snail1 and upregulating Pax2 expression. This, together with the Snail1/Pax2 reciprocal repression, establishes a regulatory loop within the bi-stability domain, a dynamic region of the anteroposterior axis where opposing retinoic acid/fibroblast growth factor gradients converge, and which has been found to regulate differentiation of the neural tube and somites. In conclusion, we show that the antagonism between Snail1 and Pax2 determines the epithelial/mesenchymal state during the differentiation of the intermediate mesoderm and propose that the bi-stability domain extends to the intermediate mesoderm, synchronizing the differentiation of all tissues aligned along the mediolateral embryonic axis.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40659529,40659529,10.1523/JNEUROSCI.0098-25.2025,Neddylation E1 Obligatory Subunit Nae1 Is Critical to Neuromuscular Junction Development and Maintenance.,"Rapsyn is a scaffold protein that is thought to anchor acetylcholine receptors at the neuromuscular junction (NMJ). We showed that it may be an E3 ligase that regulates NMJ development by neddylation. To obtain genetical evidence, we mutated Nae1 (APP-BP1), an obligatory subunit of the neddylation E1 enzyme specifically in muscle cells. The mutation decreased the stability of acetylcholine receptor (AChR)α, reduced AChR clustering, and impaired NMJ development in Pax7-Cre;Nae1f/f mice (of either sex) and caused neonatal lethality. Moreover, while NMJs were normal in heterozygous mutant mice of Nae1 or rapsyn C366A (a knock-in mutation that eliminates E3 ligase activity), double heterozygous mutant mice (of either sex) displayed NMJ deficits, indicative of a genetic interaction between Nae1 and rapsyn. These results provide genetic evidence for a role of neddylation in NMJ formation and support the notion that rapsyn serves as a neddylation E3 ligase in NMJ formation.","Journal Article;Research Support, N.I.H., Extramural",2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40585420,40585420,10.1093/toxres/tfaf077,Network toxicology and immune-metabolic dysregulation: linking per- and polyfluoroalkyl substances exposure to osteoarthritis pathogenesis.,"Per- and polyfluoroalkyl substances (PFAS) are emerging environmental contaminants linked to various health conditions. However, the molecular mechanisms by which PFAS contribute to OA remain unclear. This study integrates network toxicology and bioinformatics to explore PFAS-related toxicity targets and their roles in OA pathogenesis. Transcriptomic data from the GSE48556 dataset were analyzed to identify differentially expressed genes (DEGs). PFAS-related genes (PSRGs) were retrieved from the CTD. Cross-analysis revealed overlapping genes, which were further evaluated via protein-protein interaction (PPI) networks, pathway enrichment, immune infiltration analysis, and nomogram construction. A total of 1,703 DEGs (910 upregulated, 793 downregulated) were identified in OA. Cross-analysis with 346 PSRGs yielded 26 overlapping genes, highlighting PFAS-OA molecular links. Enrichment analysis implicated IL-17 signaling, Th1/Th2 differentiation, and fatty acid metabolism as key pathways disrupted by PFAS. Immune-inflammatory pathways were robustly enriched, with CD3E, CARD11, and IFNG driving synovial inflammation. A nomogram incorporating five core targets (CARD11, IFNG, PAX8, PLD1, ZNF609) predicted OA risk and demonstrated clinical utility via decision curve analysis. Immune profiling revealed elevated infiltration of T cells, Th1 cells, and NK CD56dim cells in OA, alongside upregulated antigen presentation and TCR/BCR signaling. Core PFAS-related targets correlated significantly with immune dysregulation. PFAS exposure exacerbates OA by dysregulating immune-inflammatory axes and metabolic pathways, promoting synovitis and cartilage degradation. The identified genetic targets and nomogram provide mechanistic insights and translational tools for OA risk prediction in PFAS-exposed populations. This study establishes a systems-level framework linking PFAS toxicity to OA progression, offering actionable targets for therapeutic intervention.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40572647,40572647,10.3390/medicina61060959,Clinical Characteristics and Genetic Variants in Children with PAX2 Mutation-Associated Disorders.,"Background and Objectives: PAX2 serves as a critical transcription factor integral to the process of embryogenesis. Variations in the PAX2 gene could result in the aberrant development of numerous organs. Despite the identification of numerous mutations within the PAX2 gene, the correlation between specific genotypes has yet to be fully clarified. The objective of this study was to examine the clinical phenotypes and genotypes associated with PAX2 mutation-induced disorders in pediatric patients of Chinese descent. The aim of our study was to forecast the pathogenic potential of these genetic mutations and to ascertain possible correlations between genotypic variations and the clinical manifestations of disorders linked to PAX2 mutations. Materials and Methods: We recruited 14 pediatric subjects with PAX2 mutations, meticulously examining the clinical characteristics and genetic alterations present in these individuals. Computational techniques were utilized to evaluate the pathogenicity, stability, and biophysical characteristics. A range of computational tools were employed for this assessment, including PredictSNP, MAGPIE, iStable, Align GVGD, ConSurf, and SNP effect. Results: The age at onset ranged from prenatal to 12 years. Five patients progressed to end-stage renal disease. Proteinuria and bilateral renal hypoplasia were observed in 92% of cases. Ocular and auditory abnormalities were also noted. We identified eleven different PAX2 mutations, including five novel variants not previously reported in the literature. We predicted that all mutations, with the exception of p.F27-L33 del and N188S, exhibited high pathogenicity scores. In particular, R117P and R140W are strongly associated with disease pathogenicity and are likely to cause more significant damage than other gene mutants. Conclusions: This study expands the mutational and phenotypic spectrum of PAX2-related disorders in the pediatric population. The identification of five novel variants enhances our understanding of the genetic basis of these conditions. Despite recurrent mutations, marked phenotypic heterogeneity persists, underscoring the need for further research.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40556062,40556062,10.1111/1750-3841.70350,Development of Polysaccharide Hydrogels Enriched With Protein and Starch for Bovine Myoblast Cell Culture.,"The expanding worldwide population has increased the meat demand, prompting efforts to find alternatives. A promising approach is the cultivation of animal cells on edible biomaterials for cultured meat production. However, those biomaterials face challenges in their mechanical properties, cytotoxicity, and ability to support optimal cell growth. In this study, we focused on optimizing plant-edible hydrogels as a 3D environment for the growth of bovine myoblast cells. We prepared alginate hydrogel (A) to be enriched with soybean protein (S.A) and tapioca starch (T.A), developing Group 1 hydrogels. Aiming to enhance their elasticity, xanthan gum (XG) was incorporated into Group 1, generating alginate-xanthan gum (Ax), soybean-alginate-xanthan gum (S.Ax), and tapioca-alginate-xanthan gum (T.Ax) Group 2 hydrogels. Both groups were assessed for physical and chemical analyses, rheological testing, cell viability assays, immunofluorescence staining, gene expression, and flavor profiling. Our findings showed that all hydrogels maintained their crosslinking for up to 7 days except Ax and T.Ax, which showed degradation of 57.39% and 36.03%, respectively. Both groups represented swelling characteristics, porosity, protein adsorption, and cooking capabilities. Moreover, A and S.A exhibited viscous properties with slow stress relaxation, whereas T.A displayed rapid relaxation and viscoelastic behavior. Successfully, Group 2 demonstrated faster stress relaxation and sufficient elasticity. Bovine myoblast cells showed no significant toxicity and could proliferate, expressing paired box 7 (PAX-7) marker in both groups. At the differentiation stage, desmin expression indicated the intermediate differentiation of the muscle cells for up to 7 days in both groups. Besides S.A and S.Ax scaffolds exhibit the nearest metabolic similarity to beef among the plant-based scaffolds. These findings suggest that the hydrogels enriched with protein and starch holding the potential for culture meat production.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40515947,40515947,10.1007/s11033-025-10704-y,The potential role of PAX5 and PAX8 in regulating telomerase activity: a narrative mini-review.,"The ability to express replicative immortality is one of the hallmarks of cancer. Most of these cells attain this feature by expressing the enzyme telomerase. This enzyme is responsible for maintaining the telomeres, a repeating structure at the ends of chromosomes, protecting the chromosomes from degradation. The Paired Box (PAX) genes are a family of highly conserved genes involved in various functions, including the development of diseases like cancer, in which most of them express telomerase as the mechanism to maintain telomere length. This study seeks to investigate PAX genes as potential telomerase activators and explore emerging research areas. Related literature was retrieved from PubMed, Web of Science and Scopus databases using a keyword search, where 119 records were identified. However, upon further filtering, only four reports were relevant to this topic, which addresses the role of PAX5 and PAX8 genes and their proteins' role in telomerase regulation. More studies are needed to elucidate the complex mechanism of action between the PAX genes and telomerase regulation.",Journal Article;Review,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.,medium,background_only,agent,none,,,
pmid-40483479,40483479,10.1186/s13023-025-03833-x,A de novo SALL4 mutation causes unilateral renal agenesis by misregulating genes involved in kidney development.,"BACKGROUND: SALL4 is a transcription factor that plays a crucial role in early embryonic development and organogenesis, particularly in kidney development, although its specific regulatory mechanisms remain unclear. METHODS: We performed whole-exome sequencing (WES) to identify pathogenic variants in a fetus with unilateral renal agenesis and confirmed a variant in SALL4 using Sanger sequencing. The expression of wild-type or mutant SALL4 proteins in cells was used to determine whether the level and localization of the proteins were altered by the SALL4 variant. RNA sequencing was used to identify differentially expressed genes at the transcriptome level due to the SALL4 mutant protein. Finally, key differentially expressed proteins were verified using quantitative PCR and western blotting. RESULTS: A novel truncating mutation in SALL4 was identified through WES in a fetus with unilateral renal agenesis. Expression of the truncated SALL4 protein in cells revealed its predominant cytoplasmic localization, unlike the wild-type SALL4 protein, which was localized to the nucleus. Further RNA sequencing analysis indicated that the mutant SALL4 protein lost its transcriptional activation ability, with 1047 genes markedly downregulated compared to cells expressing wild-type SALL4. These downregulated genes were primarily enriched in biological processes such as cell activation, salt transmembrane transporter activity, and calcium ion binding. Additionally, we found that these differentially expressed genes mainly regulated fetal ureteric bud cells, suggesting that SALL4 mutations may ultimately lead to unilateral renal agenesis by affecting the development and function of fetal ureteric bud cells. Among these genes, two proteins crucial for kidney development, WNT11 and PAX2, were significantly downregulated in cells expressing the truncated SALL4 protein, suggesting that WNT11 and PAX2 may mediate the regulatory role of SALL4 in kidney development. CONCLUSION: This study elucidated the molecular mechanism by which SALL4 mutations lead to renal agenesis.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-40410344,40410344,10.1038/s41698-025-00941-6,Perfusion-based ex vivo culture of frozen ovarian cancer tissues with preserved tumor microenvironment.,"Ovarian cancer (OC) poses significant treatment challenges due to late-stage diagnosis and a complex tumor microenvironment contributing to therapy resistance. We optimized a U-CUP perfusion-based bioreactor method to culture patient-derived primary and metastatic OC specimens, demonstrating that perfusion better preserves cancer cell viability and proliferation, both when fresh and slow-frozen tissues were used. Perfused cultures maintained key microenvironment components, including cancer-associated fibroblasts, endothelial and immune cells. Genetic analysis confirmed the retention in culture of tumor-specific driver mutations. We hence challenged ad hoc generated cisplatin-sensitive and resistant OC cells with cisplatin during growth in U-CUP, validating our system for the testing of drug response. Finally, treatment of slow-frozen OC tissues with carboplatin/paclitaxel revealed different degrees of response to treatment, as indicated by variations in tumor necrosis and number of residual PAX8+ cells, providing the bases for the prompt evaluation of OC standard chemotherapy efficacy in our ex vivo system.",Journal Article,2025,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
