paper_id,pmid,pmcid,doi,title,queue_reason,preferred_source,notes
pmid-27181361,27181361,,10.1016/j.bbrc.2016.05.067,PAX5 tyrosine phosphorylation by SYK co-operatively functions with its serine phosphorylation to cancel the PAX5-dependent repression of BLIMP1: A mechanism for antigen-triggered plasma cell differentiation.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-26329581,26329581,,10.1126/scisignal.aab1995,The E3 ligase APC/C(Cdh1) promotes ubiquitylation-mediated proteolysis of PAX3 to suppress melanocyte proliferation and melanoma growth.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-25025573,25025573,,10.1016/j.cellsig.2014.07.006,Ret finger protein mediates Pax7-induced ubiquitination of MyoD in skeletal muscle atrophy.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-23247248,23247248,PMC3628956,10.1007/s00018-012-1220-1,SUMOylation of Pax7 is essential for neural crest and muscle development.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-22593617,22593617,,10.4049/jimmunol.1103039,B cell receptor-ERK1/2 signal cancels PAX5-dependent repression of BLIMP1 through PAX5 phosphorylation: a mechanism of antigen-triggering plasma cell differentiation.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-22330340,22330340,,10.1038/labinvest.2012.10,"Downregulation of microRNAs miR-1, -206 and -29 stabilizes PAX3 and CCND2 expression in rhabdomyosarcoma.",No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-22290434,22290434,PMC3302439,10.1128/MCB.06257-11,Phosphorylation of BRN2 modulates its interaction with the Pax3 promoter to control melanocyte migration and proliferation.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-22446594,22446594,,,Regulation of Pax7 protein levels by caspase-3 and proteasome activity in differentiating myoblasts.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-21357426,21357426,PMC3077615,10.1074/jbc.M110.176289,Histone acetyltransferase p300 acetylates Pax5 and strongly enhances Pax5-mediated transcriptional activity.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-21084637,21084637,PMC3000302,10.1073/pnas.1007866107,"Sumoylation activates the transcriptional activity of Pax-6, an important transcription factor for eye and brain development.",PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-19223471,19223471,PMC2663301,10.1128/MCB.01543-08,Pax6 regulates the proglucagon processing enzyme PC2 and its chaperone 7B2.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-18974227,18974227,,10.1677/JME-08-0100,Pax8 protein stability is controlled by sumoylation.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-18708529,18708529,PMC2578802,10.1110/ps.035956.108,Identification of serine 205 as a site of phosphorylation on Pax3 in proliferating but not differentiating primary myoblasts.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-18628401,18628401,PMC2492742,10.1101/gad.471708,Trim11 modulates the function of neurogenic transcription factor Pax6 through ubiquitin-proteosome system.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-18483260,18483260,,10.1158/0008-5472.CAN-07-2447,Phosphorylation regulates transcriptional activity of PAX3/FKHR and reveals novel therapeutic possibilities.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-18198106,18198106,,10.1051/medsci/200824131,[Proteasomal degradation of Pax3 in skeletal muscle progenitors: one ubiquitin does the trick!].,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-17986608,17986608,PMC2084300,10.1073/pnas.0708910104,PAX3-FOXO1 controls expression of the p57Kip2 cell-cycle regulator through degradation of EGR1.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-17698292,17698292,PMC2043499,10.1016/j.bbagen.2007.06.016,The oncogenic fusion protein Pax3-FKHR has a greater post-translational stability relative to Pax3 during early myogenesis.,PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-17662948,17662948,,10.1016/j.cell.2007.05.044,Regulation of Pax3 by proteasomal degradation of monoubiquitinated protein in skeletal muscle progenitors.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-16407227,16407227,,10.1074/jbc.M507227200,Phosphorylation and transactivation of Pax6 by homeodomain-interacting protein kinase 2.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-12514097,12514097,PMC195966,10.1101/gad.1031403,"Pax5 is required for recombination of transcribed, acetylated, 5' IgH V gene segments.",PMC XML unusable for normalization.,publisher_pdf_or_user_download,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-12123817,12123817,,10.1016/s0014-5793(02)02957-5,Cell-line specific chromatin acetylation at the Sox10-Pax3 enhancer site modulates the RET proto-oncogene expression.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-11700324,11700324,,10.1074/jbc.M109663200,Phosphorylation of Pax2 by the c-Jun N-terminal kinase and enhanced Pax2-dependent transcription activation.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-10748034,10748034,,10.1074/jbc.M001551200,BSAP (Pax5)-importin alpha 1 (Rch1) interaction identifies a nuclear localization sequence.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-10329718,10329718,,10.1074/jbc.274.21.15115,Phosphorylation of the transactivation domain of Pax6 by extracellular signal-regulated kinase and p38 mitogen-activated protein kinase.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-9845675,9845675,,10.1677/jme.0.0210347,Pax-8 protein levels regulate thyroglobulin gene expression.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-9288908,9288908,,10.1111/j.1432-1033.1997.00860.x,Determination of functional domains of the human transcription factor PAX8 responsible for its nuclear localization and transactivating potential.,No PMCID coverage available.,publisher_pdf_or_user_download,No PMCID found via NCBI idconv; PDF fallback will be needed.
