paper_id,pmid,pmcid,doi,title,queue_reason,preferred_source,notes
pmid-34852207,34852207,,10.1152/ajpcell.00344.2021,Aerobic exercise and resistance exercise alleviate skeletal muscle atrophy through IGF-1/IGF-1R-PI3K/Akt pathway in mice with myocardial infarction.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-34726504,34726504,,10.1089/thy.2021.0191,A Critical Balance Between PAX8 and the Hippo Mediator TAZ Determines Sodium/Iodide Symporter Expression and Function.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-34340000,34340000,,10.1016/j.aquatox.2021.105926,Behavioral effects of early-life exposure to perfluorooctanoic acid might synthetically link to multiple aspects of dopaminergic neuron development and dopamine functions in zebrafish larvae.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-33660125,33660125,,10.1007/s11655-021-2865-0,Wide Pulse Width Electroacupuncture Ameliorates Denervation-Induced Skeletal Muscle Atrophy in Rats via IGF-1/PI3K/Akt Pathway.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-33571646,33571646,,10.1016/j.aanat.2021.151694,Localization of T-cell factor 4 positive fibroblasts and CD206-positive macrophages during skeletal muscle regeneration in mice.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-32693409,32693409,PMC7819760,10.1182/blood.2020006164,Molecular basis of ETV6-mediated predisposition to childhood acute lymphoblastic leukemia.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-32990402,32990402,,10.1002/ajmg.a.61893,Phenotypic diversity and genetic complexity of PAX3-related Waardenburg syndrome.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-32841355,32841355,,10.1210/clinem/dgaa584,Congenital Hypothyroidism Due to Truncating PAX8 Mutations: A Case Series and Molecular Function Studies.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-32115872,32115872,,10.1111/febs.15269,USP7-dependent control of myogenin stability is required for terminal differentiation in skeletal muscle progenitors.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-31441945,31441945,,10.1111/cup.13571,Concurrent cutaneous localization of Langerhans cell sarcoma and chronic lymphocytic leukemia/small lymphocytic lymphoma in a patient with a history of chronic lymphocytic leukemia/small lymphocytic lymphoma.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-31494105,31494105,,10.1016/j.cbi.2019.108813,"""Verteporfin exhibits anti-proliferative activity in embryonal and alveolar rhabdomyosarcoma cell lines"".",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-31391550,31391550,,10.1038/s41388-019-0907-2,HBx regulates transcription factor PAX8 stabilization to promote the progression of hepatocellular carcinoma.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-31201822,31201822,,10.1016/j.taap.2019.114625,A novel oleanolic acid derivative HA-19 ameliorates muscle atrophy via promoting protein synthesis and preventing protein degradation.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-30676333,30676333,,10.1097/PAS.0000000000001219,Adenocarcinoma of the Rete Testis: Clinicopathologic and Immunohistochemical Characterization of 6 Cases and Review of the Literature.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-30352879,30352879,,10.2337/db18-0285,"Transient PAX8 Expression in Islets During Pregnancy Correlates With β-Cell Survival, Revealing a Novel Candidate Gene in Gestational Diabetes Mellitus.",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-29561272,29561272,,10.1097/PAI.0000000000000635,Novel Finding of Paired Box 5 (PAX5) Cytoplasmic Staining in Well-differentiated Rectal Neuroendocrine Tumors (Carcinoids) and Its Diagnostic and Potentially Prognostic Utility.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-29996314,29996314,,10.3760/cma.j.issn.0529-5807.2018.07.005,"[Clinicopathologic and molecular characterizations of Sertoli cell tumor, not otherwise specified of the testis].",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-29607880,29607880,,10.1266/ggs.17-00057,A novel nuclear localization signal spans the linker of the two DNA-binding subdomains in the conserved paired domain of Pax6.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-29475516,29475516,,10.1016/j.lssr.2017.08.005,Exposure to microgravity for 30 days onboard Bion M1 caused muscle atrophy and impaired regeneration in murine femoral Quadriceps.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-29442331,29442331,,10.1007/978-981-10-7311-3_18,Role of Zic Family Proteins in Transcriptional Regulation and Chromatin Remodeling.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-29215326,29215326,,10.1667/RR14901.1,The Role of FABP5 in Radiation-Induced Human Skin Fibrosis.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-28893539,28893539,,10.1016/j.bbrc.2017.09.034,Functional analysis of a SOX10 gene mutation associated with Waardenburg syndrome II.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-27555585,27555585,PMC5018744,10.1073/pnas.1600770113,Hedgehog-dependent E3-ligase Midline1 regulates ubiquitin-mediated proteasomal degradation of Pax6 during visual system development.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-26858405,26858405,PMC4776458,10.1073/pnas.1522658112,"Adaptive methylation regulation of p53 pathway in sympatric speciation of blind mole rats, Spalax.",Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-26811269,26811269,,10.1111/pin.12387,Interaction between thyrocytes and adipose tissue in vitro.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-26024302,26024302,,10.1021/acs.chemrestox.5b00036,Arsenic and Its Methylated Metabolites Inhibit the Differentiation of Neural Plate Border Specifier Cells.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-25912758,25912758,,10.1016/j.humpath.2015.01.007,The significance of Pax2 expression in the ureter epithelium of children with vesicoureteric reflux.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-25725067,25725067,PMC4360180,10.1242/dev.113431,"Tbx6, Mesp-b and Ripply1 regulate the onset of skeletal myogenesis in zebrafish.",Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-25720496,25720496,PMC4400335,10.1074/jbc.M115.638577,Mdm2 promotes myogenesis through the ubiquitination and degradation of CCAAT/enhancer-binding protein β.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-25025573,25025573,,10.1016/j.cellsig.2014.07.006,Ret finger protein mediates Pax7-induced ubiquitination of MyoD in skeletal muscle atrophy.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-24645679,24645679,PMC5414850,10.1210/me.2013-1377,Wnt-independent role of β-catenin in thyroid cell proliferation and differentiation.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-24435167,24435167,,10.1158/1541-7786.MCR-13-0337,Functional heterogeneity of PAX5 chimeras reveals insight for leukemia development.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-24113918,24113918,PMC4158011,10.1007/s10616-013-9635-6,"Effects of stress hormone cortisol on the mRNA expression of myogenenin, MyoD, Myf5, PAX3 and PAX7.",Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-23756201,23756201,,10.1016/j.mcn.2013.06.001,Hyperoxia causes reduced density of retinal astrocytes in the central avascular zone in the mouse model of oxygen-induced retinopathy.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-23672649,23672649,PMC3761407,10.1089/ten.TEA.2012.0565,"In vitro development and characterization of a tissue-engineered conduit resembling esophageal wall using human and pig skeletal myoblast, oral epithelial cells, and biologic scaffolds.",Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-23379327,23379327,,10.1089/thy.2012.0267,Identification and functional characterization of a novel mutation in the NKX2-1 gene: comparison with the data in the literature.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-23055533,23055533,,10.2967/jnumed.111.101295,Antitumor effects of proteasome inhibition in anaplastic thyroid carcinoma.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-22546857,22546857,PMC3366393,10.1172/JCI45851,CD19 is a major B cell receptor-independent activator of MYC-driven B-lymphomagenesis.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-22278416,22278416,,10.1007/s12253-012-9498-8,Epigenetic and copy number variation analysis in retinoblastoma by MS-MLPA.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-21450989,21450989,PMC3100746,10.1210/jc.2010-2341,Mutations in the NKX2.5 gene and the PAX8 promoter in a girl with thyroid dysgenesis.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-20032463,20032463,PMC2844168,10.1074/jbc.M109.061861,Histone deacetylase 10 relieves repression on the melanogenic program by maintaining the deacetylation status of repressors.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-20017165,20017165,,10.1002/pros.21099,The developmental expression profile of PAX2 in the murine prostate.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-20025506,20025506,,10.1089/hyb.2009.0039,Generation of a rat monoclonal antibody specific for Pax7.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-19531566,19531566,,10.1158/1541-7786.MCR-08-0402,"Calcineurin a-binding protein, a novel modulator of the calcineurin-nuclear factor of activated T-cell signaling pathway, is overexpressed in wilms' tumors and promotes cell migration.",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-18974227,18974227,,10.1677/JME-08-0100,Pax8 protein stability is controlled by sumoylation.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-18829450,18829450,PMC2662260,10.1074/jbc.M805717200,The solution structure of DNA-free Pax-8 paired box domain accounts for redox regulation of transcriptional activity in the pax protein family.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-18708529,18708529,PMC2578802,10.1110/ps.035956.108,Identification of serine 205 as a site of phosphorylation on Pax3 in proliferating but not differentiating primary myoblasts.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-18497074,18497074,,10.1007/978-0-387-69080-3_49,Proteomic analysis of autocrine/paracrine effects of human growth hormone in human mammary carcinoma cells.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-18395835,18395835,PMC2747029,10.1002/dvg.20384,Cre reporter mouse expressing a nuclear localized fusion of GFP and beta-galactosidase reveals new derivatives of Pax3-expressing precursors.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-17698292,17698292,PMC2043499,10.1016/j.bbagen.2007.06.016,The oncogenic fusion protein Pax3-FKHR has a greater post-translational stability relative to Pax3 during early myogenesis.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-17662948,17662948,,10.1016/j.cell.2007.05.044,Regulation of Pax3 by proteasomal degradation of monoubiquitinated protein in skeletal muscle progenitors.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-17429055,17429055,PMC2129125,10.1681/ASN.2006060625,Pax transactivation-domain interacting protein is required for urine concentration and osmotolerance in collecting duct epithelia.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-17323927,17323927,,10.1021/bi062107q,Cooperative interactions between the two DNA binding domains of Pax3: helix 2 of the paired domain is in the proximity of the amino terminus of the homeodomain.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-17056545,17056545,PMC1635549,10.4049/jimmunol.177.9.6165,Epigenetic histone modifications do not control Igkappa locus contraction and intranuclear localization in cells with dual B cell-macrophage potential.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-16885413,16885413,,10.1681/ASN.2005111157,Akt and Mammalian target of rapamycin regulate separate systems of proteolysis in renal tubular cells.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-16669872,16669872,,10.1111/j.1440-1827.2006.01959.x,Immunohistochemical analysis of thyroid-specific transcription factors in thyroid tumors.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-16494873,16494873,,10.1016/j.febslet.2006.02.011,Sumoylation of the SOX10 transcription factor regulates its transcriptional activity.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-16300735,16300735,,10.1016/j.bbrc.2005.10.214,Transcriptional activity of Pax3 is co-activated by TAZ.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-15355349,15355349,,10.1111/j.1432-1033.2004.04312.x,The HNF1beta transcription factor has several domains involved in nephrogenesis and partially rescues Pax8/lim1-induced kidney malformations.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-15149326,15149326,,10.1111/j.1523-1755.2004.00639.x,Suppression of chaperone-mediated autophagy in the renal cortex during acute diabetes mellitus.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-15148315,15148315,,10.1074/jbc.M402949200,"Cross-talk between the paired domain and the homeodomain of Pax3: DNA binding by each domain causes a structural change in the other domain, supporting interdependence for DNA Binding.",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-15143176,15143176,PMC416398,10.1128/MCB.24.11.4824-4834.2004,Paired-type homeodomain transcription factors are imported into the nucleus by karyopherin 13.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-12401804,12401804,,10.1074/jbc.M205424200,"PAX3-FKHR transformation increases 26 S proteasome-dependent degradation of p27Kip1, a potential role for elevated Skp2 expression.",No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-11607823,11607823,,10.1038/sj.onc.1204599,Gene fusions involving PAX and FOX family members in alveolar rhabdomyosarcoma.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-11601392,11601392,,,[In vitro modelling of the interactions between the promoter and enhancer complexes].,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-11244500,11244500,,10.1038/sj.onc.1204063,Regulation of Pax3 transcriptional activity by SUMO-1-modified PML.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-11059777,11059777,,,Hormone-dependent tumor regression in vivo by an inducible transcriptional repressor directed at the PAX3-FKHR oncogene.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-10841026,10841026,,10.1034/j.1600-0749.2000.130203.x,Cyclic AMP a key messenger in the regulation of skin pigmentation.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-10748034,10748034,,10.1074/jbc.M001551200,BSAP (Pax5)-importin alpha 1 (Rch1) interaction identifies a nuclear localization sequence.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-9737963,9737963,,10.1074/jbc.273.39.25062,Redox potential controls the structure and DNA binding activity of the paired domain.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-9588891,9588891,PMC1858586,,Short-term urinary flow impairment deregulates PAX2 and PCNA expression and cell survival in fetal sheep kidneys.,Automated XML was unusable for normalization.,publisher_pdf_or_user_download,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-9459485,9459485,,10.1016/s0167-4889(97)00119-5,Effects of PAX2 expression in a human fetal kidney (HEK293) cell line.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-9288908,9288908,,10.1111/j.1432-1033.1997.00860.x,Determination of functional domains of the human transcription factor PAX8 responsible for its nuclear localization and transactivating potential.,No automated full-text route was available at import time.,publisher_pdf_or_user_download,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
