"paper_id","pmid","doi","title","abstract","publication_types","year","source_query","abstract_reviewer_decision","abstract_reviewer_rationale","abstract_reviewer2_decision","abstract_reviewer2_rationale","abstract_reviewer2_confidence","promotion_decision","review_frame_role"
"pmid-40163189","40163189","10.1007/s11864-025-01310-y","Novel Estrogen Receptor - Targeted Therapies in Hormone-Receptor Positive Breast Cancer.","Endocrine therapy is the backbone of treatment for HR + /HER2- MBC. The introduction of novel endocrine-based therapies has changed the landscape of metastatic breast cancer care, with even more promising agents on the horizon. Given the consistent success in prolonging PFS and OS, CDK4/6 inhibitors should be used as first-line treatment. Once secondary resistance eventually develops after use of a CDK4/6 inhibitor, use of monotherapy with either AI or fulvestrant has shown poor outcome. For example, in the control group of the EMERALD trial, in which all the patients were required to have previously received a CDK4/6 inhibitor, median progression-free survival with endocrine therapy was only 1.9 months. Based on the emerging evidence, molecular profiling of tissue or liquid biopsy at progression of disease is crucial to select future therapy. For patients whose tumors harbor ESR1 mutations, oral SERDs are the preferred option. For those with PIK3CA or AKT1 mutation or PTEN inactivation, combination therapy with the AKT pathway inhibitor capivasertib is recommended. Alpelisib, the first AKT1 inhibitor approved in combination therapy with fulvestrant in PIK3CA mutated tumors only, is now less in favor given its challenging side effect profile. When mutations are not present, options include combination therapy with the mTOR inhibitor everolimus or changing endocrine therapy and continuing a CDK 4/6 inhibitor. In patients with short response to CDK4/6 inhibitors suggesting endocrine resistant disease, chemotherapy or antibody-drug conjugates should be considered. With better understanding of the mechanisms of resistance to CDK4/6 inhibitors, additional mutations could be identified and potentially targeted in order to provide individualized treatment options. Optimal sequencing of treatment options depends on several factors: (1) the presence of specific molecular aberrations; (2) previous treatment history, duration of response and patient's performance status; (3) balance between maximizing survival benefits with quality of life/toxicities; (4) disease burden. In the upcoming years, we anticipate FDA approvals for more of the SERD molecules both in monotherapy and in combination therapy which will continue to expand the options available for HR + /HER2- MBC patients.","Journal Article;Review","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract])); ((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract]) AND (trial[Title/Abstract] OR ""clinical trial""[Publication Type] OR phase[Title/Abstract] OR randomized[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR biomarker*[Title/Abstract] OR ctDNA[Title/Abstract] OR failure[Title/Abstract] OR resistance[Title/Abstract] OR combination[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-40152314","40152314","10.1093/oncolo/oyaf023","Dynamics of hyperglycemia of patients treated with alpelisib: exploratory interim analysis of ITACA trial.","BACKGROUND: Alpelisib and fulvestrant combination has improved outcomes in patients with phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha (PIK3CA)-mutated, hormone receptor-positive (HR+), human epidermal growth factor receptor 2 negative (HER2-)- advanced breast cancer (BC) who relapsed or progressed on prior endocrine therapy. Hyperglycemia, on target toxicity, is a frequent adverse event occurring in over 60% of patients. OBJECTIVES: The ITACA trial explores whether low carbohydrate dietary modifications and evening dosing of alpelisib to potentially mitigate impact of food on hyperglycemia. This exploratory interim analysis aimed to quantify the incidence and timing of hyperglycemia in the ITACA trial's pooled sample. METHODS: This exploratory interim analysis of the ongoing ITACA trial included 23 patients with HR+, HER2-negative metastatic BC receiving alpelisib and fulvestrant. The exploratory outcomes were grade 2-4 hyperglycemia-free survival and time to onset of hyperglycemia. RESULTS: Most patients, 21 (91.3%), experienced any-grade hyperglycemia (Grade 1: 9 [39.1%], Grade 2: 8 [34.8%], Grade 3: 4 [17.4%], and Grade 4: 0 [0.0%]) within the first week of alpelisib initiation. The median grade 2-4 hyperglycemia-free survival was 6 days (95% CI 3; 44 days). CONCLUSIONS: This exploratory interim analysis demonstrated the rapid onset of hyperglycemia in patients receiving alpelisib, even with the ITACA trial's dietary interventions. Proactive monitoring, within the first week after initiation of treatment, and early management of hyperglycemia are crucial in this patient population.","Journal Article;Research Support, Non-U.S. Gov't","2025","((alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR STX478[Title/Abstract] OR ""STX-478""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract]) AND (trial[Title/Abstract] OR ""clinical trial""[Publication Type] OR phase[Title/Abstract] OR randomized[Title/Abstract]) AND (response[Title/Abstract] OR progression[Title/Abstract] OR ""progression-free survival""[Title/Abstract] OR biomarker*[Title/Abstract] OR ctDNA[Title/Abstract] OR failure[Title/Abstract] OR resistance[Title/Abstract] OR combination[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-40113784","40113784","10.1038/s41392-025-02180-4","Targeting PI3K inhibitor resistance in breast cancer with metabolic drugs.","Activating PIK3CA mutations, present in up to 40% of hormone receptor-positive (HR+), human epidermal growth factor receptor 2-negative (Her2-) breast cancer (BC) patients, can be effectively targeted with the alpha isoform-specific PI3K inhibitor Alpelisib. This treatment significantly improves outcomes for HR+, Her2-, and PIK3CA-mutated metastatic BC patients. However, acquired resistance, often due to aberrant activation of the mTOR complex 1 (mTORC1) pathway, remains a significant clinical challenge. Our study, using in vitro and orthotopic xenograft mouse models, demonstrates that constitutively active mTORC1 signaling renders PI3K inhibitor-resistant BC exquisitely sensitive to various drugs targeting cancer metabolism. Mechanistically, mTORC1 suppresses the induction of autophagy during metabolic perturbation, leading to energy stress, a critical depletion of aspartate, and ultimately cell death. Supporting this mechanism, BC cells with CRISPR/Cas9-engineered knockouts of canonical autophagy genes showed similar vulnerability to metabolically active drugs. In BC patients, high mTORC1 activity, indicated by 4E-BP1T37/46 phosphorylation, correlated with p62 accumulation, a sign of impaired autophagy. Together, these markers predicted poor overall survival in multiple BC subgroups. Our findings reveal that aberrant mTORC1 signaling, a common cause of PI3K inhibitor resistance in BC, creates a druggable metabolic vulnerability by suppressing autophagy. Additionally, the combination of 4E-BP1T37/46 phosphorylation and p62 accumulation serves as a biomarker for poor overall survival, suggesting their potential utility in identifying BC patients who may benefit from metabolic therapies.","Journal Article;Research Support, Non-U.S. Gov't","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-40101550","40101550","10.1016/j.prp.2025.155891","Loss of SWI/SNF complex expression (SMARCA4, SMARCA2, SMARCB1, ARID1A) is associated with dMMR in primary adenocarcinoma of jejunum and ileum: A clinicopathological and molecular analysis based on the Chinese population.","OBJECTIVE: The SWI/SNF complex is an important chromatin remodeling complex that has been reported in various tumors. To date, there have been no reports on the subunits of this complex in primary small bowel adenocarcinoma (PSBA). METHODS: Hematoxylin & Eosin (H&E) staining slides were reviewed, and the expression of MMR protein, BRM (SMARCA2), BRG1 (SMARCA4), INI1 (SMARCB1), and ARID1A proteins was detected. Molecular genetic testing was performed utilizing the amplification-refractory mutation system (ARMS) and high-throughput sequencing technology. RESULTS: In this cohort of 58 cases, there was a trend toward a female predominance in ARID1A loss (P = 0.084), and BRM (SMARCA2) loss was associated with lymphatic invasion (P = 0.043). A significant positive correlation was observed between ARID1A loss and dMMR (P = 0.021), and BRG1 (SMARCA4) loss was more prevalent in poorly differentiated PSBA (P = 0.023). ARID1A loss was positively correlated with PIK3CA gene mutation (r = 0.551, P < 0.001), and loss of MMR protein expression was also positively correlated with PIK3CA gene mutation (r = 0.354, P = 0.006). Additionally, BRM (SMARCA2) loss showed a significant positive correlation with NRAS gene mutation (r = 0.293, P = 0.025) and a significant negative correlation with KRAS gene mutation (r = -0.281, P = 0.033). Univariate analysis indicated a trend toward poor prognosis with BRM (SMARCA2) loss (P = 0.097). CONCLUSION: This study represents the initial description of loss of the SWI/SNF complex expression in PSBA, which is rare and primarily originates in the jejunum and ileum. Further investigations are warranted to elucidate potential targets of PIK3CA inhibitors for dMMR PSBA and ARID1A loss of expression in PSBA.","Journal Article","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-40049296","40049296","10.1016/j.bcp.2025.116850","Strategic advancements in targeting the PI3K/AKT/mTOR pathway for Breast cancer therapy.","Breast cancer (BC) is a complex disease that affects millions of women worldwide. Its growing impact calls for advanced treatment strategies to improve patient outcomes. The PI3K/AKT/mTOR pathway is a key focus in BC therapy because it plays a major role in important processes like tumor growth, survival, and resistance to treatment. Targeting this pathway could lead to better treatment options and outcomes. The present review explores how the PI3K/AKT/mTOR pathway becomes dysregulated in BC, focusing on the genetic changes like PIK3CA mutations and PTEN loss that leads to its aggravation. Current treatment options include the use of inhibitors targeting PI3K, AKT, and mTOR with combination therapies showing promise in overcoming drug resistance and improving effectiveness. Looking ahead, next-generation inhibitors and personalized treatment plans guided by biomarker analysis may provide more accurate and effective options for patients. Integrating these pathway inhibitors with immunotherapy offers an exciting opportunity to boost anti-tumor responses and improve survival rates. This review offers a comprehensive summary of the current progress in targeting the PI3K/AKT/mTOR pathway in BC. It highlights future research directions and therapeutic strategies aimed at enhancing patient outcomes and quality of life.","Journal Article;Review;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-40044981","40044981","10.1038/s41416-025-02942-5","EphB4-ephrin-B2 are targets in castration resistant prostate cancer.","BACKGROUND: PI3K pathway activation is a common and early event in prostate cancer, from loss of function mutations in PTEN, or activating mutations in PIK3Ca or AKT leading to constitutive activation, induction of growth factor-receptors kinase EphB4 and its ligand ephrin-B2. We hypothesized that induction of EphB4 is an early event required for tumor initiation. Secondly, we hypothesized that EphB4 remains relevant when prostate cancer becomes androgen independent. METHODS: Genetic mouse model of conditional PTEN deletion in prostate epithelium induces tumor in all mice. We tested this model against EPHB4 wild type and deleted in prostate epithelium. This allowed us to test its role in tumor initiation. We also tested an orthogonal approach by using decoy soluble EphB4 to block bidirectional signaling resulting from EphB4-ephrin-B2 interaction. Role of EphB4-ephrin-B2 in androgen deprived mice was tested for role in refractory cancer model. RESULTS: PTEN deletion induces EphB4 and ephrin-B2 in prostate cancer which was substantially reduced when EPHB4 is deleted in the same prostate epithelial cells. sEphB4-alb fusion protein with improved pharmacokinetics similarly inhibited tumor formation, thus establishing the role in tumor initiation. sEphB4-alb retained the efficacy in castration resistant androgen independent prostate cancer. We have thus observed that induction of EphB4 is required for the initiation of prostate cancer in PTEN null mouse and that signaling downstream from EphB4 is required in androgen deprivation and thus castration resistant prostate cancer. Pharmacological inhibition of EphB4 pathway reproduced the results. Targeting EphB4 should be tested in prostate cancer especially those resistant to androgen deprivation therapy. CONCLUSIONS: EphB4 and ephrin-B2 receptor ligand pair is induced in PTEN null prostate cancer, which significantly contributes to the tumor initiation. Secondly, EphB4-ephrin-B2 pathway continue to promote tumor progression even in androgen deprivation and thus hormone refractory tumor. EphB4-ephrin-B2 may be candidates for precision medicine with biomarker-based patient selection with and without concurrent standard of care.","Journal Article","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-40036789","40036789","10.1093/jncics/pkaf025","Multi-gene risk score for prediction of clinical outcomes in treatment-naïve metastatic castrate-resistant prostate cancer.","BACKGROUND: To determine the performance of a multi-gene copy number variation (MG-CNV) risk score in metastatic tissue and plasma biospecimens from treatment-naïve metastatic castration-resistant prostate cancer (mCRPC) patients for prediction of clinical outcomes. METHODS: The mCRPC tissue and plasma cell-free DNA (cfDNA) biospecimen sequencing results obtained from publicly accessed cohorts in dbGaP, cBioPortal, and an institutional mCRPC cohort were used to develop a MG-CNV risk score derived from gains in AR, MYC, COL22A1, PIK3CA, PIK3CB, NOTCH1 and losses in TMPRSS2, NCOR1, ZBTB16, TP53, NKX3-1 in independent cohorts for determining overall survival (OS), progression-free survival (PFS) to first-line androgen receptor pathway inhibitors (ARPIs). The range of the risk scores for each cohort was dichotomized into ""high-risk"" and ""low-risk"" groups and association with OS/PFS determined. Univariate and multivariable Cox proportional hazards regressions were applied for survival analyses (P < .05 for statistical significance). RESULTS: Of 1137 metastatic tissue-plasma biospecimens across all cohorts, 699/1137 were treatment-naive mCRPC (235/699 metastatic tissue; 464/699 plasma-cfDNA), and 311/1137 were matched tissue-cfDNA pairs. In multivariable analysis, the MG-CNV risk score derived from metastatic tissue or in cfDNA was statistically significantly associated with OS with high score associated with short survival (hazard ratio = 2.65, confidence interval = 1.99 to 3.51; P = 1.35-11) and shorter PFS to ARPIs (median PFS of 7.8 months) compared with 14 months in patients with low-risk score. CONCLUSIONS: A molecular risk score in treatment-naïve mCRPC state obtained either in metastatic tissue or cfDNA predicts clinical survival outcomes and offers a tumor biology-based tool to design biomarker-based enrichment clinical trials.","Journal Article","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-40020984","40020984","10.1016/j.ejphar.2025.177432","Targeting PI3K in cancer treatment: A comprehensive review with insights from clinical outcomes.","The phosphoinositide 3-kinase (PI3K) pathway plays a crucial role in cancer, including cell growth, survival, metabolism, and metastasis. Its major role in tumor growth makes it a key target for cancer therapeutics, offering significant potential to slow tumor progression and enhance patient outcomes. Gain-of-function mutations, gene amplifications, and the loss of regulatory proteins like PTEN are frequently observed in malignancies, contributing to tumor development and resistance to conventional treatments such as chemotherapy and hormone therapy. As a result, PI3K inhibitors have received a lot of interest in cancer research. Several kinds of small-molecule PI3K inhibitors have been developed, including pan-PI3K inhibitors, isoform-specific inhibitors, and dual PI3K/mTOR inhibitors, each targeting a distinct component of the pathway. Some PI3K inhibitors such as idelalisib, copanlisib, duvelisib, alpelisib, and umbralisib have received FDA-approval, and are effective in the treatment of breast cancer and hematologic malignancies. Despite promising results in preclinical and clinical trials, the overall clinical success of PI3K inhibitors has been mixed. While some patients may get substantial advantages, a considerable number of them acquire resistance as a result of feedback activation of alternative pathways, adaptive tumor responses, and treatment-emergent mutations. The resistance mechanisms provide barriers to the sustained efficacy of PI3K-targeted treatments. This study reviews recent advancements in PI3K inhibitors, covering their clinical status, mechanism of action, resistance mechanisms, and strategies to overcome resistance.","Journal Article;Review","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PIK3CA[Title/Abstract] OR alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract]) AND (""adaptive resistance""[Title/Abstract] OR ""bypass signaling""[Title/Abstract] OR ""feedback activation""[Title/Abstract] OR ""compensatory signaling""[Title/Abstract] OR ""pathway reactivation""[Title/Abstract] OR ""restore sensitivity""[Title/Abstract] OR ""overcome resistance""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-39979449","39979449","10.1038/s41598-025-90714-9","PI3Kα-specific inhibitor BYL-719 synergizes with cisplatin in vitro in PIK3CA-mutated ovarian cancer cells.","Peritoneal carcinomatosis in ovarian cancer is often associated with ascites where cancer cells grow as aggregates. Given the emerging evidence that multicellular growth enhances resistance to conventional therapies, and that patients frequently develop resistance to platinum salts, we investigated the efficiency of PI3K/Akt signalling pathway targeting in multicellular growth and its importance as a potential therapeutic target in cells resistant to platinum salts. Due to its importance in many cancers and to the frequent mutations of its encoding gene PIK3CA, we focused on targeting PI3Kα using BYL-719 (Alpelisib), an isoform-specific inhibitor already used in clinics. We used a panel of 3 ovarian cancer cell lines, SKOV-3, EFO-21 and OVCAR-3, which come from different histological origins and bear different mutations. PI3K targeting drugs inhibit the activity of the PI3K/Akt pathway in all tested ovarian cancer cell lines with a drastic reduction of the phosphorylation of Akt on the serine 473, regardless the histology or the mutational profile. We showed that when cultured in 3D aggregates, ovarian cancer cells are more resistant to the PI3Kα-specific inhibitor BYL-719 and cisplatin compared to 2D monolayers. BYL-719 synergizes with cisplatin in 3D cultures only in PIK3CA-mutated SKOV-3 cells. This drug combination leads to a major cytotoxicity in 3D aggregates of this cell line. Finally, BYL-719 in combination with cisplatin remains active in 3D aggregates of SKOV-3 cells co-cultured with mesenchymal stem cells. We have identified a signalling pathway of interest for the treatment of advanced ovarian cancer in vitro, which could limit the progression of this disease. These data pave the road to investigate whether PI3Kα-specific inhibitor BYL-719 should be proposed in combination with cisplatin, in priority in patients bearing a PIK3CA mutation.","Journal Article","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-39933277","39933277","10.1016/j.bmc.2025.118094","Discovery of 3-indolylbenzoquinone derivatives with therapeutic potential for breast cancer.","Breast cancer is one of the most prevalent malignant tumors in women, but the side effects and drug resistance limit the long-term effectiveness of existing drugs. To address these issues, we designed and synthesized a series of novel mono- and bis-indole-substituted 3-indolylbenzoquinone derivatives and evaluated their inhibitory activity against breast cancer. Among them, compound 1b demonstrated the most potent inhibitory activity against the MDA-MB-231 breast cancer cell line (IC50 = 3.2 µM) as well as the drug-resistant variant, MCF-7/ADR (IC50 = 8.36 µM). It demonstrated minimal toxicity and superior tumor suppression in a Balb/c mouse model of 4 T1 breast cancer. Mechanistically, compound 1b induced apoptosis and cell cycle arrest at the G2/M phase. Through computational study and CESTA assay, we implicated phosphoinositide 3-kinase α (PI3Kα) as a potential target. Thus, we present compound 1b as a lead candidate for the development of novel, safe, and effective small-molecule therapies against breast cancer.","Journal Article","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-39930151","39930151","10.1038/s42003-025-07606-x","Genomic hallmarks of endocrine therapy resistance in ER/PR+HER2- breast tumours.","ER/PR+HER2- breast tumours are the most predominant subtype of breast cancer worldwide, including India. Unlike TNBCs, these tumours can be treated with anti-estrogens or aromatase inhibitors. Despite the success of endocrine therapy, a fraction of patients with ER/PR+ breast tumours do not respond to hormone-receptor-specific treatment and encounter disease recurrence contributing to their poor survival. The genomic underpinnings of therapy resistance in ER/PR+HER2- breast tumours are incompletely understood. We have performed whole genome sequencing (WGS) from tumour and normal tissue samples from endocrine-therapy resistant ER/PR+HER2- breast cancer patients who have relapsed on endocrine therapy and have conducted a comparative analysis of WGS data generated from tissues of endocrine therapy sensitive patients who remained free of disease during a minimum 5-year follow-up. Our analysis shows (a) a three-gene (PIK3CA-ESR1-TP53) resistance signature, and (b) impaired DNA double-strand break repair and homologous recombination pathways, were significantly associated with endocrine-therapy resistance and disease recurrence in ER/PR+HER2- tumours. Genome instability, contributing to high burden of copy-number, structural alterations and telomere-shortening identified as major markers of endocrine treatment resistance. Early prediction of endocrine-therapy resistance from the genomic landscape of breast tumours will aid therapeutics. Our finding also opens up the possibility of repurposing PARP inhibitors in treating endocrine therapy-resistant breast cancer patients.","Journal Article","2025","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
