paper_id,pmid,doi,title,abstract,year,journal,authors,source_query,retrieval_batch,record_path
pmid-34730395,34730395,10.1128/JVI.01708-21,Host Restriction Factor A3G Inhibits the Replication of Enterovirus D68 by Competitively Binding the 5' Untranslated Region with PCBP1.,"The host restriction factor APOBEC3G (A3G) inhibits an extensive variety of viruses, including retroviruses, DNA viruses, and RNA viruses. Our study shows that A3G inhibits enterovirus 71 (EV71) and coxsackievirus A16 (CA16) via competitively binding the 5' untranslated region (UTR) with the host protein poly(C)-binding protein 1 (PCBP1), which is required for the replication of multiple EVs. However, whether A3G inhibits other EVs in addition to EV71 and CA16 has not been investigated. Here, we demonstrate that A3G could inhibit the replication of EVD68, which requires PCBP1 for its replication, but not CA6, which does not require PCBP1 for replication. Further investigation revealed that the nucleic-acid-binding activity of A3G is required for EVD68 restriction, similar to the mechanism presented for EV71 restriction. Mechanistically, A3G competitively binds to the cloverleaf (1 to 123 nucleotides [nt]) and the stem-loop IV (234 to 446 nt) domains of the EVD68 5' UTR with PCBP1, thereby inhibiting the 5' UTR activity of EVD68; by contrast, A3G does not interact with CA6 5' UTR, resulting in no effect on CA6 replication. Moreover, the nonstructural protein 2C, encoded by EVD68, overcomes A3G suppression by inducing A3G degradation via the autophagy-lysosome pathway. Our findings revealed that A3G might have broad-spectrum antiviral activity against multiple EVs through this general mechanism, and they might provide important information for the development of an anti-EV strategy. IMPORTANCE As the two major pathogens causing hand, foot, and mouth disease (HFMD), enterovirus 71 (EV71) and coxsackievirus A16 (CA16) attract a lot of attention for the study of their pathogenesis, their involvement with cellular proteins, and so on. However, other EVs such as CA6 and EVD68 constantly occur sporadically or have spread worldwide in recent years. Therefore, more information related to these EVs is needed in order to develop a broad-spectrum anti-EV inhibitor. In this study, we first reveal that the protein poly(C)-binding protein 1 (PCBP1), involved in PV- and EV71 virus replication, is also required for the replication of EVD68, but not for the replication of CA6. Next, we found that the host-restriction factor A3G specifically inhibits the replication of EVD68, but not the replication of CA6, by competitively binding to the 5' UTR of EVD68 along with PCBP1. Our findings broaden knowledge related to EV replication and the interplay between EVs and host factors.",2022,Journal of virology,Li Z;Yang X;Zhao Z;Liu X;Zhang W,"((coxsackievirus[tiab] OR ""coxsackie virus""[tiab] OR CVB[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34730395.json
pmid-34730388,34730388,10.1128/JVI.01610-21,BST2 Suppresses LINE-1 Retrotransposition by Reducing the Promoter Activity of LINE-1 5' UTR.,"Endogenous retrotransposons are considered the ""molecular fossils"" of ancient retroviral insertions. Several studies have indicated that host factors restrict both retroviruses and retrotransposons through different mechanisms. Type 1 long interspersed elements (LINE-1 or L1) are the only active retroelements that can replicate autonomously in the human genome. A recent study reported that LINE-1 retrotransposition is potently suppressed by BST2, a host restriction factor that prevents viral release mainly by physically tethering enveloped virions (such as HIV) to the surface of producer cells. However, no endoplasmic membrane structure has been associated with LINE-1 replication, suggesting that BST2 may utilize a distinct mechanism to suppress LINE-1. In this study, we showed that BST2 is a potent LINE-1 suppressor. Further investigations suggested that BST2 reduces the promoter activity of LINE-1 5' untranslated region (UTR) and lowers the levels of LINE-1 RNA, proteins, and events during LINE-1 retrotransposition. Surprisingly, although BST2 apparently uses different mechanisms against HIV and LINE-1, two membrane-associated domains that are essential for BST2-mediated HIV tethering also proved important for BST2-induced inhibition of LINE-1 5' UTR. Additionally, by suppressing LINE-1, BST2 prevented LINE-1-induced genomic DNA damage and innate immune activation. Taken together, our data uncovered the mechanism of BST2-mediated LINE-1 suppression and revealed new roles of BST2 as a promoter regulator, genome stabilizer, and innate immune suppressor. IMPORTANCE BST2 is a potent antiviral protein that suppresses the release of several enveloped viruses, mainly by tethering the envelope of newly synthesized virions and restraining them on the surface of producer cells. In mammalian cells, there are numerous DNA elements replicating through reverse transcription, among which LINE-1 is the only retroelement that can replicate autonomously. Although LINE-1 retrotransposition does not involve the participation of a membrane structure, BST2 has been reported as an efficient LINE-1 suppressor, suggesting a different mechanism for BST2-mediated LINE-1 inhibition and a new function for BST2 itself. We found that BST2 specifically represses the promoter activity of LINE-1 5' UTR, resulting in decreased levels of LINE-1 transcription, translation, and subsequent retrotransposition. Additionally, by suppressing LINE-1 activity, BST2 maintains genome stability and regulates innate immune activation. These findings expand our understanding of BST2 and its biological significance.",2022,Journal of virology,Zhao Y;Du J;Wang Y;Wang Q;Wang S;Zhao K,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34730388.json
pmid-34709640,34709640,10.1007/978-1-0716-1879-0_10,Isolation and Identification of Dengue Virus Interactome with Human Plasma Proteins by Affinity Purification-Mass Spectrometry.,"Viral proteins evolve to benefit the interaction with host proteins during the infection and replication processes. A comprehensive understanding of virus interactome with host proteins may thus lead to the identification of molecular targets for infection inhibition. We present a procedure for isolating and identifying the dengue virus interactome with human plasma proteins. It comprises the fractionation of human plasma by anion exchange chromatography, followed by affinity purification and mass spectrometry identification of the captured proteins. This procedure was applied to the characterization of the interactions of the four serotypes of dengue virus with human plasma proteins, mediated by the domain III of the envelope protein of the virus. The resulting interactome comprises 62 proteins, six of which were validated as new direct interactions of the virus with its human host.",2022,"Methods in molecular biology (Clifton, N.J.)",Huerta V;Ramos Y,"((dengue[tiab] OR DENV[tiab]) AND (interactome[tiab] OR AP-MS[tiab] OR ""affinity purification mass spectrometry""[tiab] OR ""proximity proteomics""[tiab] OR ""proximity labeling""[tiab] OR BioID[tiab] OR ""protein interaction mapping""[tiab] OR (""viral protein""[tiab] AND (""host protein""[tiab] OR ""cellular protein""[tiab]))))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34709640.json
pmid-34709639,34709639,10.1007/978-1-0716-1879-0_9,Yeast Two-Hybrid System for Mapping Novel Dengue Protein Interactions.,"Yeast two-hybrid (Y2H) systems are one of the principal choices for identifying novel binary protein-protein interactions (PPIs). Since its development, it has contributed for the discovery of several PPIs between pathogens and host, allowing not only a comprehensive look at the disease pathogenesis but also for therapeutic strategies. Identification of viral-host PPIs that impact on viral replication and pathogenesis can lead to new advances in antiviral therapies such as the development of drug candidates and vaccine design. In this chapter, we revise the Y2H key parameters necessary for screening PPIs and discuss the possible approaches for using this technique to identify novel dengue-host protein interactions.",2022,"Methods in molecular biology (Clifton, N.J.)",Conde JN,"((dengue[tiab] OR DENV[tiab]) AND (interactome[tiab] OR AP-MS[tiab] OR ""affinity purification mass spectrometry""[tiab] OR ""proximity proteomics""[tiab] OR ""proximity labeling""[tiab] OR BioID[tiab] OR ""protein interaction mapping""[tiab] OR (""viral protein""[tiab] AND (""host protein""[tiab] OR ""cellular protein""[tiab]))))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34709639.json
pmid-34314873,34314873,10.1016/j.gpb.2021.02.008,A Yeast BiFC-seq Method for Genome-wide Interactome Mapping.,"Genome-wide physical protein-protein interaction (PPI) mapping remains a major challenge for current technologies. Here, we reported a high-efficiency BiFC-seq method, yeast-enhanced green fluorescent protein-based bimolecular fluorescence complementation (yEGFP-BiFC) coupled with next-generation DNA sequencing, for interactome mapping. We first applied yEGFP-BiFC method to systematically investigate an intraviral network of the Ebola virus. Two-thirds (9/14) of known interactions of EBOV were recaptured, and five novel interactions were discovered. Next, we used the BiFC-seq method to map the interactome of the tumor protein p53. We identified 97 interactors of p53, more than three-quarters of which were novel. Furthermore, in a more complex background, we screened potential interactors by pooling two BiFC libraries together and revealed a network of 229 interactions among 205 proteins. These results show that BiFC-seq is a highly sensitive, rapid, and economical method for genome-wide interactome mapping.",2022,"Genomics, proteomics & bioinformatics",Shang L;Zhang Y;Liu Y;Jin C;Yuan Y;Tian C;Ni M;Bo X;Zhang L;Li D;He F;Wang J,"((Ebola[tiab] OR ""Ebola virus""[tiab] OR Ebolavirus[tiab] OR EBOV[tiab]) AND (interactome[tiab] OR AP-MS[tiab] OR ""affinity purification mass spectrometry""[tiab] OR ""proximity proteomics""[tiab] OR ""proximity labeling""[tiab] OR BioID[tiab] OR ""protein interaction mapping""[tiab] OR (""viral protein""[tiab] AND (""host protein""[tiab] OR ""cellular protein""[tiab]))))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34314873.json
pmid-34938362,34938362,10.1155/2021/9949328,Optimization: Molecular Communication Networks for Viral Disease Analysis Using Deep Leaning Autoencoder.,"Developing new treatments for emerging infectious diseases in infectious and noninfectious diseases has attracted a particular attention. The emergence of viral diseases is expected to accelerate; these data indicate the need for a proactive approach to develop widely active family specific and cross family therapies for future disease outbreaks. Viral disease such as pneumonia, severe acute respiratory syndrome type 2, HIV infection, and Hepatitis-C virus can cause directly and indirectly cardiovascular disease (CVD). Emphasis should be placed not only on the development of broad-spectrum molecules and antibodies but also on host factor therapy, including the reutilization of previously approved or developing drugs. Another new class of therapeutics with great antiviral therapeutic potential is molecular communication networks using deep learning autoencoder (DL-AEs). The use of DL-AEs for diagnosis and prognosis prediction of infectious and noninfectious diseases has attracted a particular attention. MCN is map to molecular signaling and communication that are found inside and outside the human body where the goal is to develop a new black box mechanism that can serve the future robust healthcare industry (HCI). MCN has the ability to characterize the signaling process between cells and infectious disease locations at various levels of the human body called point-to-point MCN through DL-AE and provide targeted drug delivery (TDD) environment. Through MCN, and DL-AE healthcare provider can remotely measure biological signals and control certain processes in the required organism for the maintenance of the patient's health state. We use biomicrodevices to promote the real-time monitoring of human health and storage of the gathered data in the cloud. In this paper, we use the DL-based AE approach to design and implement a new drug source and target for the MCN under white Gaussian noise. Simulation results show that transceiver executions for a given medium model that reduces the bit error rate which can be learned. Then, next development of molecular diagnosis such as heart sounds is classified. Furthermore, biohealth interface for the inside and outside human body mechanism is presented, comparative perspective with up-to-date current situation about MCN.",2021,Computational and mathematical methods in medicine,Junejo AR;Kaabar MKA;Li X,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab])); ((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34938362.json
pmid-34933450,34933450,10.1128/mBio.02113-21,Interferon-Induced Transmembrane Proteins Inhibit Infection by the Kaposi's Sarcoma-Associated Herpesvirus and the Related Rhesus Monkey Rhadinovirus in a Cell-Specific Manner.,"The interferon-induced transmembrane proteins (IFITMs) are broad-spectrum antiviral proteins that inhibit the entry of enveloped viruses. We analyzed the effect of IFITMs on the gamma-2 herpesviruses Kaposi's sarcoma-associated herpesvirus (KSHV) and the closely related rhesus monkey rhadinovirus (RRV). We used CRISPR/Cas9-mediated gene knockout to generate A549 cells, human foreskin fibroblasts (HFF), and human umbilical vein endothelial cells (HUVEC) with combined IFITM1/2/3 knockout and identified IFITMs as cell-dependent inhibitors of KSHV and RRV infection in A549 cells and HFF but not HUVEC. IFITM overexpression revealed IFITM1 as the relevant IFITM that inhibits KSHV and RRV infection. Fluorescent KSHV particles did not pronouncedly colocalize with IFITM-positive compartments. However, we found that KSHV and RRV glycoprotein-mediated cell-cell fusion is enhanced upon IFITM1/2/3 knockout. Taken together, we identified IFITM1 as a cell-dependent restriction factor of KSHV and RRV that acts at the level of membrane fusion. Of note, our results indicate that recombinant IFITM overexpression may lead to results that are not representative for the situation at endogenous levels. Strikingly, we observed that the endotheliotropic KSHV circumvents IFITM-mediated restriction in HUVEC despite high IFITM expression, while influenza A virus (IAV) glycoprotein-driven entry into HUVEC is potently restricted by IFITMs even in the absence of interferon. Mechanistically, we found that KSHV colocalizes less with IFITM1 and IFITM2 in HUVEC than in A549 cells immediately after attachment, potentially contributing to the observed difference in restriction. IMPORTANCE IFITM proteins are the first line of defense against infection by many pathogens and may also have therapeutic importance, as they, among other effectors, mediate the antiviral effect of interferons. Neither their function against herpesviruses nor their mechanism of action is well understood. We report here that in some cells but not in, for example, primary umbilical vein endothelial cells, IFITM1 restricts KSHV and RRV and that, mechanistically, this is likely effected by reducing the fusogenicity of the cell membrane. Further, we demonstrate potent inhibition of IAV glycoprotein-driven infection of cells of extrapulmonary origin by high constitutive IFITM expression.",2021,mBio,Hörnich BF;Großkopf AK;Dcosta CJ;Schlagowski S;Hahn AS,"((KSHV[tiab] OR ""Kaposi sarcoma-associated herpesvirus""[tiab] OR ""human herpesvirus 8""[tiab] OR HHV-8[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34933450.json
pmid-34835122,34835122,10.3390/v13112316,Functional Importance of Hydrophobic Patches on the Ebola Virus VP35 IFN-Inhibitory Domain.,"Viral protein 35 (VP35) of Ebola virus (EBOV) is a multifunctional protein that mainly acts as a viral polymerase cofactor and an interferon antagonist. VP35 interacts with the viral nucleoprotein (NP) and double-stranded RNA for viral RNA transcription/replication and inhibition of type I interferon (IFN) production, respectively. The C-terminal portion of VP35, which is termed the IFN-inhibitory domain (IID), is important for both functions. To further identify critical regions in this domain, we analyzed the physical properties of the surface of VP35 IID, focusing on hydrophobic patches, which are expected to be functional sites that are involved in interactions with other molecules. Based on the known structural information of VP35 IID, three hydrophobic patches were identified on its surface and their biological importance was investigated using minigenome and IFN-β promoter-reporter assays. Site-directed mutagenesis revealed that some of the amino acid substitutions that were predicted to disrupt the hydrophobicity of the patches significantly decreased the efficiency of viral genome replication/transcription due to reduced interaction with NP, suggesting that the hydrophobic patches might be critical for the formation of a replication complex through the interaction with NP. It was also found that the hydrophobic patches were involved in the IFN-inhibitory function of VP35. These results highlight the importance of hydrophobic patches on the surface of EBOV VP35 IID and also indicate that patch analysis is useful for the identification of amino acid residues that directly contribute to protein functions.",2021,Viruses,Kasajima N;Matsuno K;Miyamoto H;Kajihara M;Igarashi M;Takada A,"((Ebola[tiab] OR ""Ebola virus""[tiab] OR Ebolavirus[tiab] OR EBOV[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab])); ((KSHV[ti] OR ""Kaposi sarcoma-associated herpesvirus""[ti] OR dengue[ti] OR DENV[ti] OR ""hepatitis C virus""[ti] OR HCV[ti] OR coxsackievirus[ti] OR HIV[ti] OR Ebola[ti] OR EBOV[ti]) AND (""ubiquitin ligase""[tiab] OR proteasome[tiab] OR autophagy[tiab] OR ""ER-phagy""[tiab] OR reticulophagy[tiab] OR ""nuclear import""[tiab] OR ""RNA-binding protein""[tiab] OR ""replication complex""[tiab] OR trafficking[tiab]) AND (""host factor""[tiab] OR ""host protein""[tiab] OR ""viral protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR restricts[tiab] OR promotes[tiab]) NOT (patient*[tiab] OR plasma[tiab] OR serum[tiab] OR biomarker*[tiab] OR metabolomic*[tiab] OR ""network pharmacology""[tiab] OR docking[tiab] OR vaccine*[tiab] OR diagnostic*[tiab] OR epidemiolog*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34835122.json
pmid-34824224,34824224,10.1038/s41467-021-27177-9,A structured RNA motif locks Argonaute2:miR-122 onto the 5' end of the HCV genome.,"microRNAs (miRNAs) form regulatory networks in metazoans. Viruses engage miRNA networks in numerous ways, with Flaviviridae members exploiting direct interactions of their RNA genomes with host miRNAs. For hepatitis C virus (HCV), binding of liver-abundant miR-122 stabilizes the viral RNA and regulates viral translation. Here, we investigate the structural basis for these activities, taking into consideration that miRNAs function in complex with Argonaute (Ago) proteins. The crystal structure of the Ago2:miR-122:HCV complex reveals a structured RNA motif that traps Ago2 on the viral RNA, masking its 5' end from enzymatic attack. The trapped Ago2 can recruit host factor PCBP2, implicated in viral translation, while binding of a second Ago2:miR-122 competes with PCBP2, creating a potential molecular switch for translational control. Combined results reveal a viral RNA structure that modulates Ago2:miR-122 dynamics and repurposes host proteins to generate a functional analog of the mRNA cap-binding complex.",2021,Nature communications,Gebert LFR;Law M;MacRae IJ,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34824224.json
pmid-34818858,34818858,10.4103/0972-9062.313961,Lipids fluctuations in mosquitoes upon arboviral infections.,"Arboviruses are responsible for several emerging and re-emerging infectious diseases, with dengue, Zika virus disease and Chikungunya fever being the most important arboviral diseases nowadays. Infection of these viruses depends primarily on its ability to replicate and disseminate in mosquitoes. Since these viruses are enveloped, viral replication, assembly and release occurs in the cellular membranes, which depends on the manipulation of host lipid metabolism. Specifically in mammalian cells replication, they use host lipids to establish a compartment known as replication complex that contains the replicase complex. This complex includes viral RNA, proteins and host factors necessary for a successful replication in mammalian cells. Although little is known about extrinsic factor(s) needed for arbovirus replication in vectors,recent reports show that high lipid concentrations are related with increased viral replication in mosquito cells infected with dengue, Zika and Chikungunya viruses. Here, we present a review that focuses on the cellular mechanisms and the lipid environment alteration in mosquito vector after arbovirus infection and their relationship with arbovirus replication.",2021,Journal of vector borne diseases,Melendez-Villanueva MA;Trejo-Ávila LM;Galán-Huerta KA;Rivas-Estilla AM,"((dengue[tiab] OR DENV[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34818858.json
pmid-34745452,34745452,10.1016/j.csbj.2021.09.017,"An Ebola, Neisseria and Trypanosoma human protein interaction census reveals a conserved human protein cluster targeted by various human pathogens.","Filovirus ebolavirus (ZE; Zaire ebolavirus, Bundibugyo ebolavirus), Neisseria meningitidis (NM), and Trypanosoma brucei (Tb) are serious infectious pathogens, spanning viruses, bacteria and protists and all may target the blood and central nervous system during their life cycle. NM and Tb are extracellular pathogens while ZE is obligatory intracellular, targetting immune privileged sites. By using interactomics and comparative evolutionary analysis we studied whether conserved human proteins are targeted by these pathogens. We examined 2797 unique pathogen-targeted human proteins. The information derived from orthology searches of experimentally validated protein-protein interactions (PPIs) resulted both in unique and shared PPIs for each pathogen. Comparing and analyzing conserved and pathogen-specific infection pathways for NM, TB and ZE, we identified human proteins predicted to be targeted in at least two of the compared host-pathogen networks. However, four proteins were common to all three host-pathogen interactomes: the elongation factor 1-alpha 1 (EEF1A1), the SWI/SNF complex subunit SMARCC2 (matrix-associated actin-dependent regulator of chromatin subfamily C), the dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (RPN1), and the tubulin beta-5 chain (TUBB). These four human proteins all are also involved in cytoskeleton and its regulation and are often addressed by various human pathogens. Specifically, we found (i) 56 human pathogenic bacteria and viruses that target these four proteins, (ii) the well researched new pandemic pathogen SARS-CoV-2 targets two of these four human proteins and (iii) nine human pathogenic fungi (yet another evolutionary distant organism group) target three of the conserved proteins by 130 high confidence interactions.",2021,Computational and structural biotechnology journal,Gupta SK;Ponte-Sucre A;Bencurova E;Dandekar T,"((Ebola[tiab] OR ""Ebola virus""[tiab] OR Ebolavirus[tiab] OR EBOV[tiab]) AND (interactome[tiab] OR AP-MS[tiab] OR ""affinity purification mass spectrometry""[tiab] OR ""proximity proteomics""[tiab] OR ""proximity labeling""[tiab] OR BioID[tiab] OR ""protein interaction mapping""[tiab] OR (""viral protein""[tiab] AND (""host protein""[tiab] OR ""cellular protein""[tiab]))))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34745452.json
pmid-34697376,34697376,10.1038/s41598-021-00415-2,HIV-2 Vpx neutralizes host restriction factor SAMHD1 to promote viral pathogenesis.,"SAMHD1, a human host factor found in myeloid cells which restricts HIV-1 replication. It depletes the dNTPs pool for viral cDNA syntheses, thus preventing the viral replication in the cells. The viral accessory protein, Vpx, exists only in SIVmac/HIV-2 particles. Vpx in SIVmac can induce proteosomal degradation of SAMHD1, which then leads to a decrease in the cytoplasmic dNTP pool. The protein-protein interaction between Vpx and SAMHD1 and its consequences are still unclear. Methods: In this study, we cloned, for the first time, Vpx gene from a HIV-2 infected patient and found up to 30% sequence variation compared to known HIV-2 strains. We then analyzed the role of SAMHD1 protein expression in transfected THP-1 and U937 cells by transfecting with the Vpx gene derived from SIVmac, HIV-2 from the NIH sample as well as HIV-2 from a Saudi patient. We found that Vpx gene expression led to reduced levels of intracellular SAMHD1. When the supernatants of the transfected cell lines were examined for secreted cytokines, chemokines and growth factors, Vpx expression seemed to be suppressive of pro-inflammatory response, and skewed the immune response towards an anti-inflammatory response. These results suggest that Vpx can act at two levels: clearance of intracellular restriction factor and suppression of cytokine storm: both aimed at long-term latency and host-pathogen stand-off, suggesting that Vpx is likely to be a potential therapeutic target.",2021,Scientific reports,Mohamed A;Bakir T;Al-Hawel H;Al-Sharif I;Bakheet R;Kouser L;Murugaiah V;Al-Mozaini M,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34697376.json
pmid-34696835,34696835,10.1016/bs.enz.2021.07.006,Flavivirus enzymes and their inhibitors.,"Flaviviruses such as dengue, Japanese encephalitis, West Nile, Yellow Fever and Zika virus, cause viral hemorrhagic fever and encephalitis in humans. However, antiviral therapeutics to treat or prevent flavivirus infections are not yet available. Thus, there is pressing need to develop therapeutics and vaccines that target flavivirus infections. All flaviviruses carry a positive-sense single-stranded RNA genome, which encodes ten proteins; three structural proteins form the virus shell, and seven nonstructural (NS) proteins are involved in replication of the viral genome. While all NS proteins (NS1, NS2A, NS2B, NS3, NS4A, NS4B, and NS5) are part of a functional membrane-bound replication complex, enzymatic activities required for flaviviral replication reside in only two NS proteins, NS3 and NS5. NS3 functions as a protease, helicase, and triphosphatase, and NS5 as a capping enzyme, methyltransferase, and RNA-dependent RNA polymerase. In this chapter, we provide an overview of viral replication focusing on the structure and function of NS3 and NS5 replicases. We further describe strategies and examples of current efforts to identify potential flavivirus inhibitors against NS3 and NS5 enzymatic activities that can be developed as therapeutic agents to combat flavivirus infections.",2021,The Enzymes,Knyazhanskaya E;Morais MC;Choi KH,"((dengue[tiab] OR DENV[tiab]) AND (""host factor""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""entry factor""[tiab] OR ""host E3 ubiquitin ligase""[tiab] OR ""viral protein-host protein""[tiab] OR ""replication complex""[tiab]) AND (interacts[tiab] OR binds[tiab] OR recruits[tiab] OR cleaves[tiab] OR degrades[tiab] OR modulates[tiab] OR antagonizes[tiab] OR restricts[tiab] OR promotes[tiab] OR mechanism*[tiab]))",20260827,passes/pass_002/artifacts/metadata_collection/records/pmid-34696835.json
