paper_id,pmid,doi,title,abstract,year,source_query,abstract_reviewer_decision,abstract_reviewer_rationale,abstract_reviewer2_decision,abstract_reviewer2_rationale,abstract_reviewer2_confidence,promotion_decision
pmid-37603219,37603219,10.1007/s13577-023-00946-y,Establishment and characterization of CSCRi006-A: an induced pluripotent stem cell line generated from a patient with Diamond-Blackfan Anemia (DBA) carrying ribosomal protein S19 (RPS19) mutation.,"Diamond-Blackfan anemia (DBA) is a congenital hypoplastic anemia characterized by ineffective erythropoiesis. DBA is majorly caused by mutations in the ribosomal protein (RP) genes (Gadhiya and Wills in Diamond-Blackfan Anemia, https://www.statpearls.com/ ; 2023). A suitable disease model that yields a continuous supply of erythroid cells is required to study disease pathogenesis and drug discovery. Toward this, we reprogrammed dermal fibroblasts from a DBA patient with a heterozygous mutation c.22-23delAG in the RPS19 gene identified through exome sequencing. To generate induced pluripotent stem cells (iPSCs), we induced episomal expression of the reprogramming factors OTC3/4, L-MYC, LIN28, SOX2, and KLF4, and a p53 shRNA2. The DBA-iPSC line CSCRi006-A generated during this study was extensively characterized for its pluripotency and genome stability. The clone retained normal karyotype and showed high expression levels of pluripotency markers, OCT4, NANOG, SOX2, TRA-I-60, TRA-I-81, and SSEA4. It could differentiate into cells originating from all three germ cell layers, as identified by immunostaining for SOX17 (endoderm), Brachyury (mesoderm), and PAX6 (ectoderm). IPSCs provide a renewable source of cells for in vitro disease modeling. CSCRi006-A, a thoroughly characterized iPSC line carrying heterozygous RPS19 c.22-23delAG mutation, is a valuable cell line for the disease modeling of DBA. This iPSC line can be differentiated into different blood cell types to study the mechanisms of disease development and identify potential treatments.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37549955,37549955,10.14814/phy2.15784,Cold water immersion in recovery following a single bout resistance exercise suppresses mechanisms of miRNA nuclear export and maturation.,"Cold water immersion (CWI) following intense exercise is a common athletic recovery practice. However, CWI impacts muscle adaptations to exercise training, with attenuated muscle hypertrophy and increased angiogenesis. Tissue temperature modulates the abundance of specific miRNA species and thus CWI may affect muscle adaptations via modulating miRNA expression following a bout of exercise. The current study focused on the regulatory mechanisms involved in cleavage and nuclear export of mature miRNA, including DROSHA, EXPORTIN-5, and DICER. Muscle biopsies were obtained from the vastus lateralis of young males (n = 9) at rest and at 2, 4, and 48 h of recovery from an acute bout of resistance exercise, followed by either 10 min of active recovery (ACT) at ambient temperature or CWI at 10°C. The abundance of key miRNA species in the regulation of intracellular anabolic signaling (miR-1 and miR-133a) and angiogenesis (miR-15a and miR-126) were measured, along with several gene targets implicated in satellite cell dynamics (NCAM and PAX7) and angiogenesis (VEGF and SPRED-1). When compared to ACT, CWI suppressed mRNA expression of DROSHA (24 h p = 0.025 and 48 h p = 0.017), EXPORTIN-5 (24 h p = 0.008), and DICER (24 h p = 0.0034). Of the analyzed miRNA species, miR-133a (24 h p < 0.001 and 48 h p = 0.007) and miR-126 (24 h p < 0.001 and 48 h p < 0.001) remained elevated at 24 h post-exercise in the CWI trial only. Potential gene targets of these miRNA, however, did not differ between trials. CWI may therefore impact miRNA abundance in skeletal muscle, although the precise physiological relevance needs further investigation.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37536498,37536498,10.1016/j.molmet.2023.101785,"The SSBP3 co-regulator is required for glucose homeostasis, pancreatic islet architecture, and beta-cell identity.","OBJECTIVE: Transcriptional complex activity drives the development and function of pancreatic islet cells to allow for proper glucose regulation. Prior studies from our lab and others highlighted that the LIM-homeodomain transcription factor (TF), Islet-1 (Isl1), and its interacting co-regulator, Ldb1, are vital effectors of developing and adult β-cells. We further found that a member of the Single Stranded DNA-Binding Protein (SSBP) co-regulator family, SSBP3, interacts with Isl1 and Ldb1 in β-cells and primary islets (mouse and human) to impact β-cell target genes MafA and Glp1R in vitro. Members of the SSBP family stabilize TF complexes by binding directly to Ldb1 and protecting the complex from ubiquitin-mediated turnover. In this study, we hypothesized that SSBP3 has critical roles in pancreatic islet cell function in vivo, similar to the Isl1::Ldb1 complex.

METHODS: We first developed a novel SSBP3 LoxP allele mouse line, where Cre-mediated recombination imparts a predicted early protein termination. We bred this mouse with constitutive Cre lines (Pdx1- and Pax6-driven) to recombine SSBP3 in the developing pancreas and islet (SSBP3ΔPanc and SSBP3ΔIslet), respectively. We assessed glucose tolerance and used immunofluorescence to detect changes in islet cell abundance and markers of β-cell identity and function. Using an inducible Cre system, we also deleted SSBP3 in the adult β-cell, a model termed SSBP3Δβ-cell. We measured glucose tolerance as well as glucose-stimulated insulin secretion (GSIS), both in vivo and in isolated islets in vitro. Using islets from control and SSBP3Δβ-cell we conducted RNA-Seq and compared our results to published datasets for similar β-cell specific Ldb1 and Isl1 knockouts to identify commonly regulated target genes.

RESULTS: SSBP3ΔPanc and SSBP3ΔIslet neonates present with hyperglycemia. SSBP3ΔIslet mice are glucose intolerant by P21 and exhibit a reduction of β-cell maturity markers MafA, Pdx1, and UCN3. We observe disruptions in islet cell architecture with an increase in glucagon+ α-cells and ghrelin+ ε-cells at P10. Inducible loss of β-cell SSBP3 in SSBP3Δβ-cell causes hyperglycemia, glucose intolerance, and reduced GSIS. Transcriptomic analysis of 14-week-old SSBP3Δβ-cell islets revealed a decrease in β-cell function gene expression (Ins, MafA, Ucn3), increased stress and dedifferentiation markers (Neurogenin-3, Aldh1a3, Gastrin), and shared differentially expressed genes between SSBP3, Ldb1, and Isl1 in adult β-cells.

CONCLUSIONS: SSBP3 drives proper islet identity and function, where its loss causes altered islet-cell abundance and glucose homeostasis. β-Cell SSBP3 is required for GSIS and glucose homeostasis, at least partially through shared regulation of Ldb1 and Isl1 target genes.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37357193,37357193,10.3760/cma.j.cn112137-20230116-00086,[Clinicopathological and gene mutation characteristics of uterine carcinosarcoma].,"To explore the clinicopathological characteristics, immunophenotype, diagnosis and differential diagnosis of uterine carcinosarcoma (UCS), and to explore the gene mutation characteristics and tumor mutation burden (TMB) of UCS. The clinical imaging, pathomorphological data and immunohistochemical expression of 4 cases of UCS, which were archived in the Department of Pathology of the Second Affiliated Hospital of Soochow University from January 2021 to May 2022 were retrospectively analyzed. All exon groups of 4 cases of UCS were sequenced. All the 4 patients were female, aged 47-81 years. The maximum diameter of the tumor was 4.0-13.0 cm, and the boundary was unclear. Microscopically, the tumor was composed of malignant epithelium and sarcoma. Immunohistochemistry showed that the epithelial components of 4 patients expressed broad-spectrum cytokeratin (AE1/E3), the sarcoma components expressed Vimentin, PAX8, ER, PR were expressed to varying degrees, and Ki-67 positive index was high (60%-90%). There were 3 p53 missense mutations, 1 nonsense mutation, 4 MLH1, PMS2, MSH2, MSH6 were positive and PD-L1 was negative. The sequencing results of the whole exon group of 4 UCS patients showed that TP53, BCL9L, BRD4, CLTCLI, PSMD1I, PLEC genes showed a high mutation ratio, which was 3/4, 2/4, 2/4, 2/4, 2/4, 2/4, respectively. TMB analysis showed that the TMB of 4 cases of UCS was<5 mut/Mb. UCS is a rare and highly malignant endometrial tumor. The sequencing results of the whole exon group suggested that TP53, BCL9L, BRD4 and other genes had high mutation rates, suggesting that the occurrence and development of UCS may be closely related to Wnt signaling pathway. Molecular typing indicated that 3 cases of UCS were of high copy number type/p53 mutation type, and 1 case had POLD1 mutation. Microsatellite stability, low PD-L1 expression and TMB results suggested that UCS patients have no obvious advantage in immunotherapy.",2023,"(""PAX8""[Title/Abstract] OR ""PAX-8""[Title/Abstract] OR ""paired box 8""[Title/Abstract] OR ""paired-box gene 8""[Title/Abstract]) AND (stability[Title/Abstract] OR destabilization[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR lysosome[Title/Abstract] OR autophagy[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37356785,37356785,10.1016/j.actbio.2023.06.027,Therapeutic effect of a hydrogel-based neural stem cell delivery sheet for mild traumatic brain injury.,"OBJECTIVE: There are no effective clinically applicable treatments for neuronal dysfunction after mild traumatic brain injury (TBI). Here, we evaluated the therapeutic effect of a new delivery method of mouse neural stem cell (mNSC) spheroids using a hydrogel, in terms of improvement in damaged cortical lesions and cognitive impairment after mild TBI.

METHODS: mNSCs were isolated from the subventricular zone and subgranular zone by a hydrogel-based culture system. GFP-transduced mNSCs were generated into spheroids and wrapped into a sheet for transplantation. Male C57BL/6J mice were randomly divided into four groups: sham operation, TBI, TBI with mNSC spheroids, and TBI with mNSC spheroid sheet transplantation covering the damaged cortex. Histopathological and immunohistochemical features and cognitive function were evaluated 7, 14, and 28 days after transplantation following TBI.

RESULTS: Hydrogel-based culture systems and mNSC isolation were successfully established from the adult mice. Essential transcription factors for NSCs, such as SOX2, PAX6, Olig2, nestin, and doublecortin (DCX), were highly expressed in the mNSCs. A transplanted hydrogel-based mNSC spheroid sheet showed good engraftment and survival ability, differentiated into TUJ1-positive neurons, promoted angiogenesis, and reduced neuronal degeneration. Also, TBI mice treated with mNSC spheroid sheet transplantation exhibited a significantly increased preference for a new object, suggesting improved cognitive function compared to the mNSC spheroids or no treatment groups.

CONCLUSION: Transplantation with a hydrogel-based mNSC spheroid sheet showed engraftment, migration, and stability of delivered cells in a hostile microenvironment after TBI, resulting in improved cognitive function via reconstruction of the damaged cortex.

STATEMENT OF SIGNIFICANCE: This study presents the therapeutic effect of a new delivery method of mouse neural stem cells spheroids using a hydrogel, in terms of improvement in damaged cortical lesions and cognitive impairment after traumatic brain injury. Collagen/fibrin hydrogel allowed long-term survival and migratory ability of NSCs spheroids. Furthermore, transplanted hydrogel-based mNSCs spheroids sheet showed good engraftment, migration, and stability of delivered cells in a hostile microenvironment, resulting in reconstruction of the damaged cortex and improved cognitive function after TBI. Therefore, we suggest that a hydrogel-based mNSCs spheroids sheet could help to improve cognitive impairment after TBI.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37299588,37299588,10.3390/nu15112625,A Comprehensive Review of Pathological Mechanisms and Natural Dietary Ingredients for the Management and Prevention of Sarcopenia.,"Sarcopenia is characterized by an age-related loss of skeletal muscle mass and function and has been recognized as a clinical disease by the World Health Organization since 2016. Substantial evidence has suggested that dietary modification can be a feasible tool to combat sarcopenia. Among various natural dietary ingredients, the present study focused on botanical and marine extracts, phytochemicals, and probiotics. Aims of this review were (1) to provide basic concepts including the definition, diagnosis, prevalence, and adverse effects of sarcopenia, (2) to describe possible pathological mechanisms including protein homeostasis imbalance, inflammation, mitochondrial dysfunction, and satellite cells dysfunction, and (3) to analyze recent experimental studies reporting potential biological functions against sarcopenia. A recent literature review for dietary ingredients demonstrated that protein homeostasis is maintained via an increase in the PI3K/Akt pathway and/or a decrease in the ubiquitin-proteasome system. Regulation of inflammation has primarily targeted inhibition of NF-κB signaling. Elevated Pgc-1α or Pax7 expression reverses mitochondrial or satellite cell dysfunction. This review provides the current knowledge on dietary components with the potential to assist sarcopenia prevention and/or treatment. Further in-depth studies are required to elucidate the role of and develop various dietary materials for healthier aging, particularly concerning muscle health.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37259348,37259348,10.3390/ph16020199,BET Bromodomain Degradation Disrupts Function but Not 3D Formation of RNA Pol2 Clusters.,"Fusion-positive rhabdomyosarcoma (FP-RMS) is driven by a translocation that creates the chimeric transcription factor PAX3-FOXO1 (P3F), which assembles de novo super enhancers to drive high levels of transcription of other core regulatory transcription factors (CRTFs). P3F recruits co-regulatory factors to super enhancers such as BRD4, which recognizes acetylated lysines via BET bromodomains. In this study, we demonstrate that inhibition or degradation of BRD4 leads to global decreases in transcription, and selective downregulation of CRTFs. We also show that the BRD4 degrader ARV-771 halts transcription while preserving RNA Polymerase II (Pol2) loops between super enhancers and their target genes, and causes the removal of Pol2 only past the transcriptional end site of CRTF genes, suggesting a novel effect of BRD4 on Pol2 looping. We finally test the most potent molecule, inhibitor BMS-986158, in an orthotopic PDX mouse model of FP-RMS with additional high-risk mutations, and find that it is well tolerated in vivo and leads to an average decrease in tumor size. This effort represents a partnership with an FP-RMS patient and family advocates to make preclinical data rapidly accessible to the family, and to generate data to inform future patients who develop this disease.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37256934,37256934,10.1126/scitranslmed.abn0736,Indian Hedgehog release from TNF-activated renal epithelia drives local and remote organ fibrosis.,"Progressive fibrosis is a feature of aging and chronic tissue injury in multiple organs, including the kidney and heart. Glioma-associated oncogene 1 expressing (Gli1+) cells are a major source of activated fibroblasts in multiple organs, but the links between injury, inflammation, and Gli1+ cell expansion and tissue fibrosis remain incompletely understood. We demonstrated that leukocyte-derived tumor necrosis factor (TNF) promoted Gli1+ cell proliferation and cardiorenal fibrosis through induction and release of Indian Hedgehog (IHH) from renal epithelial cells. Using single-cell-resolution transcriptomic analysis, we identified an ""inflammatory"" proximal tubular epithelial (iPT) population contributing to TNF- and nuclear factor κB (NF-κB)-induced IHH production in vivo. TNF-induced Ubiquitin D (Ubd) expression was observed in human proximal tubular cells in vitro and during murine and human renal disease and aging. Studies using pharmacological and conditional genetic ablation of TNF-induced IHH signaling revealed that IHH activated canonical Hedgehog signaling in Gli1+ cells, which led to their activation, proliferation, and fibrosis within the injured and aging kidney and heart. These changes were inhibited in mice by Ihh deletion in Pax8-expressing cells or by pharmacological blockade of TNF, NF-κB, or Gli1 signaling. Increased amounts of circulating IHH were associated with loss of renal function and higher rates of cardiovascular disease in patients with chronic kidney disease. Thus, IHH connects leukocyte activation to Gli1+ cell expansion and represents a potential target for therapies to inhibit inflammation-induced fibrosis.",2023,"(""PAX8""[Title/Abstract] OR ""PAX-8""[Title/Abstract] OR ""paired box 8""[Title/Abstract] OR ""paired-box gene 8""[Title/Abstract]) AND (stability[Title/Abstract] OR destabilization[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR lysosome[Title/Abstract] OR autophagy[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37147738,37147738,10.1186/s40659-023-00432-7,NEDD4-1 deficiency impairs satellite cell function during skeletal muscle regeneration.,"BACKGROUND: Satellite cells are tissue-specific stem cells primarily responsible for the regenerative capacity of skeletal muscle. Satellite cell function and maintenance are regulated by extrinsic and intrinsic mechanisms, including the ubiquitin-proteasome system, which is key for maintaining protein homeostasis. In this context, it has been shown that ubiquitin-ligase NEDD4-1 targets the transcription factor PAX7 for proteasome-dependent degradation, promoting muscle differentiation in vitro. Nonetheless, whether NEDD4-1 is required for satellite cell function in regenerating muscle remains to be determined.

RESULTS: Using conditional gene ablation, we show that NEDD4-1 loss, specifically in the satellite cell population, impairs muscle regeneration resulting in a significant reduction of whole-muscle size. At the cellular level, NEDD4-1-null muscle progenitors exhibit a significant decrease in the ability to proliferate and differentiate, contributing to the formation of myofibers with reduced diameter.

CONCLUSIONS: These results indicate that NEDD4-1 expression is critical for proper muscle regeneration in vivo and suggest that it may control satellite cell function at multiple levels.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",include,Abstract locally connects a PAX-family comparator to protein-level regulation within the requested mechanism classes.,confirm_include,Confirmed: title/abstract provides plausible direct or comparator PAX-family protein-level regulation evidence within scope.,medium,advance_to_import
pmid-37116471,37116471,10.1016/j.cell.2023.03.018,Regulation of Pax3 by Proteasomal Degradation of Monoubiquitinated Protein in Skeletal Muscle Progenitors.,,2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",include,"Title/abstract indicates comparator PAX-family protein-level regulation relevant to stability, degradation, PTM, localization, or targeted degradation.",confirm_include,Confirmed: title/abstract provides plausible direct or comparator PAX-family protein-level regulation evidence within scope.,medium,advance_to_import
pmid-37085514,37085514,10.1038/s41467-023-37994-9,Igh and Igk loci use different folding principles for V gene recombination due to distinct chromosomal architectures of pro-B and pre-B cells.,"Extended loop extrusion across the immunoglobulin heavy-chain (Igh) locus facilitates VH-DJH recombination following downregulation of the cohesin-release factor Wapl by Pax5, resulting in global changes in the chromosomal architecture of pro-B cells. Here, we demonstrate that chromatin looping and VK-JK recombination at the Igk locus were insensitive to Wapl upregulation in pre-B cells. Notably, the Wapl protein was expressed at a 2.2-fold higher level in pre-B cells compared with pro-B cells, which resulted in a distinct chromosomal architecture with normal loop sizes in pre-B cells. High-resolution chromosomal contact analysis of the Igk locus identified multiple internal loops, which likely juxtapose VK and JK elements to facilitate VK-JK recombination. The higher Wapl expression in Igμ-transgenic pre-B cells prevented extended loop extrusion at the Igh locus, leading to recombination of only the 6 most 3' proximal VH genes and likely to allelic exclusion of all other VH genes in pre-B cells. These results suggest that pro-B and pre-B cells with their distinct chromosomal architectures use different chromatin folding principles for V gene recombination, thereby enabling allelic exclusion at the Igh locus, when the Igk locus is recombined.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",exclude,"Title/abstract does not show a mechanism regulating PAX8 or a PAX-family protein; likely marker, expression, disease, or unrelated mechanism context.",confirm_exclude,Confirmed: title/abstract does not provide PAX8 or PAX-family protein-level regulatory mechanism evidence in the requested classes.,high,stop
pmid-37028762,37028762,10.1016/j.jbc.2023.104680,The ups and downs of Pax6 in neural stem cells.,"Neural stem cells must rapidly adapt their transcriptional activity to the ever-changing embryonic environment. Currently, we have a limited understanding of how key transcription factors such as Pax6 are modulated at the protein level. In a recent issue of the JBC, Dong et al identified a novel posttranslational regulatory mechanism in which Kat2a-mediated lysine acetylation on Pax6 leads to its ubiquitination and ultimately its degradation via the proteasome pathway, thereby determining whether neural stem cells undergo proliferation or neuronal differentiation.",2023,"(""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX6""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX9""[Title/Abstract] OR ""paired box""[Title/Abstract] OR ""paired-box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""half-life""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR proteasome[Title/Abstract] OR proteasomal[Title/Abstract] OR chaperone[Title/Abstract] OR folding[Title/Abstract] OR ""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR importin[Title/Abstract] OR exportin[Title/Abstract])",include,Abstract locally connects a PAX-family comparator to protein-level regulation within the requested mechanism classes.,confirm_include,Confirmed: title/abstract provides plausible direct or comparator PAX-family protein-level regulation evidence within scope.,medium,advance_to_import
