paper_id,pmid,pmcid,doi,title,normalized_source_type,normalized_path,fulltext_decision,fulltext_rationale,mechanistic_relevance,objective_relevance,topic_centrality,review_confidence
pmid-39615561,39615561,PMC11949280,10.1016/j.actbio.2024.11.044,Myofibers cultured in viscoelastic hydrogels reveal the effects of integrin-binding and mechanosensing on muscle satellite cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11949280.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-39424985,39424985,PMC11588656,10.1038/s41590-024-01995-7,A SIRT7-dependent acetylation switch regulates early B cell differentiation and lineage commitment through Pax5.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11588656.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-39256480,39256480,PMC11528059,10.1038/s41423-024-01213-2,Rack1 regulates B-cell development and function by binding to and stabilizing the transcription factor Pax5.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-39256480.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-39108486,39108486,PMC11302690,10.21203/rs.3.rs-4670386/v1,Programmable Protein Stabilization with Language Model-Derived Peptide Guides.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11302690.json,keep,"Full text has primary-topic, declared-evidence, and outcome overlap and supports an explicit review-frame retention role.",medium,medium,supporting,medium
pmid-39094501,39094501,PMC11345595,10.1016/j.psj.2024.104075,In ovo betaine injection improves breast muscle growth in newly hatched goslings through FXR/IGF-2 pathway.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11345595.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-38776375,38776375,PMC11145296,10.1073/pnas.2314619121,SUMO-specific protease 1 regulates germinal center B cell response through deSUMOylation of PAX5.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11145296.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-38657865,38657865,PMC11130726,10.1016/j.jbc.2024.107312,PTIP UFMylation promotes replication fork degradation in BRCA1-deficient cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC11130726.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-38197297,38197297,,10.1096/fj.202301291RR,Nuclear-localized androgen receptor content following resistance exercise training is associated with hypertrophy in males but not females.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-38197297.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-36860866,36860866,PMC9969136,10.3389/fimmu.2023.1089243,An arrayed CRISPR screen of primary B cells reveals the essential elements of the antibody secretion pathway.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9969136.json,keep,"Full text has primary-topic, declared-evidence, and outcome overlap and supports an explicit review-frame retention role.",medium,medium,supporting,medium
pmid-36825441,36825441,PMC10157619,10.3724/abbs.2023025,"E3 ligase Deltex2 accelerates myoblast proliferation and inhibits myoblast differentiation by targeting Pax7 and MyoD, respectively.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10157619.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-36733766,36733766,PMC9888430,10.3389/fped.2022.978598,Deciphering an isolated lung phenotype of NKX2-1 frameshift pathogenic variant.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9888430.json,keep,"Full text has primary-topic, declared-evidence, and outcome overlap and supports an explicit review-frame retention role.",medium,medium,supporting,medium
pmid-36274837,36274837,PMC9583931,10.3389/fcell.2022.1007120,Emerin interacts with histone methyltransferases to regulate repressive chromatin at the nuclear periphery.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9583931.json,drop,Readable full text does not provide enough evidence for the run objective.,low,low,incidental,medium
pmid-35920196,35920196,PMC9827955,10.3724/abbs.2022043,PHD3 inhibits cell proliferation through hydroxylation of PAX2 at proline 9.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9827955.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-34501239,34501239,PMC8432032,10.3390/jcm10173792,Biologic and Therapeutic Implications of Genomic Alterations in Acute Lymphoblastic Leukemia.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8432032.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-33777928,33777928,PMC7990767,10.3389/fcell.2021.606403,c-Abl Kinase Is Required for Satellite Cell Function Through Pax7 Regulation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7990767.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-33571646,33571646,,10.1016/j.aanat.2021.151694,Localization of T-cell factor 4 positive fibroblasts and CD206-positive macrophages during skeletal muscle regeneration in mice.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-33571646.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-32401642,32401642,PMC8143243,10.1080/15548627.2020.1752548,Autophagy in the physiological endometrium and cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8143243.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-34746812,34746812,PMC8562141,10.1016/j.crphys.2020.02.001,Co-ingestion of carbohydrate and whey protein induces muscle strength and myofibrillar protein accretion without a requirement of satellite cell activation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8562141.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-33117128,33117128,PMC7549434,10.3389/fnmol.2020.00154,Gene Expression Profile at the Motor Endplate of the Neuromuscular Junction of Fast-Twitch Muscle.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7549434.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-32115872,32115872,,10.1111/febs.15269,USP7-dependent control of myogenin stability is required for terminal differentiation in skeletal muscle progenitors.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-32115872.json,keep,"Full text has primary-topic, declared-evidence, and outcome overlap and supports an explicit review-frame retention role.",medium,medium,supporting,medium
pmid-32010341,32010341,PMC6966193,10.3892/etm.2019.8392,Regulation of immune response by S-1-propenylcysteine through autophagy-mediated protein degradation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6966193.json,keep,"Full text has primary-topic, declared-evidence, and outcome overlap and supports an explicit review-frame retention role.",medium,medium,supporting,medium
pmid-31751626,31751626,,10.1016/j.mce.2019.110638,Defects in protein folding in congenital hypothyroidism.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-31751626.json,keep,"Full text has primary-topic, declared-evidence, and outcome overlap and supports an explicit review-frame retention role.",medium,medium,supporting,medium
pmid-31738430,31738430,,10.1093/jbcr/irz190,Muscle Homeostasis Is Disrupted in Burned Adults.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-31738430.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-31391550,31391550,,10.1038/s41388-019-0907-2,HBx regulates transcription factor PAX8 stabilization to promote the progression of hepatocellular carcinoma.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-31391550.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-31201822,31201822,,10.1016/j.taap.2019.114625,A novel oleanolic acid derivative HA-19 ameliorates muscle atrophy via promoting protein synthesis and preventing protein degradation.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-31201822.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-30328290,30328290,PMC6204589,10.1002/jcsm.12354,Protein imbalance in the development of skeletal muscle wasting in tumour-bearing mice.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6204589.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-29475516,29475516,,10.1016/j.lssr.2017.08.005,Exposure to microgravity for 30 days onboard Bion M1 caused muscle atrophy and impaired regeneration in murine femoral Quadriceps.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-29475516.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-29442331,29442331,,10.1007/978-981-10-7311-3_18,Role of Zic Family Proteins in Transcriptional Regulation and Chromatin Remodeling.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-29442331.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-29150011,29150011,PMC5728388,10.1016/j.ydbio.2017.08.036,Optimization of CRISPR/Cas9 genome editing for loss-of-function in the early chick embryo.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC5728388.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-28700649,28700649,PMC5507275,10.1371/journal.pone.0180868,Autophagy mediates cell cycle response by regulating nucleocytoplasmic transport of PAX6 in limbal stem cells under ultraviolet-A stress.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC5507275.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-28251652,28251652,PMC5451718,10.1113/JP273774,SIRT1 may play a crucial role in overload-induced hypertrophy of skeletal muscle.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-28251652.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-27748274,27748274,PMC5080925,10.4103/0971-5916.191747,Level of PAX5 in differential diagnosis of non-Hodgkin's lymphoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC5080925.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-27555585,27555585,PMC5018744,10.1073/pnas.1600770113,Hedgehog-dependent E3-ligase Midline1 regulates ubiquitin-mediated proteasomal degradation of Pax6 during visual system development.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-27555585.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-27144531,27144531,PMC4856311,10.1371/journal.pone.0154919,Ck2-Dependent Phosphorylation Is Required to Maintain Pax7 Protein Levels in Proliferating Muscle Progenitors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4856311.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-27144473,27144473,PMC5019118,10.1002/stem.2396,Barx2 and Pax7 Regulate Axin2 Expression in Myoblasts by Interaction with β-Catenin and Chromatin Remodelling.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC5019118.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-26811269,26811269,,10.1111/pin.12387,Interaction between thyrocytes and adipose tissue in vitro.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-26811269.json,keep,"Full text has primary-topic, declared-evidence, and outcome overlap and supports an explicit review-frame retention role.",medium,medium,supporting,medium
pmid-26304770,26304770,PMC4579044,10.1002/stem.2125,NEDD4 Regulates PAX7 Levels Promoting Activation of the Differentiation Program in Skeletal Muscle Precursors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4579044.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-26196842,26196842,PMC4615524,10.1097/SHK.0000000000000444,Skeletal Muscle Loss is Associated with TNF Mediated Insufficient Skeletal Myogenic Activation After Burn.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4615524.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-26024302,26024302,,10.1021/acs.chemrestox.5b00036,Arsenic and Its Methylated Metabolites Inhibit the Differentiation of Neural Plate Border Specifier Cells.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-26024302.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-25880082,25880082,PMC4399949,10.1371/journal.pone.0124154,Mechanisms contributing to differential regulation of PAX3 downstream target genes in normal human epidermal melanocytes versus melanoma cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4399949.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-25725067,25725067,PMC4360180,10.1242/dev.113431,"Tbx6, Mesp-b and Ripply1 regulate the onset of skeletal myogenesis in zebrafish.",pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-25725067.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-25720496,25720496,PMC4400335,10.1074/jbc.M115.638577,Mdm2 promotes myogenesis through the ubiquitination and degradation of CCAAT/enhancer-binding protein β.,pdf_grobid,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/normalized/pmid-25720496.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
pmid-25662012,25662012,PMC4329084,10.1016/j.cell.2015.01.015,EBV noncoding RNA binds nascent RNA to drive host PAX5 to viral DNA.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4329084.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-25428274,25428274,PMC4253623,10.1186/s12867-014-0026-0,Efficient isolation of specific genomic regions retaining molecular interactions by the iChIP system using recombinant exogenous DNA-binding proteins.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC4253623.json,drop,Readable full text has document-level overlap but no sentence- or local section-level evidence tying the mechanism/evidence claim to the primary entity and required outcome.,low,medium,supporting,medium
