paper_id,pmid,pmcid,doi,title,year,final_decision,final_rationale,selection_basis,fulltext_access_status,normalized_source_type,normalized_path,review_confidence
pmid-42464737,42464737,PMC13376149,10.1093/nar/gkag713,Exploitation of host U2AF1 and U2AF2 splicing factors facilitates mosquito-borne orthoflavivirus infection across species.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13376149.json,medium
pmid-42440905,42440905,PMC13334477,10.1039/d5md01178g,Dibenzoacridinium derivatives: a new class of G-quadruplex ligands with anti-HIV-1 properties.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13334477.json,high
pmid-42430420,42430420,PMC13354097,10.1371/journal.ppat.1014361,"HIV capsid inhibitors: Mechanisms, resistance, and therapeutic advances.",2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13354097.json,medium
pmid-42429625,42429625,PMC13483245,10.1128/jvi.00898-26,Comparative analysis of flavivirus sfRNA dynamics and secondary structure.,2026,selected_for_reading,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13483245.json,low
pmid-42418426,42418426,PMC13345423,10.1371/journal.ppat.1014376,Independent proviral and antiviral host factors recognize the same capsid protein in divergent human herpesviruses.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13345423.json,medium
pmid-42411008,42411008,PMC13399220,10.1002/2211-5463.70294,Importin 7 mediates the nuclear import of HIV-1 integrase via a specific interacting interface.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13399220.json,high
pmid-42391287,42391287,PMC13334546,10.1099/jgv.0.002288,"GRHAL1, a novel lncRNA, regulates HIV-1 gene expression by modulating Tat- and Sp1-mediated HIV-1 LTR activation.",2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13334546.json,medium
pmid-42387508,42387508,PMC13326380,10.1186/s12929-026-01274-7,Calcium and phosphorylation coordination is a novel mechanism that stabilises protein-complexes during HIV assembly.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13326380.json,high
pmid-42383738,42383738,PMC13387004,10.1128/jvi.00780-26,Assembly of lipid droplet-associated ring structures in hepatitis C virus-infected cells via liquid-liquid phase separation (LLPS) and non-LLPS mechanisms.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13387004.json,high
pmid-42361119,42361119,PMC13327515,10.1371/journal.ppat.1014279,Dissecting the host determinants of orthoflavivirus infection using QIC-seq.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13327515.json,medium
pmid-42359813,42359813,PMC13312838,10.1080/13510002.2026.2679333,HIV-1 gp120-induced lysosomal stress responses are controlled by TRPML1 redox sensors.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13312838.json,high
pmid-42347186,42347186,PMC13306193,10.3390/pathogens15060575,Blocking Host Factors IAP and DDX3 Activates HIV-1 Transcription and Increases Apoptosis Sensitivity of HIV-1 Infected Cells.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13306193.json,medium
pmid-42312836,42312836,PMC13386948,10.1128/jvi.00638-26,Palmitoylation of CLDN12 regulated by ZDHHC7 and APT1/2 promotes hepatitis C virus entry.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13386948.json,medium
pmid-42292375,42292375,PMC13260385,10.3389/fimmu.2026.1849848,Proteomic signals are not equal clinical phenotypes: redefining evidence standards in arbovirus-SARS-CoV-2 cross-reactivity.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13260385.json,medium
pmid-42287495,42287495,PMC13264558,10.1007/s00705-026-06669-3,The role of DPP4 in viral infections: from receptor biology to antiviral target.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13264558.json,medium
pmid-42253925,42253925,PMC13240522,10.1002/mco2.70785,Human Coronavirus 229E Uses ORF4/4a to Antagonize the Host Restriction Factor SERINC5.,2026,selected_for_reading,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13240522.json,low
pmid-42231329,42231329,PMC13450505,10.1186/s12967-026-08348-y,CircRNA profiles of extracellular vesicle-enriched fractions from ART suppressed pregnant women living with HIV identifies interactome networks key to inflammation and viral latency.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13450505.json,high
pmid-42230819,42230819,PMC13470021,10.1038/s41598-026-53209-9,BST-2 inhibits SARS-CoV-2 egress at intracellular membranes and is neutralized by ORF7a.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13470021.json,medium
pmid-42205581,42205581,PMC13201242,10.3389/fmicb.2026.1819878,Molecular arms races at the virus-host splicing interface and their pathogenic implications.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13201242.json,medium
pmid-42201028,42201028,PMC13214889,10.3390/medsci14020237,Endostemonine I as a Multi-Target Inhibitor of Kaposi's Sarcoma-Associated Herpesvirus Oncogenic Pathways: An Integrative Computational Study.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13214889.json,medium
pmid-42198716,42198716,PMC13211447,10.3390/v18050514,"Rapid Construction and Characterization of Infectious cDNA Clones and Reporter Viruses of Enteroviruses, Including Enterovirus A71 and Coxsackievirus B5, with Systematic Identification of Critical Determinants for Successful Reporter Virus Generation.",2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13211447.json,high
pmid-42196548,42196548,PMC13207110,10.3390/ijms27104571,Multi-Omics Landscape of Circadian Clock Dysregulation Across the Chronic Liver Disease Spectrum.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13207110.json,medium
pmid-42174376,42174376,PMC13206289,10.1002/cmdc.70301,Development of a Lysine-Reactive Targeted Covalent Inhibitor for the P300/CBP-Associated Factor Bromodomain Through Structure-Based Design.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13206289.json,medium
pmid-42149916,42149916,PMC13193608,10.1371/journal.ppat.1014229,Acetylation-mediated regulation of ALV viral proteins: Implications for retroviral inhibition.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13193608.json,medium
pmid-42149692,42149692,PMC13182571,10.1093/bfgp/elag001,An integrative meta-analysis of SARS-CoV-2 RNA-protein interactomes identifies conserved host factors shared with other RNA viruses.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13182571.json,medium
pmid-42148122,42148122,PMC13171569,10.3389/fimmu.2026.1682740,Transcriptomic and bioinformatics analysis reveals the host response feature and potential treatment strategy of patients with dengue fever.,2026,selected_for_reading,Full text links a primary virus to a host factor or host pathway mechanism.,fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13171569.json,medium
pmid-42139316,42139316,PMC13215601,10.1371/journal.ppat.1014217,Characterization of the virus-host RNA-RNA interactome across important human pathogenic RNA viruses.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13215601.json,medium
pmid-42129882,42129882,PMC13169674,10.1186/s13020-026-01411-2,CVB-D attenuates experimental diabetic cardiomyopathy by alleviating mitochondrial dysfunction via the JAK1-STAT1 signaling axis in vivo and in vitro.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13169674.json,high
pmid-42095660,42095660,PMC13288819,10.1128/jvi.00314-26,Replication-competent SIVcpz CRISPR screen identifies barriers to successful cross-species transmission.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13288819.json,medium
pmid-42094387,42094387,PMC13142392,10.64898/2026.04.26.720894,Bloom syndrome helicase is required for efficient HIV-1 reverse transcription in macrophages.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13142392.json,high
pmid-42059390,42059390,PMC13228025,10.1128/spectrum.03608-25,Temporal transcriptomics identifies early-response and infection-condition-specific modules guiding host-directed anti-EBOV therapeutics.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13228025.json,high
pmid-42057356,42057356,PMC13129248,10.1002/biof.70105,Dengue Virus Capsid Protein Interaction With Nucleic Acids.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13129248.json,high
pmid-42013838,42013838,PMC13105272,10.1016/j.cell.2026.03.046,Systematic discovery of pro- and anti-HIV host factors in primary human CD4+ T cells.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13105272.json,high
pmid-42003581,42003581,PMC13231878,10.1128/aac.01655-25,Mass balance study of [(14)C]Netanasvir Phosphate in healthy Chinese participants.,2026,selected_for_reading,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13231878.json,medium
pmid-41995348,41995348,PMC13185624,10.1128/jvi.00288-26,Hepatitis C virus p7 regulates Core protein processing via signal peptide peptidase to promote virion assembly.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13185624.json,high
pmid-41993254,41993254,PMC13082053,10.64898/2026.04.07.716965,Comparative analysis of flavivirus sfRNA dynamics and secondary structure.,2026,selected_for_reading,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13082053.json,low
pmid-41977311,41977311,PMC13073563,10.3390/ijms27073125,Network Pharmacology-Guided Identification of Candida albicans Secondary Metabolites as Modulators of HIV Latency via Oncogenic Signaling Pathways.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13073563.json,high
pmid-41955099,41955099,PMC13124994,10.1016/j.celrep.2026.117090,Incorporation of genome-bound cellular proteins into HIV-1 particles regulates viral infection.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13124994.json,high
pmid-41953939,41953939,PMC13054541,10.64898/2026.04.01.715898,FAM134B isoform 2/RETREG1-2 defines a calnexin-TOLLIP-coupled ER-phagy pathway that restricts Ebola virus glycoprotein and is antagonized by VP40 through macro-autophagy.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13054541.json,high
pmid-41953938,41953938,PMC13054539,10.64898/2026.02.23.707506,The Kaposi's sarcoma-associated herpesvirus viral genome packaging accessory factor ORF68 forms cytoplasmic puncta dependent on the viral tyrosine kinase.,2026,selected_for_reading,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",fulltext_review,readable,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13054539.json,high
