paper_id,pmid,pmcid,doi,title,normalized_source_type,normalized_path,fulltext_decision,fulltext_rationale,mechanistic_relevance,objective_relevance,topic_centrality,review_confidence
pmid-38776375,38776375,PMC11145296,10.1073/pnas.2314619121,SUMO-specific protease 1 regulates germinal center B cell response through deSUMOylation of PAX5.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11145296.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-38657865,38657865,PMC11130726,10.1016/j.jbc.2024.107312,PTIP UFMylation promotes replication fork degradation in BRCA1-deficient cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC11130726.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-36860866,36860866,PMC9969136,10.3389/fimmu.2023.1089243,An arrayed CRISPR screen of primary B cells reveals the essential elements of the antibody secretion pathway.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC9969136.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-36825441,36825441,PMC10157619,10.3724/abbs.2023025,"E3 ligase Deltex2 accelerates myoblast proliferation and inhibits myoblast differentiation by targeting Pax7 and MyoD, respectively.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC10157619.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-36733766,36733766,PMC9888430,10.3389/fped.2022.978598,Deciphering an isolated lung phenotype of NKX2-1 frameshift pathogenic variant.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC9888430.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-36274837,36274837,PMC9583931,10.3389/fcell.2022.1007120,Emerin interacts with histone methyltransferases to regulate repressive chromatin at the nuclear periphery.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC9583931.json,drop,Readable full text does not provide enough evidence for the run objective.,low,low,incidental,medium
pmid-35920196,35920196,PMC9827955,10.3724/abbs.2022043,PHD3 inhibits cell proliferation through hydroxylation of PAX2 at proline 9.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC9827955.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-34501239,34501239,PMC8432032,10.3390/jcm10173792,Biologic and Therapeutic Implications of Genomic Alterations in Acute Lymphoblastic Leukemia.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC8432032.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-34206382,34206382,PMC8269395,10.3390/ijms22136669,Emerin Represses STAT3 Signaling through Nuclear Membrane-Based Spatial Control.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC8269395.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-32401642,32401642,PMC8143243,10.1080/15548627.2020.1752548,Autophagy in the physiological endometrium and cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC8143243.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-34746812,34746812,PMC8562141,10.1016/j.crphys.2020.02.001,Co-ingestion of carbohydrate and whey protein induces muscle strength and myofibrillar protein accretion without a requirement of satellite cell activation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC8562141.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-33117128,33117128,PMC7549434,10.3389/fnmol.2020.00154,Gene Expression Profile at the Motor Endplate of the Neuromuscular Junction of Fast-Twitch Muscle.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC7549434.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-32010341,32010341,PMC6966193,10.3892/etm.2019.8392,Regulation of immune response by S-1-propenylcysteine through autophagy-mediated protein degradation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC6966193.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-30328290,30328290,PMC6204589,10.1002/jcsm.12354,Protein imbalance in the development of skeletal muscle wasting in tumour-bearing mice.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC6204589.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-29681515,29681515,PMC5935555,10.1016/j.stem.2018.03.022,The Dystrophin Glycoprotein Complex Regulates the Epigenetic Activation of Muscle Stem Cell Commitment.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC5935555.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-29150011,29150011,PMC5728388,10.1016/j.ydbio.2017.08.036,Optimization of CRISPR/Cas9 genome editing for loss-of-function in the early chick embryo.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC5728388.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-28700649,28700649,PMC5507275,10.1371/journal.pone.0180868,Autophagy mediates cell cycle response by regulating nucleocytoplasmic transport of PAX6 in limbal stem cells under ultraviolet-A stress.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC5507275.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-27748274,27748274,PMC5080925,10.4103/0971-5916.191747,Level of PAX5 in differential diagnosis of non-Hodgkin's lymphoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC5080925.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-27144531,27144531,PMC4856311,10.1371/journal.pone.0154919,Ck2-Dependent Phosphorylation Is Required to Maintain Pax7 Protein Levels in Proliferating Muscle Progenitors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4856311.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-27144473,27144473,PMC5019118,10.1002/stem.2396,Barx2 and Pax7 Regulate Axin2 Expression in Myoblasts by Interaction with β-Catenin and Chromatin Remodelling.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC5019118.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-26304770,26304770,PMC4579044,10.1002/stem.2125,NEDD4 Regulates PAX7 Levels Promoting Activation of the Differentiation Program in Skeletal Muscle Precursors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4579044.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-26196842,26196842,PMC4615524,10.1097/SHK.0000000000000444,Skeletal Muscle Loss is Associated with TNF Mediated Insufficient Skeletal Myogenic Activation After Burn.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4615524.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-25662012,25662012,PMC4329084,10.1016/j.cell.2015.01.015,EBV noncoding RNA binds nascent RNA to drive host PAX5 to viral DNA.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4329084.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-25428274,25428274,PMC4253623,10.1186/s12867-014-0026-0,Efficient isolation of specific genomic regions retaining molecular interactions by the iChIP system using recombinant exogenous DNA-binding proteins.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4253623.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-24062260,24062260,PMC4829207,10.1007/s10577-013-9381-9,"Emerin and histone deacetylase 3 (HDAC3) cooperatively regulate expression and nuclear positions of MyoD, Myf5, and Pax7 genes during myogenesis.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC4829207.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-23544078,23544078,PMC3609830,10.1371/journal.pone.0059622,Constitutive expression of Yes-associated protein (Yap) in adult skeletal muscle fibres induces muscle atrophy and myopathy.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3609830.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-22427346,22427346,PMC3437618,10.1158/1940-6207.CAPR-11-0526,The chemopreventive effect of mifepristone on mammary tumorigenesis is associated with an anti-invasive and anti-inflammatory gene signature.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3437618.json,drop,Readable full text is dominated by run-specific exclusion or deferred-context signals.,low,low,incidental,medium
pmid-22355320,22355320,PMC3280250,10.1371/journal.pone.0030614,Functional redundancy of two Pax-like proteins in transcriptional activation of cyst wall protein genes in Giardia lamblia.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3280250.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-22216266,22216266,PMC3247257,10.1371/journal.pone.0029379,Pax3 stimulates p53 ubiquitination and degradation independent of transcription.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC3247257.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-20221250,20221250,PMC2832668,10.1371/journal.pgen.1000870,Papillorenal syndrome-causing missense mutations in PAX2/Pax2 result in hypomorphic alleles in mouse and human.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC2832668.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-19525924,19525924,PMC2736318,10.1038/modpathol.2009.92,PAX2 expression in low malignant potential ovarian tumors and low-grade ovarian serous carcinomas.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC2736318.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
pmid-19121967,19121967,PMC2702540,10.1016/j.ymgme.2008.11.163,Transcriptomic and network component analysis of glycerol kinase in skeletal muscle using a mouse model of glycerol kinase deficiency.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pax8_protein_level_regulation_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC2702540.json,keep,"A title, sentence, or local section-level window connects primary run entities, declared mechanism/evidence terms, and required outcome terms.",high,high,central,high
