paper_id,pmid,doi,title,abstract,year,source_query,review_decision,review_rationale,review_confidence,topic_match_type,reviewer_type,prescreen_hint,prescreen_rationale,prescreen_overlap_terms
pmid-37398206,37398206,10.21203/rs.3.rs-3031591/v1,"Proteomic landscape of astrocytes and pericytes infected with HIV/SARS-CoV-2 mono/co-infection, impacting on neurological complications.","BACKGROUND: Although most individuals recover from coronavirus disease 2019 (COVID-19) within a few weeks, some people continue to experience a wide range of symptoms known as post-acute sequelae of SARS-CoV-2 (PASC) or long COVID. Majority of patients with PASC develop neurological disorders like brain fog, fatigue, mood swings, sleep disorders, loss of smell and test among others collectively called neuro-PASC. While the people living with HIV (PWH) do not have a higher risk of developing severe disease and mortality/morbidity due to COVID-19. As a large section of PWH suffered from HIV-associated neurocognitive disorders (HAND), it is essential to understand the impact of neuro-PASC on people with HAND. In pursuit of this, we infected HIV/SARS-CoV-2 alone or together in primary human astrocytes and pericytes and performed proteomics to understand the impact of co-infection in the central nervous system.

METHODS: Primary human astrocytes and pericytes were infected with SARS-CoV-2 or HIV or HIV + SARS-CoV-2. The concentration of HIV and SARS-CoV-2 genomic RNA in the culture supernatant was quantified using reverse transcriptase quantitative real time polymerase chain reaction (RT-qPCR). This was followed by a quantitative proteomics analysis of mock, HIV, SARS-CoV-2, and HIV + SARS-CoV-2 infected astrocytes and pericytes to understand the impact of the virus in CNS cell types.

RESULTS: Both healthy and HIV-infected astrocytes and pericytes support abortive/low level of SARS-CoV-2 replication. In both mono-infected and co-infected cells, we observe a modest increase in the expression of SARS-CoV-2 host cell entry factors (ACE2, TMPRSS2, NRP1, and TRIM28) and inflammatory mediators (IL-6, TNF-α, IL-1β and IL-18). Quantitative proteomic analysis has identified uniquely regulated pathways in mock vs SARS-CoV-2, mock vs HIV + SARS-CoV-2, and HIV vs HIV + SARS-CoV-2 infected astrocytes and pericytes. The gene set enrichment analysis revealed that the top ten enriched pathways are linked to several neurodegenerative disorders, including Alzheimer's disease, Parkinson's disease, Huntington's disease, and amyotrophic lateral sclerosis.

CONCLUSIONS: Our study emphasizes the significance of long-term monitoring of patients co-infected with HIV and SARS-CoV-2 to detect and understand the development of neurological abnormalities. By unraveling the molecular mechanisms involved, we can identify potential targets for future therapeutic interventions.",2023,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (proteomic*[tiab] OR ""mass spectrometry""[tiab]) AND (host[tiab] OR cellular[tiab]) AND (factor*[tiab] OR pathway*[tiab] OR interact*[tiab]))",include,"Title and abstract directly connect a primary virus to host interaction, host factor, proteomic, or pathway mechanism evidence.",high,direct,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,hiv;host;human;mechanisms;pathways;primary;proteomics;virus
pmid-37375384,37375384,10.3390/molecules28124829,"Comprehensive Metabolite Profiling of Chemlali Olive Tree Root Extracts Using LC-ESI-QTOF-MS/MS, Their Cytotoxicity, and Antiviral Assessment.","The large quantity of olive roots resulting from a large number of old and unfruitful trees encouraged us to look for ways of adding value to these roots. For this reason, the current research work is devoted to the valorization of olive roots by identifying active phytochemicals and assessing their biological activities, including the cytotoxicity and antiviral potential of different extracts from the Olea europaea Chemlali cultivar. The extract, obtained by ultrasonic extraction, was analyzed using the liquid chromatography-mass spectrometry technique (LC-MS). The cytotoxicity was evaluated through the use of the microculture tetrazolium assay (MTT) against VERO cells. Subsequently, the antiviral activity was determined for HHV-1 (Human Herpesvirus type 1) and CVB3 (Coxsackievirus B3) replication in the infected VERO cells. LC-MS analysis allowed the identification of 40 compounds, classified as secoiridoids (53%), organic acids (13%), iridoids (10%), lignans (8%), caffeoylphenylethanoid (5%), phenylethanoids (5%),sugars and derivatives (2%), phenolic acids (2%), and flavonoids (2%). It was found that extracts were not toxic to the VERO cells. Moreover, the extracts did not influence the appearance of HHV-1 or CVB3 cytopathic effects in the infected VERO cells and failed to decrease the viral infectious titer.",2023,"((coxsackievirus[tiab] OR ""coxsackie virus""[tiab] OR CVB[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,allowed;antiviral;coxsackievirus;herpesvirus;human;spectrometry;use;viral
pmid-37358446,37358446,10.1128/jvi.00255-23,KIF16B Mediates Anterograde Transport and Modulates Lysosomal Degradation of the HIV-1 Envelope Glycoprotein.,"The human immunodeficiency virus type 1 (HIV-1) envelope glycoprotein (Env) is incorporated into virions at the site of particle assembly on the plasma membrane (PM). The route taken by Env to reach the site of assembly and particle incorporation remains incompletely understood. Following initial delivery to the PM through the secretory pathway, Env is rapidly endocytosed, suggesting that recycling is required for particle incorporation. Endosomes marked by the small GTPase Rab14 have been previously shown to play a role in Env trafficking. Here, we examined the role of KIF16B, the molecular motor protein that directs outward movement of Rab14-dependent cargo, in Env trafficking. Env colocalized extensively with KIF16B+ endosomes at the cellular periphery, while expression of a motor-deficient mutant of KIF16B redistributed Env to a perinuclear location. The half-life of Env labeled at the cell surface was markedly reduced in the absence of KIF16B, while a normal half-life was restored through inhibition of lysosomal degradation. In the absence of KIF16B, Env expression on the surface of cells was reduced, leading to a reduction in Env incorporation into particles and a corresponding reduction in particle infectivity. HIV-1 replication in KIF16B knockout cells was substantially reduced compared to that in wild-type cells. These results indicated that KIF16B regulates an outward sorting step involved in Env trafficking, thereby limiting lysosomal degradation and enhancing particle incorporation. IMPORTANCE The HIV-1 envelope glycoprotein is an essential component of HIV-1 particles. The cellular pathways that contribute to incorporation of envelope into particles are not fully understood. Here, we have identified KIF16B, a motor protein that directs movement from internal compartments toward the plasma membrane, as a host factor that prevents envelope degradation and enhances particle incorporation. This is the first host motor protein identified that contributes to HIV-1 envelope incorporation and replication.",2023,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,factor;host;human;pathway;pathways;protein;virus
pmid-37355703,37355703,10.1038/s41467-023-39105-0,An unnatural enzyme with endonuclease activity towards small non-coding RNAs.,"Endonucleases are enzymes that cleave internal phosphodiester bonds within double-stranded DNA or RNA and are essential for biological functions. Herein, we use genetic code expansion to create an unnatural endonuclease that cleaves non-coding RNAs including short interfering RNA (siRNA) and microRNAs (miRNAs), a function that does not exist in nature. We introduce a metal-chelating unnatural amino acid, (2,2'-bipyridin-5-yl)alanine (BpyAla) to impart endonuclease activity to the viral suppressor of RNA silencing protein p19. Upon binding of copper, the mutant p19-T111BpyAla displays catalytic site-specific cleavage of siRNA and human miRNAs. Catalysis is confirmed using fluorescence polarization and fluorescence turn-on. Global miRNA profiling reveals that the engineered enzyme cleaves miRNAs in a human cell line. The therapeutic potential is demonstrated by targeting miR-122, a critical host factor for the hepatitis C virus (HCV). Unnatural endonuclease function is shown to deplete miR-122 levels with similar effects to an antagomir that reduces HCV levels therapeutically.",2023,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,factor;hepatitis;host;human;protein;use;viral;virus
pmid-37343697,37343697,10.1016/j.mcpro.2023.100600,Cross-Linking Mass Spectrometry Uncovers Interactions Between High-Density Lipoproteins and the SARS-CoV-2 Spike Glycoprotein.,"High-density lipoprotein (HDL) levels are reduced in patients with coronavirus disease 2019 (COVID-19), and the extent of this reduction is associated with poor clinical outcomes. While lipoproteins are known to play a key role during the life cycle of the hepatitis C virus, their influence on coronavirus (CoV) infections is poorly understood. In this study, we utilize cross-linking mass spectrometry (XL-MS) to determine circulating protein interactors of the severe acute respiratory syndrome (SARS)-CoV-2 spike glycoprotein. XL-MS of plasma isolated from patients with COVID-19 uncovered HDL protein interaction networks, dominated by acute-phase serum amyloid proteins, whereby serum amyloid A2 was shown to bind to apolipoprotein (Apo) D. XL-MS on isolated HDL confirmed ApoD to interact with SARS-CoV-2 spike but not SARS-CoV-1 spike. Other direct interactions of SARS-CoV-2 spike upon HDL included ApoA1 and ApoC3. The interaction between ApoD and spike was further validated in cells using immunoprecipitation-MS, which uncovered a novel interaction between both ApoD and spike with membrane-associated progesterone receptor component 1. Mechanistically, XL-MS coupled with data-driven structural modeling determined that ApoD may interact within the receptor-binding domain of the spike. However, ApoD overexpression in multiple cell-based assays had no effect upon viral replication or infectivity. Thus, SARS-CoV-2 spike can bind to apolipoproteins on HDL, but these interactions do not appear to alter infectivity.",2023,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,clinical;hepatitis;interaction;mass;protein;proteins;spectrometry;viral;virus
pmid-37341610,37341610,10.1128/spectrum.01284-23,Mouse Liver-Expressed Shiftless Is an Evolutionarily Conserved Antiviral Effector Restricting Human and Murine Hepaciviruses.,"Mice are refractory to infection with human-tropic hepatitis C virus (HCV), although distantly related rodent hepaciviruses (RHV) circulate in wild rodents. To investigate whether liver intrinsic host factors can exhibit broad restriction against these distantly related hepaciviruses, we focused on Shiftless (Shfl), an interferon (IFN)-regulated gene (IRG) which restricts HCV in humans. Unusually, and in contrast to selected classical IRGs, human and mouse SHFL orthologues (hSHFL and mSHFL, respectively) were highly expressed in hepatocytes in the absence of viral infection, weakly induced by IFN, and highly conserved at the amino acid level (>95%). Replication of both HCV and RHV subgenomic replicons was suppressed by ectopic expression of mSHFL in human or rodent hepatoma cell lines. Gene editing of endogenous mShfl in mouse liver tumor cells increased HCV replication and virion production. Colocalization of mSHFL protein with viral double-stranded RNA (dsRNA) intermediates was confirmed and could be ablated by mutational disruption of the SHFL zinc finger domain, concomitant with a loss of antiviral activity. In summary, these data point to an evolutionarily conserved function for this gene in humans and rodents: SHFL is an ancient antiviral effector which targets distantly related hepaciviruses via restriction of viral RNA replication. IMPORTANCE Viruses have evolved ways to evade or blunt innate cellular antiviral mechanisms within their cognate host species. However, these adaptations may fail when viruses infect new species and can therefore limit cross-species transmission. This may also prevent development of animal models for human-pathogenic viruses. HCV shows a narrow species tropism likely due to distinct human host factor usage and innate antiviral defenses limiting infection of nonhuman liver cells. Interferon (IFN)-regulated genes (IRGs) partially inhibit HCV infection of human cells by diverse mechanisms. Here, we show that mouse Shiftless (mSHFL), a protein that interferes with HCV replication factories, inhibits HCV replication and infection in human and mouse liver cells. We further report that the zinc finger domain of SHFL is important for viral restriction. These findings implicate mSHFL as a host factor that impairs HCV infection of mice and provide guidance for development of HCV animal models needed for vaccine development.",2023,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,antiviral;data;factor;hepatitis;host;human;infection;mechanisms;protein;vaccine;viral;virus;viruses
pmid-37330106,37330106,10.1016/j.exppara.2023.108570,Crude saliva of Amblyomma cajennense sensu stricto (Acari: Ixodidae) reduces locomotor activity and increases the hemocyte number in the females of Aedes aegypti (Diptera: Culicidae).,"Aedes aegypti are vector insects of arboviruses such as dengue, Zika, and chikungunya. All available vector control methods have limited efficacy, highlighting the urgent need to find alternative ones. Evidence shows that arachnids like ticks are sources of biologically active compounds. Moreover, chemical modulation of the locomotor and immune systems of vector insects can be used to control arbovirus transmission. The present study evaluated the effectiveness of crude saliva of female Amblyomma cajennense sensu stricto (s.s.) ticks in reducing locomotor activity and inducing an immune response in Ae. aegypti females. Additionally, the study evaluated the protein constitution of tick saliva. For this purpose, the crude saliva obtained from several semi-engorged A. cajennense females was used. A volume of 0.2 nL of crude tick saliva was administered to mosquitoes by direct intrathoracic microinjection. The effect of the tick's saliva on the locomotor activity of the mosquito was observed using Flybox, a video-automated monitoring system, and the hemolymph hemocyte levels were quantified by reading slides under a light microscope. The protein concentration of the crude tick saliva was 1.27 μg/μL, and its electrophoretic profile indicates the presence of proteins with a molecular weight ranging between ∼17 and 95 kDa. Microplusins, ixodegrins, cystatin, actins, beta-actin, calponin, albumin, alpha-globulins, and hemoglobin were the main proteins identified by proteomics in the saliva of A. cajennense. The microinjected saliva had low toxicity for Ae. aegypti females and significantly reduced their locomotor activity, especially in the transition between the light and dark phases. The crude tick saliva did not change the period and rhythmicity of the circadian cycle. The tick saliva significantly increased the number of hemocytes two days after injection and reduced it after five days. These results suggest that further evaluation of the biological properties of tick saliva proteins against Ae. aegypti would be of interest.",2023,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,dengue;evaluation;evidence;immune;protein;proteins;proteomics;systems
pmid-37328094,37328094,10.1016/j.jmb.2023.168182,The Rous sarcoma virus Gag Polyprotein Forms Biomolecular Condensates Driven by Intrinsically-disordered Regions.,"Biomolecular condensates (BMCs) play important roles incellular structures includingtranscription factories, splicing speckles, and nucleoli. BMCs bring together proteins and other macromolecules, selectively concentrating them so that specific reactions can occur without interference from the surrounding environment. BMCs are often made up of proteins that contain intrinsically disordered regions (IDRs), form phase-separated spherical puncta, form liquid-like droplets that undergo fusion and fission, contain molecules that are mobile, and are disrupted with phase-dissolving drugs such as 1,6-hexanediol. In addition to cellular proteins, many viruses, including influenza A, SARS-CoV-2, and human immunodeficiency virus type 1 (HIV-1) encode proteins that undergo phase separation and rely on BMC formation for replication. In prior studies of the retrovirus Rous sarcoma virus (RSV), we observed that the Gag protein forms discrete spherical puncta in the nucleus, cytoplasm, and at the plasma membrane that co-localize with viral RNA and host factors, raising the possibility that RSV Gag forms BMCs that participate in the intracellular phase of the virion assembly pathway. In our current studies, we found that Gag contains IDRs in the N-terminal (MAp2p10) and C-terminal (NC) regions of the protein and fulfills many criteria of BMCs. Although the role of BMC formation in RSV assembly requires further study, our results suggest the biophysical properties of condensates are required for the formation of Gag complexes in the nucleus and the cohesion of these complexes as they traffic through the nuclear pore, into the cytoplasm, and to the plasma membrane, where the final assembly and release of virus particles occurs.",2023,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,complexes;host;human;pathway;protein;proteins;studies;they;viral;virus;viruses;without
pmid-37310224,37310224,10.1128/aac.00462-23,Biological and Structural Analyses of New Potent Allosteric Inhibitors of HIV-1 Integrase.,"HIV-1 integrase-LEDGF allosteric inhibitors (INLAIs) share the binding site on the viral protein with the host factor LEDGF/p75. These small molecules act as molecular glues promoting hyper-multimerization of HIV-1 IN protein to severely perturb maturation of viral particles. Herein, we describe a new series of INLAIs based on a benzene scaffold that display antiviral activity in the single digit nanomolar range. Akin to other compounds of this class, the INLAIs predominantly inhibit the late stages of HIV-1 replication. A series of high-resolution crystal structures revealed how these small molecules engage the catalytic core and the C-terminal domains of HIV-1 IN. No antagonism was observed between our lead INLAI compound BDM-2 and a panel of 16 clinical antiretrovirals. Moreover, we show that compounds retained high antiviral activity against HIV-1 variants resistant to IN strand transfer inhibitors and other classes of antiretroviral drugs. The virologic profile of BDM-2 and the recently completed single ascending dose phase I trial (ClinicalTrials.gov identifier: NCT03634085) warrant further clinical investigation for use in combination with other antiretroviral drugs. Moreover, our results suggest routes for further improvement of this emerging drug class.",2023,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,antiviral;clinical;factor;host;protein;use;viral
pmid-37276230,37276230,10.1371/journal.ppat.1011434,The PRMT5/WDR77 complex restricts hepatitis E virus replication.,"Hepatitis E virus (HEV) is one of the main pathogenic agents of acute hepatitis in the world. The mechanism of HEV replication, especially host factors governing HEV replication is still not clear. Here, using HEV ORF1 trans-complementation cell culture system and HEV replicon system, combining with stable isotope labelling with amino acids in cell culture (SILAC) and mass spectrometry (MS), we aimed to identify the host factors regulating HEV replication. We identified a diversity of host factors associated with HEV ORF1 protein, which were putatively responsible for viral genomic RNA replication, in these two cell culture models. Of note, the protein arginine methyltransferase 5 (PRMT5)/WDR77 complex was identified in both cell culture models as the top hit. Furthermore, we demonstrated that PRMT5 and WDR77 can specifically inhibit HEV replication, but not other viruses such as HCV or SARS-CoV-2, and this inhibition is conserved among different HEV strains and genotypes. Mechanistically, PRMT5/WDR77 can catalyse methylation of ORF1 on its R458, impairing its replicase activity, and virus bearing R458K mutation in ORF1 relieves the restriction of PRMT5/WDR77 accordingly. Taken together, our study promotes more comprehensive understanding of viral infections but also provides therapeutic targets for intervention.",2023,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,hepatitis;host;mass;mechanism;one;protein;spectrometry;viral;virus;viruses
pmid-37259408,37259408,10.3390/ph16020263,N-Butanol Extract of Glycyrrhizae Radix et Rhizoma Inhibits Dengue Virus through Targeting Envelope Protein.,"BACKGROUND: At present, about half of the world's population is at risk of being infected with dengue virus (DENV). However, there are no specific drugs to prevent or treat DENV infection. Glycyrrhizae Radix et Rhizome, a well-known traditional Chinese medicine, performs multiple pharmacological activities, including exerting antiviral effects. The aim of this study was to investigate the anti-DENV effects of n-butanol extract from Glycyrrhizae Radix et Rhizome (GRE).

METHODS: Compounds analysis of GRE was conducted via ultra-performance liquid chromatography/tandem mass spectrometry (UHPLC-MS/MS). The antiviral activities of GRE were determined by the CCK-8 assay, plaque assay, qRT-PCR, Western blotting, and the immunofluorescence assay. The DENV-infected suckling mice model was constructed to explore the antiviral effects of GRE in vivo.

RESULTS: Four components in GRE were analyzed by UHPLC-MS/MS, including glycyrrhizic acid, glycyrrhetnic acid, liquiritigenin, and isoliquiritigenin. GRE inhibited the attachment process of the virus replication cycle and reduced the expression of the E protein in cell models. In the in vivo study, GRE significantly relieved clinical symptoms and prolong survival duration. GRE also significantly decreased viremia, reduced the viral load in multiple organs, and inhibited the release of pro-inflammatory cytokines in DENV-infected suckling mice.

CONCLUSIONS: GRE exhibited significant inhibitory activities in the adsorption stage of the DENV-2 replication cycle by targeting the envelope protein. Thus, GRE might be a promising candidate for the treatment of DENV infection.",2023,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,antiviral;clinical;dengue;infection;mass;protein;spectrometry;viral;virus
pmid-37252973,37252973,10.1073/pnas.2220005120,Dengue virus NS5 degrades ERC1 during infection to antagonize NF-kB activation.,"Dengue virus (DENV) is the most important human virus transmitted by mosquitos. Dengue pathogenesis is characterized by a large induction of proinflammatory cytokines. This cytokine induction varies among the four DENV serotypes (DENV1 to 4) and poses a challenge for live DENV vaccine design. Here, we identify a viral mechanism to limit NF-κB activation and cytokine secretion by the DENV protein NS5. Using proteomics, we found that NS5 binds and degrades the host protein ERC1 to antagonize NF-κB activation, limit proinflammatory cytokine secretion, and reduce cell migration. We found that ERC1 degradation involves unique properties of the methyltransferase domain of NS5 that are not conserved among the four DENV serotypes. By obtaining chimeric DENV2 and DENV4 viruses, we map the residues in NS5 for ERC1 degradation, and generate recombinant DENVs exchanging serotype properties by single amino acid substitutions. This work uncovers a function of the viral protein NS5 to limit cytokine production, critical to dengue pathogenesis. Importantly, the information provided about the serotype-specific mechanism for counteracting the antiviral response can be applied to improve live attenuated vaccines.",2023,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab])); ((""virus-host""[tiab] OR ""host-virus""[tiab] OR ""host pathogen""[tiab] OR ""host-pathogen""[tiab]) AND (interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab] OR ""host pathway""[tiab] OR ""host factor""[tiab]) AND (KSHV[tiab] OR ""Kaposi sarcoma-associated herpesvirus""[tiab] OR dengue[tiab] OR DENV[tiab] OR ""hepatitis C virus""[tiab] OR HCV[tiab] OR coxsackievirus[tiab] OR HIV[tiab] OR Ebola[tiab] OR EBOV[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,antiviral;dengue;host;human;infection;mechanism;protein;proteomics;vaccine;viral;virus;viruses
pmid-37240132,37240132,10.3390/ijms24108781,"PEMT Mediates Hepatitis C Virus-Induced Steatosis, Explains Genotype-Specific Phenotypes and Supports Virus Replication.","The hepatitis C virus (HCV) relies on cellular lipid pathways for virus replication and also induces liver steatosis, but the mechanisms involved are not clear. We performed a quantitative lipidomics analysis of virus-infected cells by combining high-performance thin-layer chromatography (HPTLC) and mass spectrometry, using an established HCV cell culture model and subcellular fractionation. Neutral lipid and phospholipids were increased in the HCV-infected cells; in the endoplasmic reticulum there was an ~four-fold increase in free cholesterol and an ~three-fold increase in phosphatidyl choline (p < 0.05). The increase in phosphatidyl choline was due to the induction of a non-canonical synthesis pathway involving phosphatidyl ethanolamine transferase (PEMT). An HCV infection induced expression of PEMT while knocking down PEMT with siRNA inhibited virus replication. As well as supporting virus replication, PEMT mediates steatosis. Consistently, HCV induced the expression of the pro-lipogenic genes SREBP 1c and DGAT1 while inhibiting the expression of MTP, promoting lipid accumulation. Knocking down PEMT reversed these changes and reduced the lipid content in virus-infected cells. Interestingly, PEMT expression was over 50% higher in liver biopsies from people infected with the HCV genotype 3 than 1, and three times higher than in people with chronic hepatitis B, suggesting that this may account for genotype-dependent differences in the prevalence of hepatic steatosis. PEMT is a key enzyme for promoting the accumulation of lipids in HCV-infected cells and supports virus replication. The induction of PEMT may account for virus genotype specific differences in hepatic steatosis.",2023,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",exclude,"Primary virus is mentioned, but the abstract appears mainly clinical, diagnostic, vaccine, or biomarker-focused without central host-mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,hepatitis;infection;mass;mechanisms;pathway;pathways;spectrometry;synthesis;virus
