paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-42341421,42341421,Functional characterization of PIK3CA E545A mutation in MCF-7 breast cancer cells reveals enhanced proliferation and resistance to Alpelisib.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-42312509,42312509,Glycycoumarin Induces G2/M Cell Cycle Arrest and Apoptosis in Non-Small-Cell Lung Cancer Cells via Suppressing the PI3K/AKT/mTOR/HIF-1α Pathway.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;progression;resistance;metabolic;response;immune,tighten_query,medium,exclude
pmid-42286162,42286162,"Identification of PI3K alpha inhibitors through large-scale virtual screening and integrated molecular modeling, biophysical characterization, and ADMET profiling.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;acquired resistance;resistance,none,high,direct_mechanistic
pmid-42237450,42237450,Landscape of Chinese Lung Cancer Patients With Compound Mutations and Acquired Resistance Alterations: A Retrospective Study.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;progression-free;progression;resistance;response,tighten_query,medium,exclude
pmid-42194764,42194764,Capivasertib as a Therapeutic Agent for Breast Cancer: Targeting AKT to Overcome Endocrine Resistance.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;pik3ca-mutant disease;endocrine resistance;intrinsic resistance;pathway reactivation;adaptive resistance,tighten_query,medium,exclude
pmid-42180974,42180974,Identifying research gaps in PIK3CA-mutant breast cancer: a bibliometric analysis of evolving trends and clinical applications.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched p110-alpha;alpelisib;pik3ca;drug resistance;progression;resistance;response,none,high,direct_mechanistic
pmid-42147347,42147347,Common oncogenic mutations in colorectal cancer: drivers of carcinogenesis and potential therapeutic targets.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;progression;resistance,none,high,direct_mechanistic
pmid-42127863,42127863,Efficacy of buparlisib according to PIK3CA mutation status in recurrent or metastatic head and neck squamous cell carcinoma: A multicenter phase II trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;drug resistance;or combination;combinations;progression;epigenetic,tighten_query,medium,exclude
pmid-42108204,42108204,Novel uveal melanoma patient-derived cell line and organoid models show increased treatment resistance compared with commercially available cell lines.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;resistance;alpelisib;response;models,tighten_query,medium,exclude
pmid-42099435,42099435,Insulin receptor substrate 2 (IRS2) confers resistance to PI3K pathway inhibition in PIK3CA mutant breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: endocrine resistance;clinical benefit;discontinuation;drug resistance;pik3ca-mutant;combinations,tighten_query,medium,exclude
pmid-42082487,42082487,Targeting FGFR signaling overcomes therapeutic resistance and immune evasion in oncogenic PIK3CA-driven serous-like endometrial cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: intrinsic resistance;acquired resistance;feedback activation;patient-derived;or combination;pik3ca-mutant,tighten_query,medium,exclude
pmid-41989051,41989051,"Economic Evaluation of Inavolisib Combined With Palbociclib-Fulvestrant for PIK3CA-Mutated, HR+/HER2- Advanced Breast Cancer in USA.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-41934916,41934916,Synergistic effects through targeting the PI3K and IGFR pathways in treating lung cancer carrying activation alterations along the PI3K pathway.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: compensatory signaling;drug resistance;patient-derived;pik3ca-mutant;combinations;progression,tighten_query,medium,exclude
pmid-41932195,41932195,Synergistic action of Yinyanghuo A and Magnograndiolide against ovarian cancer: A computational prediction of targets and mechanism via network pharmacology and molecular simulations.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;progression-free;response,none,high,direct_mechanistic
pmid-41925922,41925922,Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;progression;inavolisib;alpelisib,tighten_query,medium,exclude
pmid-41806134,41806134,Advancements and innovations in the molecular mechanisms and treatment of colorectal cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;or combination;progression;epigenetic;resistance;biomarker,tighten_query,medium,exclude
pmid-41756964,41756964,Targeting FGFR signaling overcomes therapeutic resistance and immune evasion in oncogenic PIK3CA-driven serous-like endometrial cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: pathway reactivation;clinical benefit;combinations;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-41690534,41690534,Beyond EGFR inhibition in head and neck squamous cell carcinoma: Overcoming resistance mechanisms and novel therapeutic frontiers.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;acquired resistance;resistance,none,high,direct_mechanistic
pmid-41669566,41669566,Proteomics and phosphoproteomics of human colorectal cancer cells lacking a specific kinase activity reveal kinase-specific compensatory responses.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: compensatory signaling;adaptive resistance;bypass signaling;drug resistance;patient-derived;progression,tighten_query,medium,exclude
pmid-41604817,41604817,Clinical management of common toxicities with inhibitors targeting the PI3K/AKT/mTOR pathway in breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;mutant-selective;progression-free;discontinuation;combinations;progression,tighten_query,medium,exclude
pmid-41435752,41435752,PIK3CA mutations and first-line outcomes in endocrine-resistant HR+/HER2- metastatic breast cancer: A multicentric real-world study.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-41372143,41372143,The PIK3CA/AKT pathway drives therapy resistance in rhabdomyosarcoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;resistant models;drug resistance;patient-derived;progression;epigenetic,tighten_query,medium,exclude
pmid-41367952,41367952,Genomics of ovarian cancers and the potential of precision medicine.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;clinical benefit;progression-free;or combination;combinations,tighten_query,medium,exclude
pmid-41280894,41280894,Mechanistic optimization of inavolisib combined with CDK4/6 inhibitors in the treatment of PIK3CA-mutated breast tumors.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched inavolisib;progression;resistance,none,high,direct_mechanistic
pmid-41258151,41258151,Network centric identification of PI3K/Akt hub proteins as key oncogenic drivers and therapeutic targets.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;adaptive resistance;resistance,none,high,direct_mechanistic
pmid-41203797,41203797,"Co-clinical trial targeting ER, FGFR and CDK4/6 in resistant hormone-positive breast cancer with FGFR alterations.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;biomarker-defined;progression-free;patient-derived;or combination,tighten_query,medium,exclude
pmid-41203598,41203598,The RNA N(6)-methyladenosine methylome coordinates long non-coding RNAs to mediate cancer drug resistance by activating PI3K signaling.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;drug resistance;patient-derived;progression;epigenetic;resistance,tighten_query,medium,exclude
pmid-41182553,41182553,"Unveiling the role of microRNAs, the PI3K/AKT pathway, and their associations in various types of leukemia: a comprehensive review.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;drug resistance;patient-derived;or combination;progression,tighten_query,medium,exclude
pmid-41107466,41107466,Discovering anticancer drug target combinations via network-informed signaling-based approach.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: compensatory signaling;adaptive resistance;feedback activation;mutant-selective;resistant models;drug resistance,tighten_query,medium,exclude
pmid-41079023,41079023,Efficacy and safety of systemic therapies following progression on CDK4/6 inhibitors in patients with HR+/HER2- metastatic breast cancer: a systematic review and network meta-analysis.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched inavolisib;alpelisib;progression;progression-free survival;progression-free,none,high,direct_mechanistic
pmid-41024108,41024108,Precise regulation of RAS-Mediated PI3Kα activation: therapeutic potential of BBO-10203 in cancer treatment.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;drug resistance;progression;resistance;metabolic;models,tighten_query,medium,exclude
pmid-41020523,41020523,AdaSemb: an adaptive knowledge-driven deep learning framework integrating cancer protein assemblies for predicting PI3Kα inhibitor response and resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;acquired resistance;progression;resistance,none,high,direct_mechanistic
pmid-40991650,40991650,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;clinical benefit;patient-derived;epigenetic;resistance;alpelisib,tighten_query,medium,exclude
pmid-40930104,40930104,Detection of heterogeneous resistance mechanisms to tyrosine kinase inhibitors from cell-free DNA.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: endocrine resistance;intrinsic resistance;acquired resistance;clinical benefit;combinations;progression,tighten_query,medium,exclude
pmid-40761208,40761208,Heterogeneity and co-occurrence of resistance mechanisms in EGFR-TKI-induced NSCLC to SCLC transformation: a case report.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;treatment failure;clinical benefit;progression-free;progression,tighten_query,medium,exclude
pmid-40723270,40723270,Co-Occurring Genomic Alterations in NSCLC: Making Order into a Crowded List.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;combination trials;bypass signaling;clinical benefit;progression-free,tighten_query,medium,exclude
pmid-40656600,40656600,Understanding and overcoming CDK4/6 inhibitor resistance in HR+/HER2- metastatic breast cancer: clinical and molecular perspectives.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pi3k-alpha;alpelisib;pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-40454641,40454641,Overall Survival with Inavolisib in PIK3CA-Mutated Advanced Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched inavolisib;progression;progression-free survival;progression-free,none,high,direct_mechanistic
pmid-40452844,40452844,RET fusion driven (RETfus+) non-small cell lung cancer: a comprehensive genomic profiling study with histologic correlation.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;resistance;response;immune;pik3ca;mapk,tighten_query,medium,exclude
pmid-40382983,40382983,MicroRNA-mediated PTEN downregulation as a novel non-genetic mechanism of acquired resistance to PI3Kα inhibitors of head & neck squamous cell carcinoma.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-40339228,40339228,Berberine promotes apoptosis and inhibits the migration of oral squamous carcinoma cells through inhibition of the RAGE/PI3K/AKT/mTOR pathway.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;drug resistance;progression;resistance,tighten_query,medium,exclude
pmid-40303291,40303291,The SGK3/GSK3β/β-catenin signaling promotes breast cancer stemness and confers resistance to alpelisib therapy.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-40295072,40295072,Development of Acquired Resistance in Alpelisib-treated Gastric Cancer Cells With PIK3CA Mutations and Overcoming Strategies.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,title: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-40260297,40260297,Case Report: FGFR2 inhibitor resistance via PIK3CA and CDKN2A/B in an intrahepatic cholangiocarcinoma patient with FGFR2-SH3GLB1 fusion.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;discontinuation;patient-derived;or combination;combinations;progression,tighten_query,medium,exclude
pmid-40163189,40163189,Novel Estrogen Receptor - Targeted Therapies in Hormone-Receptor Positive Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;progression-free survival;clinical benefit;progression-free;response,none,high,direct_mechanistic
pmid-40113784,40113784,Targeting PI3K inhibitor resistance in breast cancer with metabolic drugs.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;progression;resistance;alpelisib,tighten_query,medium,exclude
pmid-40049296,40049296,Strategic advancements in targeting the PI3K/AKT/mTOR pathway for Breast cancer therapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;clinical benefit;progression-free;drug resistance;or combination,tighten_query,medium,exclude
pmid-40020984,40020984,Targeting PI3K in cancer treatment: A comprehensive review with insights from clinical outcomes.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;combinations;progression;p110-alpha;resistance;response,tighten_query,medium,exclude
pmid-39979449,39979449,PI3Kα-specific inhibitor BYL-719 synergizes with cisplatin in vitro in PIK3CA-mutated ovarian cancer cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;cell-cycle;resistance;alpelisib;response,tighten_query,medium,exclude
pmid-39920872,39920872,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free;progression;inavolisib;resistance;alpelisib;metabolic,tighten_query,medium,exclude
pmid-39851969,39851969,Systematic Review and Network Meta-Analysis on Treating Hormone Receptor-Positive Metastatic Breast Cancer After CDK4/6 Inhibitors.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;endocrine resistance;progression-free;progression;resistance;alpelisib,tighten_query,medium,exclude
pmid-39805880,39805880,Exploring target selectivity in designing and identifying PI3Kα inhibitors for triple negative breast cancer with fragment-based and bioisosteric replacement approach.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: drug resistance;progression;inavolisib;resistance;alpelisib;biomarker,tighten_query,medium,exclude
pmid-39762482,39762482,Mechanisms of KRAS inhibitor resistance in KRAS-mutant colorectal cancer harboring Her2 amplification and aberrant KRAS localization.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;intrinsic resistance;resistance,none,high,direct_mechanistic
pmid-39709507,39709507,PIK3CA mutation fortifies molecular determinants for immune signaling in vascular cancers.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;pik3ca;feedback activation;resistance,none,high,direct_mechanistic
pmid-39313156,39313156,"Acquired gene alterations in patients treated with ribociclib plus endocrine therapy or endocrine therapy alone using baseline and end-of-treatment circulating tumor DNA samples in the MONALEESA-2, -3, and -7 trials.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;clinical benefit;response,none,high,direct_mechanistic
pmid-39171586,39171586,A Perspective of PI3K/AKT/mTOR Pathway Inhibitors to Overcome Drug-resistance in Breast Cancer Therapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;patient-derived;progression;cell-cycle,tighten_query,medium,exclude
pmid-39092562,39092562,"Assessments of prostate cancer cell functions highlight differences between a pan-PI3K/mTOR inhibitor, gedatolisib, and single-node inhibitors of the PI3K/AKT/mTOR pathway.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: adaptive resistance;clinical benefit;progression;resistance;alpelisib;metabolic,tighten_query,medium,exclude
pmid-41306515,41306515,Anticancer Target Combinations: Network-Informed Signaling-Based Approach to Discovery.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;acquired resistance;adaptive resistance;feedback activation;mutant-selective;progression-free,tighten_query,medium,exclude
pmid-39764125,39764125,The RNA N(6)-Methyladenosine MethylomeCoordinates Long Non-Coding RNAs to MediateCancer Drug Resistance by Activating PI3KSignaling.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;drug resistance;patient-derived;progression;epigenetic;resistance,tighten_query,medium,exclude
pmid-39743996,39743996,A good response to furmonertinib fourth-line treatment of an advanced lung adenocarcinoma patient with EGFR exon20in and PIK3CA mutation: a case report and literature review.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;compensatory signaling;acquired resistance;clinical benefit;progression-free;discontinuation,tighten_query,medium,exclude
pmid-39637900,39637900,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;endocrine resistance;clinical benefit;progression-free;discontinuation;pik3ca-mutant,tighten_query,medium,exclude
pmid-39497720,39497720,The potential role of next-generation sequencing in identifying MET amplification and disclosing resistance mechanisms in NSCLC patients with osimertinib resistance.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: acquired resistance;bypass signaling;drug resistance;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-39476340,39476340,Inavolisib-Based Therapy in PIK3CA-Mutated Advanced Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;progression-free survival;clinical benefit;progression-free,none,high,direct_mechanistic
pmid-39409880,39409880,PLK1 Inhibitor Onvansertib Enhances the Efficacy of Alpelisib in PIK3CA-Mutated HR-Positive Breast Cancer Resistant to Palbociclib and Endocrine Therapy: Preclinical Insights.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-39298693,39298693,Phase II Study of Samotolisib in Children and Young Adults With Tumors Harboring Phosphoinositide 3-Kinase/Mammalian Target of Rapamycin Pathway Alterations: Pediatric MATCH APEC1621D.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;response;phase 2;relapse,tighten_query,medium,exclude
pmid-39236276,39236276,"Phase I/Ib Trial of Inavolisib Plus Palbociclib and Endocrine Therapy for PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced or Metastatic Breast Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;endocrine resistance;acquired resistance;clinical benefit;progression-free;discontinuation,tighten_query,medium,exclude
pmid-39128978,39128978,Genomic alterations associated with resistance and circulating tumor DNA dynamics for early detection of progression on CDK4/6 inhibitor in advanced breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: endocrine resistance;pik3ca-mutant;progression;resistance;pik3ca;ctdna,tighten_query,medium,exclude
pmid-39118880,39118880,Intracranial response to capmatinib after progression on crizotinib in a patient with MET exon 14 skipping non-small cell lung cancer-a case report.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38975874,38975874,Mechanisms of Resistance to Oncogenic KRAS Inhibition in Pancreatic Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38927964,38927964,Resistance to Targeted Inhibitors of the PI3K/AKT/mTOR Pathway in Advanced Oestrogen-Receptor-Positive Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-38920692,38920692,Combination Therapy Approach to Overcome the Resistance to PI3K Pathway Inhibitors in Gynecological Cancers.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
