paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-42202490,42202490,"Safety analyses of the INAVO120 randomised phase III trial of inavolisib or placebo with palbociclib-fulvestrant in patients with PIK3CA-mutated, hormone receptor-positive, HER2-negative, endocrine-resistant advanced breast cancer.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; named PI3K-alpha inhibitor context.,"full_text near ""inavolisib"": Safety analyses of the INAVO120 randomised phase III trial of inavolisib or placebo with palbociclib–fulvestrant in patients with PIK3CA-mutated, hormone receptor-positive, HER2-negative, endocrine-resistant advanced breast cancer Introduction Inavolisib is an oral, highly potent and α-selective phosphoinositide 3-kinase (PI3K) inhibitor that also promotes mu",none,high
pmid-42194689,42194689,"Molecular Profiling and Targeted Therapeutic Strategies in Breast Cancer: Clinical Integration of HER2, CDK4/6, and PI3K Inhibition with Trastuzumab, Abemaciclib and Alpelisib.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""her2"": Molecular Profiling and Targeted Therapeutic Strategies in Breast Cancer: Clinical Integration of HER2, CDK4/6, and PI3K Inhibition with Trastuzumab, Abemaciclib and Alpelisib 1. Introduction Breast cancer remains the most frequently diagnosed malignancy among women worldwide and continues to represent one of the leading causes of cancer-related mortality [ 1 ]. Despite advances in screening, e",none,high
pmid-42180974,42180974,Identifying research gaps in PIK3CA-mutant breast cancer: a bibliometric analysis of evolving trends and clinical applications.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": Identifying research gaps in PIK3CA-mutant breast cancer: a bibliometric analysis of evolving trends and clinical applications Highlight box Key findings • This bibliometric analysis reveals that research on phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha (PIK3CA)-mutant breast cancer has evolved from fo",none,high
pmid-42137335,42137335,Modulation of the PI3K/Akt signaling pathway by steroidal saponins: therapeutic implications in cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""akt"": Modulation of the PI3K/Akt signaling pathway by steroidal saponins: therapeutic implications in cancer 1 Introduction Currently, the development of therapeutic methods for managing cancer, which kills thousands of people around the world, is still one of the most significant challenges in healthcare ( Schwartz, 2024 ; Si",none,high
pmid-42085613,42085613,GSH-Responsive Nanoparticles Enhance Hepatocellular Carcinoma Immunotherapy Through Synergistic Effects of Cuproptosis and PI3K Inhibitor Combination.,direct,combination_sensitization,direct_target,central,sensitizing or synergistic combination signal; named PI3K-alpha inhibitor context.,"full_text near ""synergistic"": GSH‐Responsive Nanoparticles Enhance Hepatocellular Carcinoma Immunotherapy Through Synergistic Effects of Cuproptosis and PI3K Inhibitor Combination 1 Introduction Compared to normal tissues, cancer cells depend significantly on copper for their proliferation and metastasis [ 1 ]. Recent studies have reported a unique copper‐dependent death pathway, “cuproptosis”, which selective",none,high
pmid-42074235,42074235,SGLT2 Inhibitor Dapagliflozin Attenuates Cardiomyocyte Injury and Inflammation Induced by PI3Kα-Selective Inhibitor Alpelisib and Fulvestrant Under Hyperglycemia.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pi3kα"": SGLT2 Inhibitor Dapagliflozin Attenuates Cardiomyocyte Injury and Inflammation Induced by PI3Kα-Selective Inhibitor Alpelisib and Fulvestrant Under Hyperglycemia 1. Introduction The phosphatidylinositol-3-kinase (PI3K) signaling axis is a central regulator of cellular metabolism, growth, and survival, and its dysregulation represents a defining hallmark of multiple human malignancies [",none,high
pmid-42052484,42052484,Application of PI3K inhibitors in breast cancer treatment: a clinical trial landscape analysis based on clinical trial databases and registries.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""endocrine therapy"": has been made in comprehensive treatment strategies, including surgery, chemotherapy, radiotherapy, endocrine therapy, and targeted therapy, the prognosis for patients with advanced or metastatic breast cancer remains unsatisfactory. Moreover, studies have found that the median survival of patients with lung metastasis who do not receive radiotherapy is only 12–15 months, and the 5-year survival r",none,high
pmid-41999684,41999684,Integrating PIK3CA Testing into Clinical Practice for Advanced HR+/HER2- Breast Cancer: An Expert Consensus.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": Integrating PIK3CA Testing into Clinical Practice for Advanced HR+/HER2- Breast Cancer: An Expert Consensus Abbreviations AKT protein kinase B CDK4/6 cyclin dependent kinases 4/6 cfDNA cell-free DNA CI confidence interval ClinVar Clinical Variants CNV copy number variations COSMIC Catalogue of Somatic Mutation",none,high
pmid-41999452,41999452,Beyond CDK4/6 Inhibition: Current Strategies in Hormone Receptor-Positive Metastatic Breast Cancer.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""cdk4/6"": Beyond CDK4/6 Inhibition: Current Strategies in Hormone Receptor-Positive Metastatic Breast Cancer Introduction The evolution of personalized therapy has progressed through several key milestones: beginning with the introduction of tamoxifen in the late 1970s, followed by the development of CDK4/6 inhibit",none,high
pmid-41989051,41989051,"Economic Evaluation of Inavolisib Combined With Palbociclib-Fulvestrant for PIK3CA-Mutated, HR+/HER2- Advanced Breast Cancer in USA.",direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""inavolisib"": Economic Evaluation of Inavolisib Combined With Palbociclib–Fulvestrant for PIK3CA-Mutated, HR+/HER2− Advanced Breast Cancer in USA Introduction In the United States, breast cancer is the second leading cause of cancer death among women, with over 280,000 new cases diagnosed each year. 1 Although modern therapies can eff",none,high
pmid-41976288,41976288,Targeting ATR and PI3Kα Pathways Promotes Ferroptosis in PIK3CA-Wildtype Platinum-Resistant Endometrial Cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pi3kα"": Targeting ATR and PI3Kα Pathways Promotes Ferroptosis in PIK3CA-Wildtype Platinum-Resistant Endometrial Cancer 1. Introduction Endometrial cancer (EC) is the sixth most common malignancy among women in the United States, and its incidence and mortality continue to rise worldwide [ 1 , 2 ]. Although most patients are",none,high
pmid-41925922,41925922,Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""alpelisib"": Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial Introduction In advanced breast cancer (ABC), hormone receptor positive (HRpos) and human epidermal growth factor receptor 2 negative (HER2neg) represent",none,high
pmid-41734992,41734992,Dual PI3K/AKT and CDK4/6 inhibition reveals selective sensitivity in an SHH medulloblastoma stem cell model.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""akt"": Dual PI3K/AKT and CDK4/6 inhibition reveals selective sensitivity in an SHH medulloblastoma stem cell model Abbreviations 2D Two dimensional 3D Three dimensional AKT Protein kinase B ATP Adenosine triphosphate BSA Bovine serum albumin CC3 Cleaved caspase 3 CDK4/6 Cyclin‐dependent kinases 4 and 6 CT Chemother",none,high
pmid-41681940,41681940,Comparison Between Alpelisib Plus Endocrine Therapy and Everolimus Plus Endocrine Therapy After CDK4/6 Inhibitors Progression in Patients with PIK3CA-Mutant Metastatic Breast Cancer: A Single-Center Retrospective Study.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""alpelisib"": Comparison Between Alpelisib Plus Endocrine Therapy and Everolimus Plus Endocrine Therapy After CDK4/6 Inhibitors Progression in Patients with PIK3CA-Mutant Metastatic Breast Cancer: A Single-Center Retrospective Study 1. Introduction Phosphoinositide 3-kinases (PI3Ks) are a group of lipid kinases that are part of th",none,high
pmid-41623364,41623364,"Alpelisib, a PI3Kα inhibitor, effectively treats vascular anomalies with diverse genotypes and phenotypes.",indirect,response_biomarker,pathway_or_context,supporting,biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""alpelisib"": Alpelisib, a PI3Kα inhibitor, effectively treats vascular anomalies with diverse genotypes and phenotypes∗ Introduction Vascular anomalies (VAs) generally present as soft tissue masses composed of abnormally developed blood and/or lymphatic vessels. They can be extensive and highly morbid, causing",none,medium
pmid-41620612,41620612,Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""akt"": Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer Introduction Approximately 70% of patients with metastatic breast cancer have hormone receptor-positive, human epidermal growth factor receptor 2 (HER2)-negative disease [ 1 ]. S",none,high
pmid-41496420,41496420,Cost-effectiveness of inavolisib plus palbociclib-fulvestrant versus palbociclib plus fulvestrant as first-line treatment in HR(+)/HER2(-)advanced breast cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""cost-effectiveness"": Cost-effectiveness of inavolisib plus palbociclib-fulvestrant versus palbociclib plus fulvestrant as first-line treatment in HR+/HER2-advanced breast cancer 1 Introduction Breast cancer remains the most prevalent malignancy among women. In 2024, the United States (U.S.) and China reported 369,769 a",none,high
pmid-41344057,41344057,The PI3K pathway is a downstream effector of NRF2 activation in the esophagus.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""mutation"": erall survival rate for patients diagnosed at an advanced stage is below 20 %. Among the key driver mutations in esophageal squamous cell carcinoma (ESCC), mutations in nuclear factor erythroid 2–related factor 2 (NFE2L2 or NRF2) occur in 10–22 % of ESCC cases [ 2 ]. Under physiological conditions, NRF2 is activated in response to oxidative stress or xenobiotics, translocated to the nucleus, heter",none,high
pmid-41143603,41143603,PI3Kα Inhibitor and Degrader Inavolisib Can Co-opt FGFR2 to Enhance Responses in Patients with PIK3CA-Mutated Solid Tumors and in Preclinical Models.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pi3kα"": PI3Kα Inhibitor and Degrader Inavolisib Can Co-opt FGFR2 to Enhance Responses in Patients with PIK3CA-Mutated Solid Tumors and in Preclinical Models Translational Relevance By linking ctDNA-identified mutations with reported clinical benefit from inavolisib, we found that FGFR2 hotspot mutations ma",none,high
pmid-41022681,41022681,"Conventional and alternative approaches for targeting PIK3CA and PTEN alterations in head and neck, breast, and other cancers.",direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": Conventional and alternative approaches for targeting PIK3CA and PTEN alterations in head and neck, breast, and other cancers 1. Introduction Growth factors and cytokines play key roles in stimulating the proliferation, survival, metabolism, and migration of both normal and malignant cells. The binding of growth factors or cytokines to their cognate c",none,high
pmid-40965803,40965803,From PIK3CA Mutations to Rational PI3K Inhibition for the Treatment of Colorectal Cancer.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": From PIK3CA Mutations to Rational PI3K Inhibition for the Treatment of Colorectal Cancer Key Points PI3K is a lipid kinase strategically placed as a node in receptor tyrosine kinase transduction pathways that are important in carcinogenesis. In colorectal cancer the gene encoding for the alpha catalytic",none,high
pmid-41954342,41954342,PIK3CA testing in HR+/HER2- metastatic breast cancer: assessing pathology laboratories capacity and needs.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": PIK3CA testing in HR+/HER2− metastatic breast cancer: assessing pathology laboratories capacity and needs Introduction Molecular testing is essential to inform clinical decision-making in patients with hormone receptor-positive/HER2-negative (HR+/HER2-) metastatic breast cancer (MBC) 1 , 2 . In thi",none,high
pmid-41658572,41658572,Optimizing second-line endocrine-based treatment in HR positive HER2 negative metastatic breast cancer: a comprehensive expert statement from the Gulf Cooperation Council Region.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""her2"": Optimizing second-line endocrine-based treatment in HR positive HER2 negative metastatic breast cancer: a comprehensive expert statement from the Gulf Cooperation Council Region 1 Introduction Breast Cancer (BC) represents the most frequent malignancy and the second leading cause of cancer-related fatalities among women in the Gulf Cooperation Council (GCC) reg",none,high
pmid-41560743,41560743,Cost-effectiveness analysis of inavolisib combined with palbociclib plus fulvestrant in PIK3CA-mutated HR+/Her2- advanced breast cancer in China.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""cost-effectiveness"": Cost-effectiveness analysis of inavolisib combined with palbociclib plus fulvestrant in PIK3CA-mutated HR+/Her2− advanced breast cancer in China 1 Introduction Breast cancer is the most frequently diagnosed malignancy in women and ranks second among all cancers worldwide in terms of incidence ( Bra",none,high
pmid-41480371,41480371,Inavolisib-Based Therapy for PIK3CA-Mutated Advanced Male Breast Cancer: A Cost-Effectiveness Analysis.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""inavolisib"": Inavolisib-Based Therapy for PIK3CA-Mutated Advanced Male Breast Cancer: A Cost-Effectiveness Analysis Introduction Male breast cancer (MBC), accounting for less than 1% of male malignancies and less than 0.9% of all breast cancers, presents distinct epidemiological, clinicopathological, and socioe",none,high
pmid-41372143,41372143,The PIK3CA/AKT pathway drives therapy resistance in rhabdomyosarcoma.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pik3ca"": The PIK3CA/AKT pathway drives therapy resistance in rhabdomyosarcoma Introduction Rhabdomyosarcoma (RMS) is a devastating pediatric cancer of muscle and is classified into three major subtypes. Fusion-positive RMS (FP-RMS) have DNA translocations that juxtapose PAX3 or PAX7 with the FOXO1 gene, creatin",none,high
pmid-41347072,41347072,Metformin enhances alpelisib sensitivity in HER2+ breast cancer by suppressing cancer stemness and oncogenic signaling.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""alpelisib"": Metformin enhances alpelisib sensitivity in HER2+ breast cancer by suppressing cancer stemness and oncogenic signaling Introduction Breast cancer remains a significant clinical challenge due to its inherent complexity and heterogeneity. The development of targeted therapies has provided new opportunities to improve p",none,high
pmid-41280894,41280894,Mechanistic optimization of inavolisib combined with CDK4/6 inhibitors in the treatment of PIK3CA-mutated breast tumors.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""inavolisib"": Mechanistic optimization of inavolisib combined with CDK4/6 inhibitors in the treatment of PIK3CA-mutated breast tumors 1 Introduction Breast cancer is one of the most common malignant tumors in women worldwide, with the hormone receptor-positive (HR+)/human epidermal growth factor receptor 2-negative (HER2−) subtype accounti",none,high
pmid-41102169,41102169,Pharmacological activation of SIRT6 suppresses progression of head and neck and esophageal squamous cell carcinoma by modulation of cellular metabolism and protein translation.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""mutation"": d ethnicity [ 1 , 4 ]. In addition, HNSCC and ESCC share similar molecular characteristics, such as mutations in the genes TP53, PIK3CA, CCND1, EGFR, and others [ 2 , 5 ]. Since HNSCC and ESCC share several molecular targets, similar therapies are being investigated for both diseases [ 6 ]. HNSCC is the sixth most common type of cancer, with a 5-year survival rate of 66%, while ESCC is the eighth",none,high
pmid-41020523,41020523,AdaSemb: an adaptive knowledge-driven deep learning framework integrating cancer protein assemblies for predicting PI3Kα inhibitor response and resistance.,direct,bypass_or_feedback_resistance,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""adaptive"": AdaSemb: an adaptive knowledge-driven deep learning framework integrating cancer protein assemblies for predicting PI3Kα inhibitor response and resistance Introduction Health informatics plays a crucial role in drug development, diagnosis, regulatory elements, and protein/enzyme targeting [ 1–3 ]. Various stud",none,high
pmid-40991650,40991650,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""pten"": USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer Introduction The phosphoinositide 3-kinase (PI3K) pathway is the most frequently altered pathway in human cancer. Numerous small molecules targeting the pathway have been evaluated in clinical trials ( 1 – 4 ), but PI3K pathway (re)-activat",none,high
pmid-40989687,40989687,Pharmacologic management of HR+/HER2- mBC: a clinically oriented review.,direct,allosteric_or_mutant_selective,direct_target,central,adaptive RTK/ERBB/IGF or bypass feedback; resistance/progression signal; sensitizing or synergistic combination signal; biomarker/genomic alteration signal; named PI3K-alpha inhibitor context.,"full_text near ""her2"": Pharmacologic management of HR+/HER2− mBC: a clinically oriented review Introduction With approximately 2.3 million new cases in 2022, breast cancer (BC) represents 25% of all cancer cases diagnosed in women worldwide. It accounts for nearly 12% of all cancer cases globally and 7% of cancer-related deaths annually ( 1 ). Despite",none,high
