paper_id,pmid,pmcid,doi,title,normalized_source_type,normalized_path,fulltext_decision,fulltext_rationale,mechanistic_relevance,objective_relevance,topic_centrality,review_confidence
pmid-42180974,42180974,PMC13190948,10.21037/tcr-2025-1-2681,Identifying research gaps in PIK3CA-mutant breast cancer: a bibliometric analysis of evolving trends and clinical applications.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13190948.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, acquired resistance, sensitivity, synergistic, combination.",high,high,central,high
pmid-42137335,42137335,PMC13168110,10.3389/fphar.2026.1779073,Modulation of the PI3K/Akt signaling pathway by steroidal saponins: therapeutic implications in cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13168110.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, sensitivity, sensitization, sensitize, sensitizes, synergy.",high,high,central,high
pmid-42085613,42085613,PMC13252627,10.1002/advs.202506051,GSH-Responsive Nanoparticles Enhance Hepatocellular Carcinoma Immunotherapy Through Synergistic Effects of Cuproptosis and PI3K Inhibitor Combination.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13252627.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, sensitize, synergy, synergistic, combination, erk, akt, mtor.",high,high,central,high
pmid-42074235,42074235,PMC13116710,10.3390/ijms27083597,SGLT2 Inhibitor Dapagliflozin Attenuates Cardiomyocyte Injury and Inflammation Induced by PI3Kα-Selective Inhibitor Alpelisib and Fulvestrant Under Hyperglycemia.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13116710.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, synergistic, combination, reactivation, her2, akt, endocrine.",high,high,central,high
pmid-41999684,41999684,PMC13101763,10.1016/j.breast.2026.104786,Integrating PIK3CA Testing into Clinical Practice for Advanced HR+/HER2- Breast Cancer: An Expert Consensus.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13101763.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, refractory, sensitivity, combination, feedback.",high,high,central,high
pmid-41999452,41999452,PMC13091897,10.1007/s11864-026-01391-3,Beyond CDK4/6 Inhibition: Current Strategies in Hormone Receptor-Positive Metastatic Breast Cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13091897.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, resistant, acquired resistance, refractory, sensitivity.",high,high,central,high
pmid-41976288,41976288,PMC13071977,10.3390/cancers18071064,Targeting ATR and PI3Kα Pathways Promotes Ferroptosis in PIK3CA-Wildtype Platinum-Resistant Endometrial Cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13071977.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, sensitivity, sensitize, sensitizes, synergy.",high,high,central,high
pmid-41925922,41925922,PMC13046609,10.1007/s10549-026-07939-z,Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13046609.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistant, combination, her2, akt, endocrine, estrogen receptor.",high,high,central,high
pmid-41734992,41734992,PMC13352954,10.1002/1878-0261.70230,Dual PI3K/AKT and CDK4/6 inhibition reveals selective sensitivity in an SHH medulloblastoma stem cell model.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13352954.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, acquired resistance, sensitivity, synergy, synergistic, combination.",high,high,central,high
pmid-41681940,41681940,PMC12896634,10.3390/cancers18030468,Comparison Between Alpelisib Plus Endocrine Therapy and Everolimus Plus Endocrine Therapy After CDK4/6 Inhibitors Progression in Patients with PIK3CA-Mutant Metastatic Breast Cancer: A Single-Center Retrospective Study.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12896634.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, combination, her2, akt, mtor, endocrine.",high,high,central,high
pmid-41646800,41646800,PMC12870545,10.64898/2026.01.21.26344562,A Three-subtype Molecular model of Cervical Cancer: Multiple PI3K Pathway inhibitors suppress growth and cooperate with HPV-directed immunotherapy.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12870545.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, gdc-0077, resistance, resistant, refractory, sensitivity, combination.",high,high,central,high
pmid-41620612,41620612,PMC12964663,10.1186/s13058-025-02152-0,Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12964663.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, combination, feedback, reactivation, mapk.",high,high,central,high
pmid-41518601,41518601,PMC13183451,10.1210/clinem/dgaf705,Personalized Drug Screening and Risk Assessment in Patient-Derived Gastroenteropancreatic Neuroendocrine Neoplasms.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13183451.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, sensitivity, sensitize, combination, feedback, erk, akt.",high,high,central,high
pmid-41344057,41344057,PMC12719973,10.1016/j.tranon.2025.102629,The PI3K pathway is a downstream effector of NRF2 activation in the esophagus.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12719973.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, sensitivity, sensitize, synergy, synergistic, combination, mapk.",high,high,central,high
pmid-41143603,41143603,PMC12770939,10.1158/1078-0432.CCR-25-1459,PI3Kα Inhibitor and Degrader Inavolisib Can Co-opt FGFR2 to Enhance Responses in Patients with PIK3CA-Mutated Solid Tumors and in Preclinical Models.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12770939.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, gdc-0077, resistance, resistant, acquired resistance, insensitive, sensitivity.",high,high,central,high
pmid-40965803,40965803,PMC12847147,10.1007/s40291-025-00815-4,From PIK3CA Mutations to Rational PI3K Inhibition for the Treatment of Colorectal Cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12847147.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, refractory, sensitivity, sensitization, sensitize.",high,high,central,high
pmid-41954342,41954342,PMC13094337,10.32074/1591-951X-1603,PIK3CA testing in HR+/HER2- metastatic breast cancer: assessing pathology laboratories capacity and needs.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13094337.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, sensitivity, adaptive, her2, akt, mutation, ctdna.",high,high,central,high
pmid-41372143,41372143,PMC12770561,10.1038/s41467-025-66632-9,The PIK3CA/AKT pathway drives therapy resistance in rhabdomyosarcoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12770561.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, acquired resistance, refractory, sensitivity, sensitize, sensitizes.",high,high,central,high
pmid-41367877,41367877,PMC12682693,10.3389/fonc.2025.1676296,Caprine herpes virus-1 reduces cell viability and enhances chemosensitivity in breast cancer cells.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12682693.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: inavolisib, resistance, sensitivity, sensitize, synergy, synergistic, combination, erk.",high,high,central,high
pmid-41347072,41347072,PMC12672257,10.3389/fonc.2025.1631415,Metformin enhances alpelisib sensitivity in HER2+ breast cancer by suppressing cancer stemness and oncogenic signaling.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12672257.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, sensitivity, synergy, synergistic, combination, feedback.",high,high,central,high
pmid-41315365,41315365,PMC12663577,10.1038/s41467-025-65760-6,The CTLH ubiquitin ligase substrates ZMYND19 and MKLN1 negatively regulate mTORC1 at the lysosomal membrane.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12663577.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, resistant, synergistic, combination, mapk, akt.",high,high,central,high
pmid-41280894,41280894,PMC12631382,10.3389/fimmu.2025.1693927,Mechanistic optimization of inavolisib combined with CDK4/6 inhibitors in the treatment of PIK3CA-mutated breast tumors.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12631382.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, gdc-0077, resistance, resistant, sensitivity, sensitization, sensitize.",high,high,central,high
pmid-41107466,41107466,PMC12534536,10.1038/s43856-025-01150-9,Discovering anticancer drug target combinations via network-informed signaling-based approach.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12534536.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, rly-2608, resistance, resistant, adaptive resistance, sensitivity, synergy.",high,high,central,high
pmid-41102169,41102169,PMC12533074,10.1038/s41419-025-07959-5,Pharmacological activation of SIRT6 suppresses progression of head and neck and esophageal squamous cell carcinoma by modulation of cellular metabolism and protein translation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12533074.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: byl719, resistance, sensitivity, sensitize, sensitizes, synergy, synergistic, combination.",high,high,central,high
pmid-41079023,41079023,PMC12514518,10.1016/j.eclinm.2025.103535,Efficacy and safety of systemic therapies following progression on CDK4/6 inhibitors in patients with HR+/HER2- metastatic breast cancer: a systematic review and network meta-analysis.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12514518.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, sensitivity, combination, her2, akt.",high,high,central,high
pmid-41020523,41020523,PMC12477610,10.1093/bib/bbaf510,AdaSemb: an adaptive knowledge-driven deep learning framework integrating cancer protein assemblies for predicting PI3Kα inhibitor response and resistance.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12477610.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, resistant, acquired resistance, sensitivity, combination, adaptive, her2.",high,high,central,high
pmid-41009348,41009348,PMC12469948,10.3390/ijms26188780,Integrated In Silico and Experimental Validation of Antrocin as a Plant-Derived Multi-Target Therapeutic for BRAF/MEK/PI3K-Driven Colorectal Cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12469948.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, acquired resistance, sensitivity, synergistic, combination, feedback, mapk.",high,high,central,high
pmid-40991650,40991650,PMC12618074,10.1172/JCI180927,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12618074.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, resistant, acquired resistance, sensitivity, sensitize, sensitizes.",high,high,central,high
pmid-40989687,40989687,PMC12450692,10.3389/fonc.2025.1596634,Pharmacologic management of HR+/HER2- mBC: a clinically oriented review.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12450692.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, resistance, resistant, sensitivity, sensitize, synergy, synergistic.",high,high,central,high
pmid-40880521,40880521,PMC12416836,10.1371/journal.pcbi.1013156,Mechanistic modeling of cell viability assays with in silico lineage tracing.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12416836.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, sensitivity, mek, erk, her2, erbb, egfr.",high,high,central,high
pmid-40861419,40861419,PMC12370488,10.3389/fmolb.2025.1622496,CCDC138 overexpression predicts poor prognosis and highlights ciliopathy-linked mechanisms in uterine corpus endometrial carcinoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12370488.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, sensitivity, combination, rtk, akt, mtor, mutation, biomarker.",high,high,central,high
pmid-40769730,40769730,PMC13465741,10.21037/apm-25-30,New progress and challenges of targeted therapies for breast cancer.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13465741.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, resistance, acquired resistance, refractory, combination, feedback, reactivation, adaptive.",high,high,central,high
pmid-40723456,40723456,PMC12292759,10.3390/biology14070896,In Silico Discovery of a Novel Potential Allosteric PI3Kα Inhibitor Incorporating 3-(2-Chloro-5-fluorophenyl)isoindolin-1-one to Target Head and Neck Squamous Cell Carcinoma.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12292759.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, inavolisib, rly-2608, resistance, acquired resistance, combination, bypass, akt.",high,high,central,high
pmid-40638603,40638603,PMC12244556,10.1371/journal.pone.0326491,Development of a novel PIK3CA-mutated pancreatic tumor mouse model and evaluation of the therapeutic effects of a PI3K inhibitor.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pi3k_alpha_inhibitor_resistance_sensitization_20260827/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12244556.json,keep,"Directly links named PI3K-alpha inhibitor evidence to response biology: alpelisib, byl719, resistance, acquired resistance, sensitivity, synergy, synergistic, combination.",high,high,central,high
