paper_id,pmid,doi,title,abstract,year,source_query,abstract_reviewer_decision,abstract_reviewer_rationale,abstract_reviewer2_decision,abstract_reviewer2_rationale,abstract_reviewer2_confidence,promotion_decision
pmid-40880521,40880521,10.1371/journal.pcbi.1013156,Mechanistic modeling of cell viability assays with in silico lineage tracing.,"Data from cell viability assays, which measure cumulative division and death events in a population and reflect substantial cellular heterogeneity, are widely available. However, interpreting such data with mechanistic computational models is hindered because direct model/data comparison is often muddled. We developed an algorithm that tracks simulated division and death events in mechanistically-detailed single-cell lineages to enable such a model/data comparison and suggest causes of cell-cell drug response variability. Using our previously developed model of mammalian single-cell proliferation and death signaling, we simulated drug dose response experiments for four targeted anti-cancer drugs (alpelisib, neratinib, trametinib and palbociclib) and compared them to experimental data. Simulations are consistent with data for strong growth inhibition by trametinib (MEK inhibitor) and overall lack of efficacy for alpelisib (PI-3K inhibitor), but are inconsistent with data for palbociclib (CDK4/6 inhibitor) and neratinib (EGFR inhibitor). Model/data inconsistencies suggest that (i) the importance of CDK4/6 for driving the cell cycle may be overestimated, and (ii) the cellular balance between basal (tonic) and ligand-induced signaling is a critical determinant of receptor inhibitor response. Simulations show subpopulations of rapidly and slowly dividing cells in both control and drug-treated conditions. Variations in mother cells prior to drug treatment impinging on ERK pathway activity are associated with the rapidly dividing phenotype and trametinib resistance. This work lays a foundation for the application of mechanistic modeling to large-scale cell viability datasets and better understanding determinants of cellular heterogeneity in drug response.",2025,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-40861419,40861419,10.3389/fmolb.2025.1622496,CCDC138 overexpression predicts poor prognosis and highlights ciliopathy-linked mechanisms in uterine corpus endometrial carcinoma.,"INTRODUCTION: Uterine corpus endometrial carcinoma (UCEC) is a prevalent malignancy of the female reproductive system with increasing incidence, necessitating the identification of molecular mechanisms and biomarkers. While coiled-coil domain-containing protein 138 (CCDC138) is implicated in ciliopathies and cancer, its role in UCEC remains underexplored.

METHODS: We integrated transcriptomic and proteomic data from the Cancer Genome Atlas (TCGA), Clinical Proteomic Tumor Analysis Consortium (CPTAC), and Genotype-Tissue Expression (GTEx). Bioinformatics approaches, including weighted gene co-expression network analysis (WGCNA), singlesample gene set enrichment analysis (ssGSEA), machine learning, and survival analysis, were employed to assess CCDC138 expression and its functional relevance in UCEC. In vitro experiments involved CCDC138 knockdown, followed by CCK8 and EdU assays and qPCR for mTOR, S6K1, and p21 expression.

RESULTS: CCDC138 was significantly overexpressed at mRNA and protein levels in UCEC and correlated with poor overall survival. ssGSEA revealed associations with oncogenic pathways, including mTOR, p53/Rb, and MYC/MYCN. High CCDC138 expression was linked to reduced stromal and immune scores, indicating altered immune cell infiltration and tumor microenvironment. Drug sensitivity analysis showed increased responsiveness to chemotherapeutic agents like 5-fluorouracil and alpelisib in high-CCDC138 tumors. Protein-protein interaction analysis identified interactions with DCTN2 and CEP72. In vitro, CCDC138 knockdown reduced cell proliferation and downregulated mTOR, S6K1, and p21 mRNA expression.

DISCUSSION: These findings underscore CCDC138's role in UCEC progression, immune modulation, and therapeutic responsiveness, highlighting its potential as a prognostic biomarker and therapeutic target. Its shared relevance in UCEC and ciliopathies suggests broader implications for targeted therapies.",2025,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-40845250,40845250,10.1200/JCO-25-00663,"US Food and Drug Administration Approval Summary: Inavolisib With Palbociclib and Fulvestrant for Endocrine-Resistant, PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative, Locally Advanced or Metastatic Breast Cancer.","PURPOSE: The US Food and Drug Administration (FDA) approved inavolisib with palbociclib and fulvestrant for adults with endocrine-resistant, PIK3CA-mutated, hormone receptor-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer (MBC), as detected by an FDA-approved test, FoundationOne Liquid CDx assay, after recurrence on or after completing adjuvant endocrine therapy.

PATIENTS AND METHODS: Approval was based on INAVO120, a randomized, double-blind, placebo-controlled trial in 325 patients with endocrine-resistant, PIK3CA-mutated, hormone receptor-positive, HER2-negative, locally advanced or MBC. Patients were randomly assigned (1:1) to either inavolisib (n = 161) or placebo (n = 164) in combination with palbociclib and fulvestrant.

RESULTS: INAVO120 met its primary end point of progression-free survival (PFS) by investigator assessment, with a median PFS of 15.0 months for inavolisib + palbociclib + fulvestrant versus 7.3 months for placebo + palbociclib + fulvestrant (hazard ratio [HR], 0.43 [95% CI, 0.32 to 0.59]; P < .0001). The objective response rate was 58% (95% CI, 50 to 66) versus 25% (95% CI, 19 to 32). The median duration of response was 18.4 months (95% CI, 10.4 to 22.2) versus 9.6 months (95% CI, 7.4 to 16.6). Interim analysis of overall survival did not reach statistical significance but was supportive of the overall benefit-risk assessment with a HR of 0.64 (95% CI, 0.43 to 0.97). Consistent with the PI3Kα inhibitor class, common adverse reactions noted with inavolisib included hyperglycemia, stomatitis, diarrhea, and rash.

CONCLUSION: The approval of inavolisib with palbociclib plus fulvestrant was based on a statistically significant and clinically meaningful improvement in PFS observed in the INAVO120 trial. Before this approval, there were no specific therapies approved by the FDA for the first-line treatment of patients with endocrine-resistant, hormone receptor-positive advanced or MBC.",2025,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-40776679,40776679,10.1080/17568919.2025.2542720,Small molecule inhibitors for treating breast cancer: drug analysis based on the pathogenesis of breast cancer.,"Breast cancer (BC) is characterized by the abnormal and rapid growth of breast epithelial cells, driven by various carcinogenic factors. Advances in understanding the signaling pathways and molecular mechanisms involved in BC progression have facilitated the development of small molecule inhibitors for its treatment. Significant progress has been made in creating inhibitors that target the PI3K/AKT/mTOR signaling pathway. Current clinical research focuses on compounds such as GDC-0077 and NVP-BKM120, advancing into phase II/III clinical trials. Preclinical drugs like NVP-CLR457, AZD6482, PF-06843195, and GDC-0326 show promising potential for further optimization and entry into BC clinical trials. This review aims to provide an overview of the clinical and preclinical development of small molecule inhibitors for various molecular subtypes of BC, emphasizing their structural composition, therapeutic outcomes, and mechanisms of action. Additionally, we highlight key targets and pathways involved in BC pathogenesis, offering essential insights for the design of effective therapeutic agents for breast cancer.",2025,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: reviewer-1 inclusion is too broad; abstract does not provide enough PI3K-alpha inhibitor resistance, sensitization, biomarker, or adaptive-response evidence.",medium,stop
pmid-40769730,40769730,10.21037/apm-25-30,New progress and challenges of targeted therapies for breast cancer.,"Breast cancer, a heterogeneous malignancy with a significant global burden, necessitates evolving therapeutic strategies. With nearly two million new cases diagnosed annually, metastatic dissemination remains a critical clinical challenge despite advancements in surgery, radiotherapy, and cytotoxic chemotherapy. The emergence of targeted therapies, including monoclonal antibodies, small-molecule inhibitors, and antibody-drug conjugates (ADCs), has revolutionized breast cancer management by selectively modulating oncogenic signaling pathways to inhibit tumor proliferation and spread. This approach offers a more focused treatment strategy with the potential for reduced systemic toxicities. Targeted therapies have demonstrated significant clinical efficacy across breast cancer subtypes. For instance, agents such as trastuzumab, pertuzumab, and trastuzumab emtansine (T-DM1) improved survival in human epidermal growth factor receptor 2 (HER2)-positive disease. Similarly, cyclin dependent kinase 4/6 (CDK4/6) and poly (ADP-ribose) polymerase (PARP) inhibitors have yielded substantial benefits in hormone receptor-positive and breast cancer gene (BRCA)-mutated breast cancers, respectively, by modulating endocrine resistance and DNA repair pathways. Furthermore, phosphoinositide 3-kinase (PI3K) inhibitors for PIK3CA-mutant tumors and immune checkpoint inhibitors for triple-negative breast cancer (TNBC) have expanded the available therapeutic measures. However, despite these advancements, challenges such as acquired resistance, often driven by pathway reactivation or gene mutations, continue to limit optimal patient outcomes. Additionally, treatment-related toxicities demand rigorous management, therefore ongoing identification of robust predictive biomarkers to refine patient selection and treatment strategies remains a critical focus of research. This mini-review provides a comprehensive overview of current targeted therapies in breast cancer, detailing their mechanisms of action, clinical efficacy, and associated toxicities. It addresses relevant challenges such as resistance pathways, financial toxicity, and gaps in biomarker research, while emphasizing the importance of patient-centered decision-making and multidisciplinary care. Future directions include the development of next-generation sequencing, refined drug designs, and the integration of immunotherapies to further improve patient outcomes and quality of life, ultimately striving towards personalized cancer care.",2025,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""PI3K inhibitor""[Title/Abstract] OR ""PI3K inhibitors""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract]) AND (acquired resistance[Title/Abstract] OR resistance mechanism[Title/Abstract] OR adaptive resistance[Title/Abstract] OR feedback activation[Title/Abstract] OR bypass signaling[Title/Abstract] OR pathway rewiring[Title/Abstract] OR sensitization[Title/Abstract]))",include,"Connects PI3K-alpha/PIK3CA inhibitor context to resistance, sensitivity, combination, feedback, biomarker, or pathway-response concepts.",confirm_include,"Confirm include: links PI3K-alpha/PIK3CA inhibitor biology to resistance, sensitivity, adaptive feedback, biomarkers, or rational combination evidence.",medium,advance_to_import
pmid-40723456,40723456,10.3390/biology14070896,In Silico Discovery of a Novel Potential Allosteric PI3Kα Inhibitor Incorporating 3-(2-Chloro-5-fluorophenyl)isoindolin-1-one to Target Head and Neck Squamous Cell Carcinoma.,"Phosphatidylinositol 3-kinase alpha (PI3Kα) is frequently mutated in head and neck squamous cell carcinoma (HNSCC), leading to the constitutive activation of the PI3K/Akt pathway, which promotes tumor cell proliferation, survival, and metastasis. PI3Kα allosteric inhibitors demonstrate therapeutic potential as both monotherapy and combination therapy, particularly in patients with PIK3CA mutations or resistance to immunotherapy, through the precise targeting of mutant PI3Kα. Compared to ATP-competitive PI3Kα inhibitors such as Alpelisib, the allosteric inhibitor RLY-2608 exhibits enhanced selectivity for mutant PI3Kα while minimizing the inhibition of wild-type PI3Kα, thereby reducing side effects such as hyperglycemia. To date, no allosteric PI3Kα inhibitors have been approved for clinical use. To develop novel PI3Kα inhibitors with improved safety and efficacy, we employed a scaffold hopping approach to structurally modify RLY-2608 and constructed a compound library. Based on the structural information of the PI3Kα allosteric site, we conducted the systematic virtual screening of 11,550 molecules from databases to identify lead compounds. Through integrated approaches, including molecular docking studies, target validation, druggability evaluation, molecular dynamics simulations, and metabolic pathway and metabolite analyses, we successfully identified a promising novel allosteric PI3Kα inhibitor, H-18 (3-(2-chloro-5-fluorophenyl)isoindolin-1-one). H-18 has not been previously reported as a PI3Kα inhibitor, and provides an excellent foundation for subsequent lead optimization, offering a significant starting point for the development of more potent PI3Kα allosteric inhibitors.",2025,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract])); ((RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""allosteric PI3K""[Title/Abstract] OR ""allosteric PI3K-alpha""[Title/Abstract] OR ""mutant-selective PI3K""[Title/Abstract] OR ""mutant selective PI3K""[Title/Abstract]) AND (PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR resistance[Title/Abstract] OR sensitivity[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-40686734,40686734,10.1155/crog/1319978,Treatment of Ovarian Clear Cell Carcinoma: A Case of Successful Management With Targeted Therapies.,"Background: Advanced stages of ovarian clear cell carcinoma have poorer prognoses than many other ovarian cancers. When standard treatments are ineffective, alternative options are needed. Case: A 56-year-old woman was diagnosed with ovarian clear cell carcinoma and treated with surgical management as well as carboplatin and paclitaxel. At recurrence, her disease progressed despite multiple chemotherapy regimens. A durable response was achieved first with alpelisib, chosen based on genomic testing. When progression occurred on this agent, a partial disease response was achieved with the combination of nivolumab and ipilimumab. Conclusion: The use of targeted therapies as well as the combination of nivolumab and ipilimumab is a promising option in advanced and recurrent cases of ovarian clear cell carcinoma.",2025,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: reviewer-1 inclusion is too broad; abstract does not provide enough PI3K-alpha inhibitor resistance, sensitization, biomarker, or adaptive-response evidence.",medium,stop
pmid-40665690,40665690,10.1093/oncolo/oyaf205,Somatic mutations in Middle East and North Africa breast cancer patients: a systematic review.,"BACKGROUND: Breast cancer presents with distinct clinical and molecular characteristics in the Middle East and North Africa (MENA) region, where women are diagnosed at younger ages and with more aggressive disease compared to Western populations. Despite the global burden, genomic studies of breast cancer in MENA remain underrepresented. This systematic review provides the first comprehensive analysis of somatic mutations in breast cancer patients across the MENA region.

METHODS: Following PRISMA guidelines, we analyzed 44 studies encompassing 13 MENA countries, representing data from over 2500 breast cancer patients. Studies were rigorously assessed using the Newcastle-Ottawa Scale, with mutation data extracted, standardized, and classified according to pathogenicity using established databases. We employed multiple sequencing methodologies, including next-generation sequencing and targeted gene panels, to identify country-specific and region-wide mutation patterns.

RESULTS: We identified 559 mutations across 104 genes, with TP53 (23.79%) and PIK3CA (10.19%) emerging as the most frequently altered genes, followed by significant mutations in BRCA1/2, ATM, ESR1, and PTEN. Nearly 43% of variants were classified as pathogenic/likely pathogenic, while 23% remained variants of uncertain significance. Missense mutations predominated (60.29%), followed by frameshift variants (13.06%) and stop-gained mutations (10.91%). We discovered distinctive country-specific mutation profiles, including unique alterations in KLF6 (Turkey) and IL-1β (Iraq), reflecting potential environmental and hereditary influences unique to MENA populations. Notably, all 11 PIK3CA hotspot mutations that predict sensitivity to alpelisib therapy were identified.

CONCLUSIONS: This study reveals both shared and distinct somatic mutation patterns in MENA breast cancer patients compared to Western populations. The high prevalence of clinically actionable mutations, particularly in PIK3CA and DNA repair genes, presents immediate opportunities for implementing targeted therapies across the region. Our findings underscore the urgent need for establishing a MENA Breast Cancer Genomics Consortium to standardize sequencing protocols, develop locally validated gene panels, and create regional variant databases that capture the unique mutation spectrum of these populations. This comprehensive genomic landscape of breast cancer in the MENA region addresses a critical gap in global cancer genomics, ultimately improving outcomes for a historically underrepresented patient population.",2025,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: the abstract is mainly review, access/economic, formulation, broad clinical, or unrelated pathway context without actionable resistance or sensitization mechanism.",medium,stop
pmid-40649917,40649917,10.3390/ijms26136139,JAK2 Inhibition Augments the Anti-Proliferation Effects by AKT and MEK Inhibition in Triple-Negative Breast Cancer Cells.,"Janus kinase 2 (JAK2) inhibitors have gained regulatory approval for treating various human diseases. While the JAK2/signal tranducer and activator of transcription 3 (STAT3) pathway plays a role in tumorigenesis, JAK2/STAT3 inhibitors have shown limited therapeutic efficacy in triple-negative breast cancer (TNBC). In this study, we assessed the antiproliferative effects of clinically approved JAK2 inhibitors in TNBC cell lines (MDA-MB-231 and HS578T) using the MTT assay. Among the four JAK2 inhibitors evaluated (fedratinib, cerdulatinib, peficitinib, and filgotinib), fedratinib significantly inhibited the proliferation of TNBC cells with IC50 values below 2 μM. Fedratinib also demonstrated superior efficacy in inhibiting long-term colony formation compared to other JAK2 inhibitors. Western blot analyses showed that fedratinib uniquely inhibits the phosphoinositide 3-kinase (PI3K)/AKT pathway and moderately affects the MAP kinase/ERK kinase (MEK)/extracellular signal-regulated kinase (ERK) pathway, in addition to targeting JAK2/STAT3 signaling. Moreover, fedratinib distinctly decreased MYC and cyclin D1 protein levels while inducing poly (ADP-ribose) polymerase (PARP) cleavage and apoptotic cell death more effectively than other JAK2 inhibitors. We next investigated the effects of simultaneously inhibiting JAK2/STAT3 together with the MEK/ERK or PI3K/AKT pathways, as well as the impact of triple pathway inhibition. Notably, combining ceduratinib with either cobimetinib (MEK inhibitor) and ipatasertib (AKT inhibitor) or trametinib (MEK inhibitor) and alpelisib (PI3K inhibitor) mimicked the effects of fedratinib on the cell proliferation, MYC and cyclin D1 suppression, and pro-apoptotic protein induction. These finding suggest that JAK2 inhibition enhances the anticancer effects of concurrent MEK/ERK and PI3K/AKT pathway inhibition, while JAK2 inhibition alone shows minimal efficacy in TNBC cells.",2025,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: reviewer-1 inclusion is too broad; abstract does not provide enough PI3K-alpha inhibitor resistance, sensitization, biomarker, or adaptive-response evidence.",medium,stop
pmid-40642892,40642892,10.1097/COC.0000000000001209,"Inavolisib for HR-Positive, HER2-Negative Advanced Breast Cancer: Clinical Trials and Patient Access Implication.","OBJECTIVES: Breast cancer remains the most prevalent cancer among women in the United States, with hormone receptor-positive (HR+) and HER2-negative subtypes comprising a significant proportion of cases. Despite advancements in treatment, resistance to endocrine therapies remains a substantial clinical challenge, especially in patients with mutations in the PIK3CA gene.

METHODS: A literature review was conducted to evaluate the safety and efficacy of inavolisib in breast cancer. Studies published through November 2024 were identified using PubMed, Google Scholar, and ClinicalTrials.gov. Phases I to III clinical trials in English were included. The review focused on safety outcomes (eg, serious adverse events) and efficacy outcomes (eg, progression-free survival), which were summarized narratively.

RESULTS: Inavolisib, a selective PI3Kα inhibitor, presents a promising option for patients with PIK3CA-mutated HR+HER2-negative advanced or metastatic breast cancer. In the INAVO120 trial, inavolisib combined with palbociclib and fulvestrant significantly extended progression-free survival (PFS) in patients with PIK3CA mutations. The median PFS was 15.0 months for the treatment arm compared with 7.3 months in the placebo group (hazard ratio: 0.43, P <0.001). The objective response rate (ORR) was 58.4% in the treatment arm, underscoring the drug's antitumor efficacy. Safety profiles revealed manageable adverse events, primarily hyperglycemia, neutropenia, and stomatitis. The incidence of these side effects was notable but manageable with appropriate supportive care. Inavolisib offers a new treatment for HR+HER2-negative advanced breast cancer, showing promising efficacy and safety. However, implementation challenges include high costs, insurance coverage issues, and limited access to required genetic testing through FoundationOne Liquid CDx assay, potentially creating barriers to equitable patient access.

CONCLUSIONS: Inavolisib represents a significant advancement in the treatment of advanced HR+HER2-negative breast cancer, offering an effective option for patients with PIK3CA mutations. However, to fully realize its potential, health care systems must address challenges related to patient access, insurance coverage, and the availability of companion diagnostics. Further long-term studies will be essential to assess the enduring impact of this treatment on patient outcomes.",2025,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",overturn_to_exclude,"Overturn to exclude: the abstract is mainly review, access/economic, formulation, broad clinical, or unrelated pathway context without actionable resistance or sensitization mechanism.",medium,stop
