paper_id,pmid,pmcid,doi,title,fulltext_access_route,fulltext_xml_url,fulltext_pdf_url,pmc_access_status,pmc_parse_status,pdf_needed,pdf_import_status,normalized_path,notes
pmid-42323696,42323696,,10.1186/s13058-026-02324-6,Impact of somatic PIK3CA mutations on clinical outcomes in HER2-positive breast cancer.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42312509,42312509,,10.2174/0113816128473617260609100900,Glycycoumarin Induces G2/M Cell Cycle Arrest and Apoptosis in Non-Small-Cell Lung Cancer Cells via Suppressing the PI3K/AKT/mTOR/HIF-1α Pathway.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42310133,42310133,,10.1038/s41598-026-57604-0,"Multitargeted comparative evaluation suggests 2-Aoeobenoxmide shows favourable in silico binding compared to Tucatinib against ERα, HER2, AKT1, EGFR, and PIK3CA in breast cancer.",none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42307901,42307901,,10.1097/CAD.0000000000001831,Inavolisib and lenvatinib for PIK3CA-mutated refractory splenic angiosarcoma: a case report.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42286162,42286162,PMC13338215,10.1038/s41598-026-57722-9,"Identification of PI3K alpha inhibitors through large-scale virtual screening and integrated molecular modeling, biophysical characterization, and ADMET profiling.",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13338215.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42237450,42237450,PMC13397232,10.1002/ijc.70545,Landscape of Chinese Lung Cancer Patients With Compound Mutations and Acquired Resistance Alterations: A Retrospective Study.,ncbi_pmc_xml,,,missing,unusable,yes,missing,,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-42227554,42227554,,10.2174/0115665240410323260312134205,The Mutational Landscape of Angiosarcoma: Challenges and Opportunities to Design Management Strategies.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42194764,42194764,PMC13207011,10.3390/jcm15103803,Capivasertib as a Therapeutic Agent for Breast Cancer: Targeting AKT to Overcome Endocrine Resistance.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13207011.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42192452,42192452,PMC13214152,10.1186/s13058-026-02311-x,CDK4/6 inhibitors rechallenge post-progression in HR-positive HER2-negative advanced/metastatic breast cancer patients: a meta-analysis of Kaplan-Meier-reconstructed individual-level data.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13214152.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42180974,42180974,PMC13190948,10.21037/tcr-2025-1-2681,Identifying research gaps in PIK3CA-mutant breast cancer: a bibliometric analysis of evolving trends and clinical applications.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13190948.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42176127,42176127,,10.1007/s11033-026-11971-z,"Somatic mutation profiling by NGS-based liquid biopsy in advanced non-small cell lung cancer: frequency, clinical correlates, and prognostic significance.",none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42164355,42164355,PMC13184214,10.21037/tau-2026-1-0010,Variant allele frequency as a potential marker in response to frontline systemic therapy for patients with locally advanced and metastatic urothelial carcinoma.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13184214.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42152370,42152370,PMC13183117,10.1097/MD.0000000000048622,PIK3CA mutation detection by circulating tumor cell sequencing guides the effective PI3K inhibitor treatment of a patient with hormone receptor-positive breast cancer transformed into triple-negative breast cancer: A case report.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13183117.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42151561,42151561,PMC13427743,10.1038/s41416-026-03438-6,Clinico-molecular predictors of durable response to immune checkpoint inhibitors (ICI) in metastatic cervical cancer (mCC).,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13427743.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42147347,42147347,PMC13171783,10.3389/fphar.2026.1807304,Common oncogenic mutations in colorectal cancer: drivers of carcinogenesis and potential therapeutic targets.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13171783.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42137335,42137335,PMC13168110,10.3389/fphar.2026.1779073,Modulation of the PI3K/Akt signaling pathway by steroidal saponins: therapeutic implications in cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13168110.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42127863,42127863,,10.1016/j.oraloncology.2026.108004,Efficacy of buparlisib according to PIK3CA mutation status in recurrent or metastatic head and neck squamous cell carcinoma: A multicenter phase II trial.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-42122186,42122186,PMC13163086,10.3390/cancers18091390,Genomic Predictors of Platinum Resistance and Survival in High-Grade Serous Ovarian Carcinoma: Insights from an Explorative Targeted Next-Generation Sequencing Analysis.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13163086.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42108204,42108204,PMC13264505,10.1097/CMR.0000000000001103,Novel uveal melanoma patient-derived cell line and organoid models show increased treatment resistance compared with commercially available cell lines.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13264505.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42099435,42099435,PMC13148109,10.64898/2026.04.24.720709,Insulin receptor substrate 2 (IRS2) confers resistance to PI3K pathway inhibition in PIK3CA mutant breast cancer.,ncbi_pmc_xml,,,missing,unusable,yes,missing,,PMCID resolved from NCBI idconv. PMC XML body element is missing. Unusable XML deleted from run artifacts.
pmid-42082487,42082487,PMC13347040,10.1038/s41467-026-72544-z,Targeting FGFR signaling overcomes therapeutic resistance and immune evasion in oncogenic PIK3CA-driven serous-like endometrial cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13347040.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-42061572,42061572,,10.1016/j.jtho.2026.103894,Long-Term Impact of First-Line Amivantamab Plus Lazertinib Versus Osimertinib on Mechanisms of Acquired Resistance in MARIPOSA: A Brief Report.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-41999452,41999452,PMC13091897,10.1007/s11864-026-01391-3,Beyond CDK4/6 Inhibition: Current Strategies in Hormone Receptor-Positive Metastatic Breast Cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13091897.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41989051,41989051,PMC13091980,10.1177/15330338261444965,"Economic Evaluation of Inavolisib Combined With Palbociclib-Fulvestrant for PIK3CA-Mutated, HR+/HER2- Advanced Breast Cancer in USA.",ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13091980.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41975188,41975188,PMC13183909,10.1038/s41419-026-08735-9,Annexin A3 potentiates lenvatinib resistance in hepatocellular carcinoma through multiple approaches amplified by a positive feedback loop.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13183909.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41934916,41934916,PMC13085011,10.1016/j.tranon.2026.102753,Synergistic effects through targeting the PI3K and IGFR pathways in treating lung cancer carrying activation alterations along the PI3K pathway.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13085011.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41932195,41932195,,10.1016/j.compbiolchem.2026.109028,Synergistic action of Yinyanghuo A and Magnograndiolide against ovarian cancer: A computational prediction of targets and mechanism via network pharmacology and molecular simulations.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-41925922,41925922,PMC13046609,10.1007/s10549-026-07939-z,Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13046609.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41902997,41902997,,10.1007/s12094-026-04314-8,The logarithmic phase as a therapeutic direction: evaluating pharmacological strategies against cancer progression.,none,,,missing,not_attempted,yes,missing,,No NCBI PMCID found. Alternate open-access lookup is deferred during PMC-learning to keep early full-text import focused and fast.
pmid-41862468,41862468,PMC13254248,10.1038/s41467-026-70650-6,Dalpiciclib plus chidamide in HR + /HER2-advanced breast cancer after CDK4/6 inhibitor failure: a phase Ib trial.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13254248.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41832434,41832434,PMC13104295,10.1186/s11658-026-00889-w,Persistent PI3K-AKT signaling fortifies cellular defense against oxidative stress and ferroptosis through augmented mitochondrial fitness.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13104295.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41806134,41806134,PMC13087067,10.1007/s12672-026-04796-6,Advancements and innovations in the molecular mechanisms and treatment of colorectal cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13087067.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41802242,41802242,PMC13075786,10.1200/JCO-25-02643,VIKTORIA-1 Trial of Gedatolisib Plus Fulvestrant With or Without Palbociclib in Hormone Receptor-Positive/HER2-/PIK3CA Wild-Type Advanced Breast Cancer.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13075786.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41801973,41801973,PMC12970912,10.1371/journal.pone.0344393,Context-dependent dysregulation of store-operated calcium channels in head and neck squamous cell carcinoma.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12970912.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41799769,41799769,PMC12964585,10.7150/ijms.123727,Gene Mutations and Related Molecular Events in Distant Metastasis of Cervical Cancer: A Review.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12964585.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
pmid-41794007,41794007,PMC12988422,10.1016/j.tranon.2026.102723,Molecular mechanisms and therapeutic targeting implications of ER/mTOR signaling axis-driven tumor progression in aggressive meningiomas.,ncbi_pmc_xml,,,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC12988422.json,PMCID resolved from NCBI idconv. NCBI PMC XML downloaded and normalized.
